PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,TIME_OF_POSS,TOUCHES,FRONT_CT_TOUCHES,AVG_DRIB_PER_TOUCH,SEASON
201985,AJ Price,MIN,20.6,244,90,4.78,2013-14
201166,Aaron Brooks,DEN,241.3,2859,1082,5.32,2013-14
201189,Aaron Gray,SAC,13.8,504,266,0.4,2013-14
203519,Adonis Thomas,PHI,1.3,38,28,1.05,2013-14
1733,Al Harrington,WAS,20.2,823,499,0.58,2013-14
201143,Al Horford,ATL,53.3,1826,1176,0.49,2013-14
2744,Al Jefferson,CHA,139.2,3575,2776,0.59,2013-14
202329,Al-Farouq Aminu,NOP,88.4,2520,1709,1.03,2013-14
101187,Alan Anderson,BKN,96.6,2060,1301,1.83,2013-14
202692,Alec Burks,UTA,236.5,4183,2949,2.78,2013-14
203458,Alex Len,PHX,12.3,495,226,0.26,2013-14
203144,Alexey Shved,MIN,64.4,1029,616,3.27,2013-14
201582,Alexis Ajinca,NOP,41.9,1509,726,0.37,2013-14
203459,Allen Crabbe,POR,3.6,132,102,0.77,2013-14
202087,Alonzo Gee,CLE,46.1,1319,1003,1.24,2013-14
2405,Amar'e Stoudemire,NYK,64.4,1937,1255,0.54,2013-14
101161,Amir Johnson,TOR,85.8,3628,2231,0.4,2013-14
2760,Anderson Varejao,CLE,93.9,3342,1759,0.48,2013-14
101154,Andray Blatche,BKN,95.3,2819,1782,0.76,2013-14
203083,Andre Drummond,DET,73.1,3140,1459,0.38,2013-14
2738,Andre Iguodala,GSW,179.6,2780,1457,3.17,2013-14
1889,Andre Miller,WAS,168.2,2017,859,4.56,2013-14
203460,Andre Roberson,OKC,10.8,382,272,0.66,2013-14
200745,Andrea Bargnani,NYK,50.7,1863,1219,0.46,2013-14
1905,Andrei Kirilenko,BKN,40.2,1121,720,0.73,2013-14
101106,Andrew Bogut,GSW,75.8,2597,1204,0.65,2013-14
101115,Andrew Bynum,IND,26.0,678,484,0.72,2013-14
203094,Andrew Nicholson,ORL,43.1,1504,806,0.46,2013-14
2740,Andris Biedrins,UTA,1.4,51,16,0.31,2013-14
1712,Antawn Jamison,LAC,9.9,479,248,0.26,2013-14
203461,Anthony Bennett,CLE,25.8,1129,536,0.36,2013-14
203076,Anthony Davis,NOP,114.0,3605,2255,0.51,2013-14
201627,Anthony Morrow,NOP,50.7,1439,1192,1.22,2013-14
201576,Anthony Randolph,DEN,29.9,817,472,1.19,2013-14
201229,Anthony Tolliver,CHA,32.7,1506,1004,0.27,2013-14
203462,Archie Goodwin,PHX,35.3,741,433,2.16,2013-14
202620,Arinze Onuaku,CLE,1.0,40,14,0.18,2013-14
203102,Arnett Moultrie,PHI,5.6,264,129,0.25,2013-14
203382,Aron Baynes,SAS,16.5,707,484,0.36,2013-14
201167,Arron Afflalo,ORL,192.4,4323,3159,1.88,2013-14
201948,Austin Daye,SAS,9.4,316,196,0.69,2013-14
203085,Austin Rivers,NOP,277.1,2758,1018,6.25,2013-14
202340,Avery Bradley,BOS,135.7,2785,1762,2.7,2013-14
2732,Ben Gordon,CHA,16.2,411,333,1.55,2013-14
203463,Ben McLemore,SAC,75.2,2310,1606,1.17,2013-14
2757,Beno Udrih,MEM,122.1,1557,636,4.7,2013-14
203108,Bernard James,DAL,3.3,131,76,0.31,2013-14
202687,Bismack Biyombo,CHA,19.5,712,397,0.48,2013-14
201933,Blake Griffin,LAC,218.6,6294,4078,0.93,2013-14
2564,Boris Diaw,SAS,111.8,3894,2370,0.7,2013-14
203078,Bradley Beal,WAS,176.2,4166,3430,2.01,2013-14
201148,Brandan Wright,DAL,27.9,1255,788,0.4,2013-14
101138,Brandon Bass,BOS,99.4,3139,1986,0.72,2013-14
203561,Brandon Davies,PHI,23.4,901,508,0.39,2013-14
201943,Brandon Jennings,DET,605.8,6548,2087,5.83,2013-14
202688,Brandon Knight,MIL,483.5,6009,2492,5.05,2013-14
201575,Brandon Rush,UTA,18.0,530,425,1.02,2013-14
203148,Brian Roberts,NOP,344.7,3692,1284,5.77,2013-14
201572,Brook Lopez,BKN,22.6,683,506,0.65,2013-14
201957,Byron Mullens,PHI,17.2,763,424,0.24,2013-14
201228,C.J. Watson,IND,200.5,2485,848,4.81,2013-14
203468,CJ McCollum,POR,36.1,676,435,2.76,2013-14
101139,CJ Miles,CLE,40.7,1249,970,1.12,2013-14
201171,Carl Landry,SAC,9.8,321,180,0.43,2013-14
2430,Carlos Boozer,CHI,97.4,3571,2371,0.45,2013-14
2546,Carmelo Anthony,NYK,314.7,5375,3308,2.35,2013-14
2406,Caron Butler,OKC,72.8,2165,1468,0.85,2013-14
