PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,TIME_OF_POSS,TOUCHES,FRONT_CT_TOUCHES,AVG_DRIB_PER_TOUCH,SEASON
203932,Aaron Gordon,DEN,146.7,3173,2060,1.89,2021-22
1630565,Aaron Henry,PHI,0.6,17,11,1.0,2021-22
1628988,Aaron Holiday,PHX,152.6,1977,770,4.32,2021-22
1630174,Aaron Nesmith,BOS,25.1,802,426,0.99,2021-22
1630598,Aaron Wiggins,OKC,44.2,1254,875,1.47,2021-22
1627846,Abdel Nader,PHX,4.3,138,81,1.14,2021-22
1630278,Ade Murkey,SAC,0.0,0,0,0.0,2021-22
1629678,Admiral Schofield,ORL,19.5,737,337,0.63,2021-22
1629958,Ahmad Caver,IND,0.2,2,0,4.5,2021-22
201143,Al Horford,BOS,96.8,3357,1996,0.64,2021-22
202692,Alec Burks,NYK,280.0,4486,2076,3.06,2021-22
1630758,Aleem Ford,ORL,2.2,92,47,0.6,2021-22
1630197,Aleksej Pokusevski,OKC,86.1,2320,1290,1.41,2021-22
1627936,Alex Caruso,CHI,113.8,2071,834,2.67,2021-22
203458,Alex Len,SAC,23.2,945,597,0.48,2021-22
1628035,Alfonzo McKinnie,CHI,6.2,231,129,0.74,2021-22
1628993,Alize Johnson,NOP,8.5,247,129,0.87,2021-22
1630578,Alperen Sengun,HOU,106.8,2711,1883,1.03,2021-22
1629599,Amir Coffey,LAC,90.8,1982,1218,1.66,2021-22
203083,Andre Drummond,BKN,61.9,2128,1375,0.67,2021-22
2738,Andre Iguodala,GSW,53.6,1112,592,1.74,2021-22
203952,Andrew Wiggins,GSW,166.3,3374,2224,2.15,2021-22
1629014,Anfernee Simons,POR,302.6,3492,1440,4.62,2021-22
203076,Anthony Davis,LAL,105.7,2751,1731,0.99,2021-22
1630162,Anthony Edwards,MIN,306.1,4430,2245,3.6,2021-22
1630264,Anthony Gill,WAS,15.1,523,371,0.7,2021-22
1630237,Anthony Lamb,HOU,0.7,17,6,1.77,2021-22
1629717,Armoni Brooks,TOR,48.5,1253,814,1.56,2021-22
1629083,Arnoldas Kulboka,CHA,0.0,3,2,0.33,2021-22
1630559,Austin Reaves,LAL,82.7,1960,1027,1.75,2021-22
203085,Austin Rivers,DEN,77.5,1697,1157,1.79,2021-22
202340,Avery Bradley,LAL,38.3,1411,903,1.02,2021-22
1630245,Ayo Dosunmu,CHI,194.6,3185,1376,3.29,2021-22
1629168,BJ Johnson,ORL,2.4,72,40,1.0,2021-22
1628389,Bam Adebayo,MIA,160.6,3639,2144,1.44,2021-22
203463,Ben McLemore,POR,51.5,1744,1217,0.93,2021-22
202687,Bismack Biyombo,PHX,19.5,735,390,0.38,2021-22
201933,Blake Griffin,BKN,54.1,1700,990,0.87,2021-22
1626246,Boban Marjanovic,DAL,6.5,206,131,0.63,2021-22
1626171,Bobby Portis,MIL,81.8,3190,1594,0.57,2021-22
203992,Bogdan Bogdanovic,ATL,128.6,2707,1682,1.99,2021-22
202711,Bojan Bogdanovic,UTA,102.1,2809,1939,1.41,2021-22
1629626,Bol Bol,ORL,3.0,107,70,0.89,2021-22
1630538,Bones Hyland,DEN,190.2,2994,1311,3.15,2021-22
202954,Brad Wanamaker,WAS,51.5,709,300,4.08,2021-22
203078,Bradley Beal,WAS,220.9,2988,1724,3.86,2021-22
1630527,Brandon Boston Jr.,LAC,49.6,1084,583,2.2,2021-22
1629634,Brandon Clarke,MEM,41.0,1637,1022,0.68,2021-22
1629164,Brandon Goodwin,CLE,105.7,1248,452,4.61,2021-22
1627742,Brandon Ingram,NOP,228.8,3479,2231,2.87,2021-22
202688,Brandon Knight,DAL,10.8,140,64,4.73,2021-22
1630314,Brandon Williams,POR,109.4,1435,620,4.31,2021-22
1630296,Braxton Key,DET,9.5,347,183,0.86,2021-22
1630271,Brodric Thomas,BOS,6.1,91,39,3.74,2021-22
201572,Brook Lopez,MIL,7.9,317,231,0.39,2021-22
1628971,Bruce Brown,BKN,108.3,2684,1253,1.63,2021-22
1628981,Bruno Fernando,HOU,7.2,274,146,0.57,2021-22
1627854,Bryn Forbes,DEN,58.5,1689,1315,1.42,2021-22
1627741,Buddy Hield,IND,183.8,4336,2575,1.87,2021-22
1629604,CJ Elleby,POR,55.5,1417,818,1.53,2021-22
203468,CJ McCollum,NOP,309.1,4141,2103,3.92,2021-22
101139,CJ Miles,BOS,0.0,1,1,1.0,2021-22
1630595,Cade Cunningham,DET,366.9,4849,1922,3.9,2021-22
1628997,Caleb Martin,MIA,59.1,1596,972,1.28,2021-22
1629629,Cam Reddish,NYK,47.8,1139,823,1.62,2021-22
1630560,Cam Thomas,BKN,98.1,1688,809,2.85,2021-22
1629661,Cameron Johnson,PHX,61.7,2167,1303,1.01,2021-22
1630787,Cameron McGriff,POR,1.9,55,29,1.33,2021-22
1628419,Cameron Oliver,ATL,1.3,61,28,0.31,2021-22
1626166,Cameron Payne,PHX,260.9,2966,1017,4.47,2021-22
1627747,Caris LeVert,CLE,247.4,3645,2043,3.63,2021-22
1630637,Carlik Jones,DEN,3.7,42,17,4.72,2021-22
2546,Carmelo Anthony,LAL,73.8,2344,1556,0.68,2021-22
1629035,Carsen Edwards,DET,10.3,156,67,3.74,2021-22
1630199,Cassius Stanley,DET,6.3,170,101,1.59,2021-22
1630216,Cassius Winston,WAS,6.4,93,37,3.71,2021-22
