PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,TIME_OF_POSS,TOUCHES,FRONT_CT_TOUCHES,AVG_DRIB_PER_TOUCH,SEASON
201985,AJ Price,CLE,74.4,788,301,5.92,2014-15
201166,Aaron Brooks,CHI,392.1,4378,1750,5.82,2014-15
203932,Aaron Gordon,ORL,34.2,1054,592,1.17,2014-15
203940,Adreian Payne,MIN,36.3,1258,622,0.44,2014-15
201143,Al Horford,ATL,125.6,4423,3011,0.59,2014-15
2744,Al Jefferson,CHA,98.6,2586,2034,0.56,2014-15
202329,Al-Farouq Aminu,DAL,52.3,1894,1095,0.69,2014-15
101187,Alan Anderson,BKN,76.4,1880,1291,1.37,2014-15
202692,Alec Burks,UTA,84.6,1748,1231,2.31,2014-15
203945,Alex Kirk,CLE,0.6,19,15,1.11,2014-15
203458,Alex Len,PHX,48.5,2131,963,0.24,2014-15
203144,Alexey Shved,NYK,105.4,1715,980,3.13,2014-15
201582,Alexis Ajinca,NOP,42.2,1364,819,0.53,2014-15
203459,Allen Crabbe,POR,21.3,803,557,0.61,2014-15
202087,Alonzo Gee,POR,26.6,754,571,1.31,2014-15
2405,Amar'e Stoudemire,DAL,69.2,2045,1173,0.47,2014-15
101161,Amir Johnson,TOR,74.2,3236,1859,0.42,2014-15
2760,Anderson Varejao,CLE,24.8,1009,571,0.41,2014-15
203958,Andre Dawkins,MIA,0.7,21,18,0.52,2014-15
203083,Andre Drummond,DET,70.1,2584,1744,0.55,2014-15
2738,Andre Iguodala,GSW,170.8,3418,2118,2.03,2014-15
1889,Andre Miller,SAC,284.2,3147,1156,5.12,2014-15
203460,Andre Roberson,OKC,41.2,1446,1067,0.57,2014-15
200745,Andrea Bargnani,NYK,44.8,1394,1017,0.44,2014-15
1905,Andrei Kirilenko,BKN,1.4,43,25,0.6,2014-15
101106,Andrew Bogut,GSW,93.0,2848,1624,0.71,2014-15
203094,Andrew Nicholson,ORL,21.3,818,470,0.37,2014-15
203952,Andrew Wiggins,MIN,143.8,3536,2803,1.39,2014-15
203461,Anthony Bennett,MIN,41.7,1745,779,0.32,2014-15
203076,Anthony Davis,NOP,133.9,3973,2593,0.64,2014-15
201627,Anthony Morrow,OKC,51.9,1774,1481,0.8,2014-15
201229,Anthony Tolliver,DET,49.3,2251,1118,0.28,2014-15
203462,Archie Goodwin,PHX,64.9,1056,544,3.07,2014-15
202620,Arinze Onuaku,MIN,1.9,69,40,0.42,2014-15
203382,Aron Baynes,SAS,35.6,1465,911,0.33,2014-15
201167,Arron Afflalo,POR,126.1,2921,2175,1.86,2014-15
201948,Austin Daye,ATL,17.9,595,397,0.82,2014-15
203085,Austin Rivers,LAC,218.2,2573,1144,5.02,2014-15
202340,Avery Bradley,BOS,106.7,2979,2262,1.83,2014-15
2732,Ben Gordon,ORL,53.4,976,752,2.74,2014-15
203463,Ben McLemore,SAC,116.2,3273,2177,1.39,2014-15
