PLAYER_NAME,POS,AGE,TEAM,GP,MP,PG%,SG%,SF%,PF%,C%,ON-COURT,ON_OFF,BAD_PASS,LOST_BALL,FOUL_SHOOT,OFF_FOUL,FOUL_SHOOT_DRAWN,OFF_FOUL_DRAWN,PGA,AND1,BLKD
Chris Boucher,PF,30,TOR,76,1523,,5%,47%,45%,3%,-0.7,-3.0,7,17,95,8,75,18,65,19,35
James Bouknight,SG,22,CHO,34,515,9%,89%,3%,,,-7.9,-2.4,8,12,26,3,14,4,101,2,13
Jamaree Bouyea,PG,23,TOT,5,71,100%,,,,,-13.6,-13.6,0,2,2,1,1,0,8,0,1
Jamaree Bouyea,PG,23,MIA,4,65,100%,,,,,-18.3,-18.3,0,2,2,1,1,0,8,0,1
Jamaree Bouyea,PG,23,WAS,1,6,100%,,,,,36.4,37.7,0,0,0,0,0,0,0,0,0
Tony Bradley,C,25,CHI,12,33,,,,,100%,13.3,11.8,0,0,1,1,0,0,2,0,0
Malaki Branham,SG,19,SAS,66,1550,55%,41%,4%,,,-10.6,-0.8,46,16,76,2,35,6,288,8,40
Jarrell Brantley,PF,26,UTA,4,39,,13%,54%,33%,,17.8,19.1,1,1,2,0,1,0,7,0,0
Christian Braun,SG,21,DEN,76,1181,14%,58%,27%,1%,,-3.2,-9.2,9,8,51,5,31,4,145,10,25
Mikal Bridges,SF-SG,26,TOT,83,2963,1%,38%,51%,10%,,0.8,-1.5,73,37,92,6,159,28,662,43,54
Mikal Bridges,SF,26,PHO,56,2040,,19%,66%,15%,,0.9,-2.0,46,21,65,5,82,24,490,23,35
Mikal Bridges,SG,26,BRK,27,923,2%,80%,17%,1%,,0.8,-0.6,27,16,27,1,77,4,172,20,19
Oshae Brissett,PF,24,IND,65,1083,,1%,5%,92%,3%,0.1,4.8,13,8,41,7,65,6,109,7,22
Malcolm Brogdon,PG,30,BOS,67,1744,52%,47%,1%,,,5.1,-2.7,42,34,52,7,82,18,616,17,51
,,,,,,,,,,,,,,,,,,,,,
Dillon Brooks,SF,27,MEM,73,2214,,20%,75%,5%,,4.4,1.7,43,27,104,15,70,23,451,18,38
Bruce Brown,SF,26,DEN,80,2280,,32%,64%,3%,,0.9,-5.6,56,38,108,12,79,11,631,25,38
Greg Brown III,PF,21,POR,16,93,,,25%,67%,8%,-2.5,1.2,2,1,6,0,6,0,7,2,4
Jaylen Brown,SF,26,BOS,67,2405,,39%,58%,3%,,5.1,-3.8,61,68,71,30,176,9,599,48,77
Kendall Brown,SG,19,IND,6,40,,54%,46%,,,6.4,9.9,0,0,3,0,1,0,8,0,1
Moses Brown,C,23,TOT,36,294,,,,,100%,3.8,3.5,2,3,21,5,29,1,9,8,11
Moses Brown,C,23,LAC,34,288,,,,,100%,4.8,4.5,2,3,20,5,29,1,9,8,11
Moses Brown,C,23,BRK,2,6,,,,,100%,-43.3,-44.6,0,0,1,0,0,0,0,0,0
Sterling Brown,SF,27,LAL,4,24,,,65%,35%,,-3.0,-3.6,0,0,3,0,0,0,4,0,1
Troy Brown Jr.,SF,23,LAL,76,1860,,2%,70%,28%,,-0.9,-2.7,27,10,65,5,18,12,226,5,30
Jalen Brunson,PG,26,NYK,68,2379,100%,,,,,2.4,-1.9,75,39,70,18,169,77,1036,50,51
Thomas Bryant,C,25,TOT,59,1081,,,,3%,97%,-4.2,-6.1,13,7,68,11,65,3,77,18,33
Thomas Bryant,C,25,LAL,41,876,,,,4%,96%,-2.2,-3.6,10,6,54,8,59,3,73,16,28
Thomas Bryant,C,25,DEN,18,205,,,,,100%,-12.8,-17.0,3,1,14,3,6,0,4,2,5
Reggie Bullock,SF,31,DAL,78,2364,,2%,45%,51%,2%,-1.7,-4.7,22,1,86,8,3,7,272,1,9
Alec Burks,SG,31,DET,51,1122,2%,84%,13%,1%,,-1.0,10.6,24,16,55,7,73,18,270,16,14
Deonte Burton,PF,29,SAC,2,6,,,12%,88%,,35.7,33.5,0,0,0,0,0,1,0,0,1
Jared Butler,PG,22,OKC,6,77,1%,99%,,,,-1.3,-2.5,4,1,4,0,0,1,20,0,4
Jimmy Butler,PF,33,MIA,64,2138,,,15%,83%,3%,1.4,3.5,55,25,32,10,248,12,835,61,53
John Butler,C,20,POR,19,221,,,,,100%,-15.7,-12.7,1,0,18,0,3,0,25,2,2
Jamal Cain,PF,23,MIA,18,240,,14%,48%,38%,,7.3,8.0,2,2,8,2,13,1,32,4,2
Kentavious Caldwell-Pope,SG,29,DEN,76,2381,24%,74%,2%,,,9.6,16.3,54,20,72,5,49,45,433,11,9
Facundo Campazzo,PG,31,DAL,8,52,100%,,,,,10.7,10.6,2,0,1,0,0,1,23,0,1
Vlatko Čančar,PF,25,DEN,60,889,,,1%,90%,9%,-3.9,-9.3,16,12,47,6,22,7,193,7,9
,,,,,,,,,,,,,,,,,,,,,
Clint Capela,C,28,ATL,65,1730,,,,,100%,-0.5,-1.7,17,10,71,15,69,18,137,17,26
Vernon Carey Jr.,C,21,WAS,11,28,,,,,100%,-19.0,-17.8,1,0,5,0,1,0,7,0,1
Jevon Carter,PG,27,MIL,81,1810,99%,1%,,,,3.4,-0.3,44,18,75,1,10,6,492,2,16
Wendell Carter Jr.,C,23,ORL,57,1690,,,,6%,94%,-1.5,2.3,35,28,82,30,78,4,301,17,18
Michael Carter-Williams,PG,31,ORL,4,44,95%,5%,,,,-31.4,-28.9,3,0,4,1,4,0,16,1,2
Alex Caruso,PG,28,CHI,67,1575,61%,39%,,,,6.0,7.2,51,18,82,3,34,47,449,7,15
Julian Champagnie,SF,21,TOT,17,320,1%,16%,60%,24%,,-10.1,-0.3,4,5,19,1,9,1,24,5,5
Julian Champagnie,SF,21,PHI,2,7,,,5%,95%,,-23.6,-28.4,0,0,0,0,0,0,0,0,0
Julian Champagnie,SF,21,SAS,15,313,1%,16%,61%,22%,,-9.8,0.3,4,5,19,1,9,1,24,5,5
Justin Champagnie,SF,21,TOT,5,34,,29%,57%,13%,,-8.2,-13.1,0,0,1,0,0,1,9,0,2
Justin Champagnie,SF,21,TOR,3,11,,,59%,42%,,-10.0,-11.2,0,0,0,0,0,1,3,0,0
Justin Champagnie,SF,21,BOS,2,23,,43%,57%,,,-7.4,-14.1,0,0,1,0,0,0,6,0,2
Kennedy Chandler,PG,20,MEM,36,281,100%,,,,,-7.8,-12.3,7,8,6,0,6,2,128,2,11
Max Christie,SG,19,LAL,41,512,,26%,68%,6%,,-8.5,-10.4,8,1,26,1,7,1,50,0,6
Josh Christopher,SG,21,HOU,64,786,5%,81%,14%,,,-15.0,-8.3,28,22,35,6,28,2,173,7,20
Brandon Clarke,PF,26,MEM,56,1090,,,9%,82%,9%,0.3,-4.6,12,10,72,22,71,3,171,25,18
Jordan Clarkson,SG,30,UTA,61,1988,13%,56%,30%,2%,,0.2,2.6,97,49,52,11,99,6,662,25,52
Nic Claxton,C,23,BRK,76,2271,,,,,100%,5.2,9.1,21,21,105,31,119,14,350,35,29
Amir Coffey,SF,25,LAC,50,625,1%,7%,74%,18%,1%,-8.8,-11.3,11,7,32,2,29,7,127,5,16
John Collins,PF,25,ATL,71,2130,,,,92%,8%,-0.3,-1.6,24,28,150,18,91,20,214,21,46
Zach Collins,C,25,SAS,63,1441,,,,2%,99%,-8.1,3.1,54,23,118,40,59,13,411,16,35
Chance Comanche,C,26,POR,1,21,,,,64%,36%,-65.1,-61.7,0,0,0,0,0,0,0,0,0
Mike Conley,PG,35,TOT,67,2029,99%,1%,,,,0.8,2.1,76,19,75,3,61,43,1090,15,14
Mike Conley,PG,35,UTA,43,1276,100%,,,,,0.8,2.7,56,10,48,3,36,27,807,9,8
Mike Conley,PG,35,MIN,24,753,97%,3%,,,,0.7,1.1,20,9,27,0,25,16,283,6,6
Pat Connaughton,SF,30,MIL,61,1443,1%,26%,67%,6%,,4.9,2.0,20,6,51,6,18,9,184,5,14
,,,,,,,,,,,,,,,,,,,,,
Xavier Cooks,PF,27,WAS,10,126,,,9%,91%,,4.7,6.1,1,5,7,1,3,1,15,0,3
Robert Covington,PF,32,LAC,48,779,,,21%,73%,6%,-0.2,-1.1,23,3,56,1,18,5,137,2,9
Torrey Craig,PF,32,PHO,79,1948,,,20%,79%,1%,-3.2,-9.9,37,17,102,12,21,14,287,5,23
Jae Crowder,PF,32,MIL,18,340,,1%,35%,59%,5%,0.5,-3.4,1,2,16,4,5,2,64,1,2
Jarrett Culver,SF,23,ATL,10,137,,17%,37%,47%,,-6.3,-7.0,2,2,9,1,7,3,15,1,4
Cade Cunningham,PG,21,DET,12,400,73%,26%,1%,,,-7.5,1.1,21,11,16,5,18,2,176,3,23
Seth Curry,SG,32,BRK,61,1211,35%,49%,17%,,,-3.9,-7.4,24,9,33,7,17,12,244,8,14
Stephen Curry,PG,34,GSW,56,1941,100%,,,,,5.8,8.0,111,26,49,12,114,20,838,37,41
Dyson Daniels,PG,19,NOP,59,1042,50%,40%,11%,,,0.5,-2.3,38,10,59,6,13,6,314,6,10
Anthony Davis,C,29,LAL,56,1904,,,,,100%,4.7,7.8,39,42,85,25,198,5,357,49,58
Johnny Davis,SG,20,WAS,28,423,1%,55%,43%,1%,,-6.9,-6.2,5,8,24,2,14,2,67,4,9
Terence Davis,SG,25,SAC,64,841,3%,47%,48%,1%,,3.4,1.4,29,11,50,7,21,4,153,4,13
JD Davison,SG,20,BOS,12,66,26%,74%,,,,-4.6,-11.4,3,1,2,0,1,1,25,0,1
Darius Days,SF,23,HOU,4,25,,7%,93%,,,4.1,12.5,0,0,2,0,1,0,3,0,1
Dewayne Dedmon,C,33,TOT,38,426,,,,,100%,-10.3,-11.8,4,4,41,11,23,3,62,7,16
Dewayne Dedmon,C,33,MIA,30,350,,,,,100%,-9.9,-10.7,3,4,33,7,20,3,37,6,14
Dewayne Dedmon,C,33,PHI,8,76,,,,,100%,-11.9,-17.0,1,0,8,4,3,0,25,1,2
Matthew Dellavedova,PG,32,SAC,32,213,94%,6%,,,,-8.2,-11.1,7,1,7,2,2,7,98,1,1
DeMar DeRozan,SF,33,CHI,74,2682,,,68%,32%,,1.5,-0.5,74,45,104,14,270,32,923,78,62
Moussa Diabaté,C,21,LAC,22,195,,,3%,21%,76%,-9.6,-10.8,2,2,4,3,9,1,8,4,6
Mamadi Diakite,C,26,CLE,22,176,,,,17%,83%,0.6,-5.3,3,2,16,3,1,1,19,0,3
Hamidou Diallo,SF,24,DET,56,996,,26%,63%,11%,,-0.4,10.9,26,13,41,17,76,15,133,19,19
,,,,,,,,,,,,,,,,,,,,,
Gorgui Dieng,C,33,SAS,31,358,,,,29%,71%,-21.3,-12.4,17,4,37,3,5,6,126,1,5
Ousmane Dieng,PF,19,OKC,39,569,,,8%,71%,20%,3.9,3.2,10,8,26,2,12,0,107,3,8
Spencer Dinwiddie,SG-PG,29,TOT,79,2725,36%,54%,9%,1%,,0.4,-0.9,85,26,84,19,161,21,1287,38,62
Spencer Dinwiddie,SG,29,DAL,53,1808,5%,81%,13%,1%,,-1.6,-3.4,52,14,56,14,101,13,703,21,45
Spencer Dinwiddie,PG,29,BRK,26,917,98%,2%,,,,4.3,4.0,33,12,28,5,60,8,584,17,17
Donte DiVincenzo,SG,26,GSW,72,1894,10%,79%,10%,,,3.2,2.6,71,17,52,11,27,34,612,7,16
Luka Dončić,PG,23,DAL,66,2391,96%,4%,,,,2.2,4.9,141,64,73,12,308,10,1316,74,44
Tyler Dorsey,SF,26,DAL,3,8,,,,100%,,7.1,6.9,0,0,0,0,0,0,0,0,0
Luguentz Dort,SF,23,OKC,74,2272,,17%,61%,21%,1%,1.0,-0.4,31,30,111,14,120,93,365,23,53
Ayo Dosunmu,SG,23,CHI,80,2098,2%,60%,36%,2%,,-1.2,-6.0,43,28,85,8,43,9,481,10,49
Devon Dotson,PG,23,WAS,6,53,95%,5%,,,,-1.8,-0.6,3,0,3,0,0,0,20,0,2
Jeff Dowtin,PG,25,TOR,25,259,56%,44%,,,,2.0,0.9,3,0,9,0,4,3,70,2,3
PJ Dozier,SF,26,SAC,16,79,7%,34%,54%,6%,,-14.0,-16.6,5,0,4,0,0,4,23,0,1
Goran Dragić,PG,36,TOT,58,870,94%,5%,1%,,,0.0,-1.8,37,10,25,3,23,7,344,5,15
Goran Dragić,PG,36,CHI,51,787,100%,,,,,1.6,0.0,32,8,24,3,21,6,314,5,13
Goran Dragić,PG,36,MIL,7,83,40%,51%,9%,,,-15.0,-19.0,5,2,1,0,2,1,30,0,2
Andre Drummond,C,29,CHI,67,849,,,,,100%,3.2,2.1,21,17,58,23,65,4,75,14,27
Chris Duarte,SF,25,IND,46,897,1%,5%,72%,23%,,-5.6,-2.8,19,10,39,5,32,8,151,7,19
David Duke Jr.,SG,23,BRK,23,228,,25%,62%,13%,,-7.0,-8.8,10,2,11,4,10,3,55,3,10
Kris Dunn,PG,28,UTA,22,568,97%,3%,,,,-5.1,-4.7,21,7,33,3,30,1,300,9,16
Kevin Durant,PF,34,TOT,47,1672,,,,70%,30%,7.8,9.1,91,43,51,13,139,7,554,48,25
Kevin Durant,PF,34,BRK,39,1403,,,,65%,35%,6.7,8.5,78,39,48,11,120,6,490,44,21
Kevin Durant,PF,34,PHO,8,269,,,2%,94%,4%,13.6,12.6,13,4,3,2,19,1,64,4,4
Jalen Duren,C,19,DET,67,1670,,,,9%,91%,-8.4,0.1,33,16,97,31,77,2,174,17,35
Tari Eason,PF,21,HOU,82,1767,,,22%,77%,1%,-4.0,7.9,39,28,99,15,81,3,213,21,67
Anthony Edwards,SG,21,MIN,79,2842,2%,68%,28%,2%,,1.0,4.0,127,88,72,22,206,5,861,64,59
,,,,,,,,,,,,,,,,,,,,,
Kessler Edwards,SF,22,TOT,36,385,,18%,66%,15%,,1.7,-0.4,6,4,23,2,3,4,60,0,5
Kessler Edwards,SF,22,BRK,14,79,,,37%,62%,1%,-1.9,-3.2,4,0,2,0,1,0,4,0,1
Kessler Edwards,SF,22,SAC,22,306,,23%,74%,3%,,2.6,0.3,2,4,21,2,2,4,56,0,4
Keon Ellis,SG,23,SAC,16,71,3%,65%,32%,,,-16.8,-19.5,1,0,8,0,2,0,14,0,0
Joel Embiid,C,28,PHI,66,2284,,,,,100%,9.1,10.2,75,91,111,33,362,3,702,77,91
Drew Eubanks,C,25,POR,78,1584,,,,3%,97%,-3.0,1.1,26,13,111,20,51,12,262,12,9
Bruno Fernando,C,24,TOT,39,405,,,,,100%,-8.3,-1.0,7,5,36,10,23,1,77,4,14
Bruno Fernando,C,24,HOU,31,364,,,,,100%,-8.9,-0.6,5,4,33,8,19,1,74,2,14
Bruno Fernando,C,24,ATL,8,41,,,,,100%,-3.6,-4.0,2,1,3,2,4,0,3,2,0
Dorian Finney-Smith,PF,29,TOT,66,2009,,,27%,63%,10%,0.4,-0.2,33,10,81,9,27,4,250,9,20
Dorian Finney-Smith,PF,29,DAL,40,1288,,,13%,78%,9%,0.8,0.8,18,6,38,7,17,3,152,6,9
Dorian Finney-Smith,PF,29,BRK,26,721,,,52%,37%,12%,-0.3,-1.9,15,4,43,2,10,1,98,3,11
Malachi Flynn,PG,24,TOR,53,691,100%,,,,,-2.7,-4.7,13,8,34,3,13,5,161,4,9
Simone Fontecchio,SF,27,UTA,52,766,,13%,58%,29%,,-13.2,-15.1,17,10,29,4,19,2,103,3,16
Bryn Forbes,SG,29,MIN,25,268,56%,44%,,,,-7.7,-8.1,4,3,11,0,8,1,42,2,5
Trent Forrest,SG,24,ATL,23,277,29%,66%,6%,,,-8.4,-9.5,12,2,12,0,2,1,92,1,7
Michael Foster Jr.,PF,20,PHI,1,1,,,,,100%,-200.0,-204.8,0,0,0,0,0,0,0,0,0
Evan Fournier,SG,30,NYK,27,459,,5%,95%,,,-4.7,-8.9,11,7,19,3,5,3,88,0,4
De'Aaron Fox,PG,25,SAC,73,2435,100%,,,,,2.6,0.9,90,71,80,7,210,34,1103,52,53
Markelle Fultz,PG,24,ORL,60,1778,75%,25%,,,,-4.2,-2.5,73,33,60,19,56,7,835,19,40
Wenyen Gabriel,C,25,LAL,68,1024,,,,22%,78%,0.5,-0.1,11,8,86,21,41,4,91,16,18
Daniel Gafford,C,24,WAS,78,1604,,,,32%,68%,-2.1,-1.4,21,24,120,32,97,7,201,36,28
Darius Garland,PG,23,CLE,69,2447,97%,3%,,,,7.9,5.9,96,56,59,11,124,43,1214,25,54
Usman Garuba,C,20,HOU,75,970,,,,7%,93%,-11.1,-3.8,15,6,71,15,17,5,152,5,19
Luka Garza,C,24,MIN,28,243,,,,,100%,1.3,1.6,1,4,21,7,22,3,43,5,8
Rudy Gay,PF,36,UTA,56,816,,,23%,57%,20%,3.1,5.3,17,9,38,3,22,2,140,3,2
,,,,,,,,,,,,,,,,,,,,,
Paul George,SF,32,LAC,56,1939,,5%,69%,26%,1%,3.6,5.9,98,47,80,18,115,16,714,23,37
Taj Gibson,C,37,WAS,49,480,,,,18%,82%,-1.6,-0.4,7,5,39,8,17,5,82,4,8
Josh Giddey,PF,20,OKC,76,2367,,1%,17%,67%,15%,-2.7,-9.5,127,57,85,12,81,1,1119,31,83
Shai Gilgeous-Alexander,PG,24,OKC,68,2416,84%,17%,,,,3.1,4.9,84,64,78,30,322,15,942,57,97
Anthony Gill,PF,30,WAS,59,624,,,30%,66%,5%,0.2,1.8,8,3,44,2,30,8,81,8,10
Jacob Gilyard,PG,24,MEM,1,41,100%,,,,,-12.6,-16.3,2,0,2,0,0,0,17,0,0
Rudy Gobert,C,30,MIN,70,2148,,,,,100%,-0.3,-0.3,27,40,108,35,165,4,213,45,40
Jordan Goodwin,PG,24,WAS,62,1106,87%,13%,,,,-4.7,-4.8,34,12,48,2,34,12,399,9,27
Aaron Gordon,PF,27,DEN,68,2055,,,4%,88%,8%,12.1,18.4,39,29,83,16,149,10,474,31,65
Eric Gordon,SG,34,TOT,69,1965,18%,49%,33%,,,-5.3,0.9,56,24,47,8,72,8,429,20,31
Eric Gordon,SG,34,HOU,47,1418,11%,44%,45%,,,-7.1,1.8,46,19,25,5,55,6,320,14,24
Eric Gordon,SG,34,LAC,22,547,36%,62%,2%,,,-0.7,-1.6,10,5,22,3,17,2,109,6,7
Devonte' Graham,PG,27,TOT,73,1338,62%,38%,,,,-6.3,-4.2,32,13,43,5,50,13,446,8,12
Devonte' Graham,PG,27,NOP,53,811,54%,46%,,,,1.2,-1.1,17,4,26,3,25,5,265,4,7
Devonte' Graham,PG,27,SAS,20,527,75%,25%,,,,-17.8,-8.9,15,9,17,2,25,8,181,4,5
Jerami Grant,PF,28,POR,63,2246,,,4%,94%,2%,-0.9,6.4,37,40,78,25,163,25,371,39,54
RaiQuan Gray,PF,23,BRK,1,35,,,,35%,65%,-19.4,-20.9,2,1,3,0,1,0,16,0,0
A.J. Green,SG,23,MIL,35,345,17%,55%,28%,1%,,-4.4,-8.8,2,5,21,0,1,2,57,0,1
Danny Green,SG,35,TOT,11,138,,56%,39%,5%,,-6.4,-11.7,6,1,10,2,1,1,16,1,1
Danny Green,SG,35,MEM,3,43,,66%,34%,,,-4.7,-8.4,2,0,4,1,0,1,6,0,0
Danny Green,SG,35,CLE,8,95,,52%,41%,7%,,-7.2,-13.2,4,1,6,1,1,0,10,1,1
Draymond Green,PF,32,GSW,73,2297,,,1%,74%,25%,7.3,13.1,144,19,113,29,47,30,1218,13,20
