PLAYER_NAME,POS,AGE,TEAM,GP,MP,PG%,SG%,SF%,PF%,C%,ON-COURT,ON_OFF,BAD_PASS,LOST_BALL,FOUL_SHOOT,OFF_FOUL,FOUL_SHOOT_DRAWN,OFF_FOUL_DRAWN,PGA,AND1,BLKD
Danny Granger,SF,30,IND,29,653,,,96%,4%,,8.2,4.2,16,10,23,3,23,3,77,6,15
Danny Granger,SF,30,LAC,12,194,,,90%,10%,,-7.2,-15.0,6,3,10,1,5,1,20,1,2
Aaron Gray,C,29,TOT,37,355,,,,,100%,-11.4,-9.3,9,2,24,15,7,1,48,0,10
Aaron Gray,C,29,TOR,4,20,,,,,100%,-10.7,-14.4,0,0,1,3,1,0,7,0,0
Aaron Gray,C,29,SAC,33,335,,,,,100%,-11.4,-9.0,9,2,23,12,6,1,41,0,10
Danny Green,SG,26,SAS,68,1651,1%,71%,29%,,,9.9,2.9,44,18,62,7,25,7,225,10,12
Draymond Green,SF,23,GSW,82,1797,,7%,62%,31%,1%,4.9,-0.1,46,12,98,26,46,19,358,3,25
Gerald Green,SG,28,PHO,82,2330,,78%,22%,,,-0.1,-6.3,61,44,109,12,80,7,289,8,21
Jeff Green,SF,27,BOS,82,2805,,,94%,6%,,-6.7,-5.7,53,50,82,36,165,14,318,37,49
Willie Green,SG,32,LAC,55,869,21%,76%,3%,,,5.1,-2.6,17,8,43,3,14,5,125,0,7
,,,,,,,,,,,,,,,,,,,,,
Blake Griffin,PF,24,LAC,80,2863,,,,91%,9%,9.3,8.3,77,65,123,46,280,24,710,70,68
Jorge Gutiérrez,PG,25,BRK,15,244,100%,,,,,-6.1,-5.7,6,3,12,1,2,2,70,0,5
Jordan Hamilton,SF,23,TOT,60,1019,,28%,69%,4%,,-4.8,-5.8,19,14,37,4,25,2,125,5,12
Jordan Hamilton,SF,23,DEN,39,670,,27%,71%,2%,,-7.1,-5.9,12,9,18,1,16,2,83,5,11
Jordan Hamilton,SF,23,HOU,21,349,,28%,65%,8%,,-0.3,-5.6,7,5,19,3,9,0,42,0,1
Justin Hamilton,C,23,TOT,8,72,,,,,100%,-14.5,-19.9,1,3,6,0,2,1,0,1,1
Justin Hamilton,C,23,CHA,1,4,,,,,100%,-11.1,-10.9,1,0,0,0,0,0,0,0,0
Justin Hamilton,C,23,MIA,7,68,,,,,100%,-14.7,-20.4,0,3,6,0,2,1,0,1,1
Tyler Hansbrough,PF,28,TOR,64,978,,,,24%,76%,0.4,-4.4,8,15,46,13,83,8,44,15,17
Tim Hardaway Jr.,SG,21,NYK,81,1875,2%,88%,11%,,,-6.0,-9.6,16,15,71,5,61,6,155,19,25
James Harden,SG,24,HOU,73,2777,1%,91%,7%,,,7.1,7.6,135,79,55,32,275,13,1040,43,61
Maurice Harkless,SF,20,ORL,80,1950,,1%,86%,13%,,-7.8,-3.9,30,21,74,14,74,11,179,14,44
Josh Harrellson,C,24,DET,32,317,,,,23%,77%,0.1,4.5,6,1,29,3,4,2,33,1,3
Al Harrington,PF,33,WAS,34,511,,,,94%,6%,4.0,3.1,10,7,34,8,20,8,64,5,10
Devin Harris,PG,30,DAL,40,818,92%,8%,,,,10.6,10.3,34,15,34,7,57,12,418,14,15
Elias Harris,SF,24,LAL,2,11,,,34%,66%,,-13.8,-7.7,0,0,0,0,0,1,2,0,0
Manny Harris,SG,24,LAL,9,180,43%,51%,6%,,,-11.0,-5.1,4,2,7,1,9,0,28,6,6
Mike Harris,PF,30,UTA,20,225,,,24%,75%,1%,2.7,11.3,3,3,8,4,10,2,13,0,4
Tobias Harris,PF,21,ORL,61,1850,,,26%,74%,,-6.7,-1.6,17,40,68,19,117,4,191,34,54
Udonis Haslem,PF,33,MIA,46,653,,,48%,30%,22%,-3.8,-10.9,9,5,43,5,21,2,32,6,10
Spencer Hawes,C,25,TOT,80,2470,,,,,100%,-10.0,-2.5,92,35,156,25,72,4,522,14,55
Spencer Hawes,C,25,PHI,53,1666,,,,,100%,-12.0,-2.2,60,22,111,18,46,4,383,11,39
Spencer Hawes,C,25,CLE,27,804,,,,,100%,-5.9,-3.1,32,13,45,7,26,0,139,3,16
Chuck Hayes,C,30,TOT,61,754,,,,17%,84%,5.6,4.0,12,9,57,7,12,2,83,5,16
Chuck Hayes,C,30,SAC,16,179,,,,7%,93%,1.4,4.8,5,1,10,1,3,1,14,1,7
Chuck Hayes,C,30,TOR,45,575,,,,20%,80%,6.9,3.7,7,8,47,6,9,1,69,4,9
Gordon Hayward,SF,23,UTA,77,2800,,58%,41%,1%,,-7.9,0.2,112,54,68,23,144,20,932,37,54
Gerald Henderson,SG,26,CHA,77,2461,,88%,12%,,,-1.4,-3.1,42,31,56,22,127,27,446,17,38
,,,,,,,,,,,,,,,,,,,,,
Xavier Henry,SF,22,LAL,43,908,,15%,82%,3%,,-1.9,5.4,19,22,32,13,88,10,115,16,30
John Henson,PF,23,MIL,70,1856,,,2%,68%,30%,-12.2,-6.1,37,34,107,15,79,7,263,13,35
Roy Hibbert,C,27,IND,81,2409,,,,,100%,7.4,6.8,30,48,153,48,107,5,206,26,47
J.J. Hickson,PF,25,DEN,69,1859,,,,18%,82%,-5.3,-5.9,34,33,67,30,144,8,229,29,63
Nenê,PF,31,WAS,53,1560,,,,73%,27%,3.3,3.2,46,31,82,18,118,19,341,26,31
George Hill,PG,27,IND,76,2434,96%,4%,,,,6.3,4.2,59,15,78,10,56,32,585,14,33
Jordan Hill,PF,26,LAL,72,1500,,,6%,73%,21%,-9.6,-5.6,19,30,110,13,93,2,138,24,31
Solomon Hill,SF,22,IND,28,226,,27%,71%,2%,,3.6,-1.2,6,3,10,1,3,2,30,0,2
Kirk Hinrich,PG,33,CHI,73,2116,73%,27%,,,,3.5,2.9,70,28,92,10,38,31,642,5,32
Jrue Holiday,PG,23,NOP,34,1143,94%,6%,,,,1.4,5.6,57,30,29,6,28,6,604,6,29
Ryan Hollins,PF,29,LAC,61,482,,,,16%,84%,5.6,-1.7,6,4,44,11,25,5,18,6,8
Scotty Hopson,SG,24,CLE,2,7,,100%,,,,-21.4,-18.0,0,0,0,0,1,0,2,0,1
Al Horford,C,27,ATL,29,958,,,,12%,88%,3.2,4.7,27,12,29,12,36,2,181,5,14
Dwight Howard,C,28,HOU,71,2396,,,,4%,96%,6.9,5.0,54,68,110,54,227,1,310,47,81
Robbie Hummel,SF,24,MIN,53,655,,8%,73%,20%,,3.6,1.3,6,3,38,1,5,5,52,0,6
Kris Humphries,PF,28,BOS,69,1376,,,,58%,42%,-6.3,-1.8,25,12,60,13,63,5,158,7,23
Serge Ibaka,PF,24,OKC,81,2666,,,6%,75%,19%,7.3,1.5,28,37,123,16,95,8,204,19,33
Andre Iguodala,SF,30,GSW,63,2040,1%,20%,79%,1%,,13.8,18.0,53,22,55,7,53,13,626,10,21
Ersan İlyasova,PF,26,MIL,55,1478,,,,74%,26%,-9.3,-0.5,31,11,63,9,55,26,168,6,29
Kyrie Irving,PG,21,CLE,71,2496,100%,,,,,-5.1,-4.3,96,60,70,12,128,8,965,36,57
,,,,,,,,,,,,,,,,,,,,,
Royal Ivey,SG,32,OKC,2,5,100%,,,,,-25.0,-31.8,0,0,1,0,0,0,0,0,0
Jarrett Jack,PG,30,CLE,80,2252,50%,50%,,,,-5.5,-4.6,79,32,67,6,51,8,749,10,34
Reggie Jackson,PG,23,OKC,80,2277,100%,,,,,7.7,2.0,90,49,51,19,66,9,755,12,57
Stephen Jackson,SF,35,LAC,9,107,,,38%,53%,9%,10.4,3.4,3,1,2,0,0,2,12,0,0
Bernard James,C,28,DAL,30,146,,,,,100%,-1.4,-3.9,0,6,9,2,8,1,8,5,4
Damion James,SF,26,SAS,5,50,,33%,57%,10%,,7.6,-0.6,1,0,1,0,1,1,6,0,0
LeBron James,PF,29,MIA,77,2902,,,12%,83%,5%,7.2,7.0,152,69,36,26,252,6,1156,74,42
Mike James,PG,38,CHI,11,77,100%,,,,,-8.4,-10.7,4,1,6,0,1,2,36,0,2
Antawn Jamison,PF,37,LAC,22,248,,,,99%,1%,11.6,4.8,2,1,18,1,11,1,18,2,3
Othyus Jeffers,SG,28,TOT,6,47,23%,68%,10%,,,34.4,28.0,0,0,0,1,2,0,2,0,0
Othyus Jeffers,SG,28,SAS,4,34,,87%,13%,,,36.2,28.2,0,0,0,0,1,0,2,0,0
Othyus Jeffers,SG,28,MIN,2,13,82%,19%,,,,29.9,27.4,0,0,0,1,1,0,0,0,0
Al Jefferson,C,29,CHA,73,2553,,,,,100%,0.4,1.7,32,47,120,10,144,10,360,39,74
Richard Jefferson,SF,33,UTA,82,2213,,,97%,3%,,-9.7,-4.0,45,23,87,14,80,11,294,16,31
John Jenkins,SG,22,ATL,13,158,,83%,17%,,,-6.3,-6.3,5,3,2,2,3,0,27,2,4
Brandon Jennings,PG,24,DET,80,2728,100%,,,,,-3.8,0.8,130,65,59,8,114,9,1322,21,44
Jonas Jerebko,PF,26,DET,64,741,,,9%,79%,12%,-6.5,-3.0,18,13,44,3,26,2,89,7,8
Amir Johnson,PF,26,TOR,77,2214,,,2%,85%,14%,4.7,2.3,45,28,113,33,68,13,259,21,37
Chris Johnson,SF,23,BOS,40,789,2%,56%,42%,,,-0.5,5.7,7,7,28,2,18,3,72,2,14
James Johnson,SF,26,MEM,52,956,,7%,76%,18%,,7.0,6.5,28,24,53,8,43,2,242,6,21
Joe Johnson,SG,32,BRK,79,2575,1%,61%,38%,1%,,0.7,3.9,62,30,47,17,65,2,515,17,17
Orlando Johnson,SG,24,TOT,45,392,,92%,9%,,,-3.5,-7.6,5,3,10,2,13,1,51,2,14
Orlando Johnson,SG,24,IND,38,342,,94%,6%,,,-0.6,-5.8,4,3,8,2,11,1,41,2,12
Orlando Johnson,SG,24,SAC,7,50,,77%,23%,,,-22.9,-20.0,1,0,2,0,2,0,10,0,2
,,,,,,,,,,,,,,,,,,,,,
Wesley Johnson,SF,26,LAL,79,2240,,3%,64%,33%,,-7.8,-4.1,57,16,123,5,35,5,283,9,23
Darius Johnson-Odom,SG,24,PHI,3,15,59%,39%,2%,,,-14.6,-3.9,1,1,0,0,1,0,2,0,0
James Jones,SF,33,MIA,20,236,,56%,44%,,,19.1,14.6,1,1,1,0,2,0,21,0,2
Perry Jones,PF,22,OKC,62,764,,,2%,58%,41%,5.5,-1.6,6,9,30,3,21,2,59,2,8
Solomon Jones,PF,29,ORL,11,85,,,,66%,35%,-11.4,-5.8,0,0,5,1,1,1,4,0,1
Terrence Jones,PF,22,HOU,76,2078,,,,90%,9%,3.4,-3.1,26,28,67,6,103,5,208,31,64
DeAndre Jordan,C,25,LAC,82,2870,,,,1%,99%,9.0,6.8,35,27,167,29,113,7,166,29,31
Cory Joseph,SG,22,SAS,68,936,51%,49%,,,,1.2,-9.1,22,8,47,7,41,9,262,7,18
Chris Kaman,C,31,LAL,39,736,,,,2%,98%,-4.1,2.4,24,30,60,11,29,1,139,6,18
Sergey Karasev,SF,20,CLE,22,156,,11%,82%,7%,,-15.7,-12.7,10,0,10,1,1,3,12,0,1
Ryan Kelly,PF,22,LAL,59,1312,,,1%,80%,20%,-3.4,4.1,18,12,93,8,60,15,237,15,23
Michael Kidd-Gilchrist,SF,20,CHA,62,1502,,9%,91%,,,1.1,2.0,16,21,74,9,87,17,115,18,38
Andrei Kirilenko,PF,32,BRK,45,857,,,7%,91%,2%,-2.5,-2.3,35,7,31,4,52,6,156,9,17
Brandon Knight,PG,22,MIL,72,2400,89%,11%,,,,-9.4,-1.2,104,58,51,15,124,24,802,24,59
Kyle Korver,SG,32,ATL,71,2408,,68%,31%,,,3.0,8.5,59,26,87,9,21,5,467,11,13
Kosta Koufos,C,24,MEM,80,1349,,,,,100%,2.6,0.8,16,19,94,18,47,2,85,10,34
Viacheslav Kravtsov,C,26,PHO,20,59,,,,,100%,-34.1,-37.2,1,2,5,1,2,0,3,0,3
Ognjen Kuzmić,C,23,GSW,21,92,,,,,100%,-28.8,-34.6,5,1,8,2,3,0,6,0,1
Doron Lamb,SG,22,ORL,53,695,,44%,56%,1%,,-0.9,6.0,12,3,29,2,10,2,103,1,6
Jeremy Lamb,SG,21,OKC,78,1538,4%,67%,29%,,,7.9,1.8,26,25,81,2,31,10,265,8,19
,,,,,,,,,,,,,,,,,,,,,
Carl Landry,PF,30,SAC,18,233,,,,41%,59%,-13.5,-11.0,2,2,17,3,9,2,11,5,4
Shane Larkin,PG,21,DAL,48,489,100%,,,,,7.6,5.9,20,12,13,2,10,4,165,4,12
Ty Lawson,PG,26,DEN,62,2222,76%,24%,,,,-1.5,1.6,140,36,42,5,164,19,1256,33,58
Ricky Ledo,SG,21,DAL,11,33,,28%,67%,5%,,12.5,10.1,1,0,1,0,2,0,5,0,0
Courtney Lee,SG,28,TOT,79,1973,21%,72%,7%,,,2.1,2.8,41,10,51,7,36,10,252,11,27
Courtney Lee,SG,28,BOS,30,504,1%,90%,10%,,,-4.2,1.1,15,1,15,2,9,4,74,3,10
Courtney Lee,SG,28,MEM,49,1469,28%,66%,6%,,,4.3,3.5,26,9,36,5,27,6,178,8,17
David Lee,PF,30,GSW,69,2288,,,,81%,19%,9.7,11.2,58,53,88,28,151,5,353,29,94
Alex Len,C,20,PHO,42,362,,,,3%,97%,-8.4,-12.0,9,5,37,4,13,0,10,3,7
Kawhi Leonard,SF,22,SAS,66,1923,,,87%,13%,,10.1,3.8,27,21,65,19,62,5,317,23,34
Meyers Leonard,C,21,POR,40,355,,,,18%,82%,-11.6,-17.0,7,3,49,3,8,1,43,2,3
Jon Leuer,PF,24,MEM,49,642,,,,36%,64%,-1.8,-4.6,12,8,36,3,23,1,44,3,20
Rashard Lewis,SF,34,MIA,60,971,,,55%,45%,,3.2,-2.8,19,4,50,7,13,5,139,4,6
DeAndre Liggins,SG,25,MIA,1,1,,100%,,,,33.3,28.0,0,0,0,0,0,0,0,0,0
Damian Lillard,PG,23,POR,82,2937,66%,34%,,,,5.5,6.6,126,40,90,16,168,29,1068,26,85
Jeremy Lin,PG,25,HOU,71,2054,66%,34%,,,,4.5,-0.8,105,48,85,13,89,15,690,15,41
Shaun Livingston,PG,28,BRK,76,1974,52%,48%,1%,,,1.6,4.5,52,25,72,10,83,12,579,16,29
Brook Lopez,C,25,BRK,17,533,,,,,100%,-1.4,-0.8,5,8,26,11,56,1,41,13,13
Robin Lopez,C,25,POR,82,2603,,,,,100%,6.0,6.2,20,27,130,24,104,6,176,19,30
Kevin Love,PF,25,MIN,77,2797,,,,73%,27%,5.6,10.9,95,55,62,27,228,13,741,37,63
Kyle Lowry,PG,27,TOR,79,2862,100%,,,,,4.8,4.3,116,42,95,20,125,48,1317,25,51
John Lucas III,PG,31,UTA,42,591,100%,,,,,-15.6,-9.0,7,4,14,4,1,5,95,1,4
,,,,,,,,,,,,,,,,,,,,,
Shelvin Mack,PG,23,ATL,73,1490,18%,72%,11%,,,-0.5,-0.3,53,26,39,6,27,1,635,4,30
Ian Mahinmi,C,27,IND,77,1248,,,,,100%,1.3,-5.0,8,8,116,26,60,7,60,14,23
Shawn Marion,SF,35,DAL,76,2409,,,54%,45%,,-1.4,-9.9,58,24,85,2,24,2,300,2,28
Kendall Marshall,PG,22,LAL,54,1564,90%,9%,1%,,,-5.7,0.7,117,15,19,11,16,1,1053,7,26
Cartier Martin,SF,29,TOT,59,870,,3%,92%,4%,,-6.5,-7.8,18,7,36,5,25,6,79,8,9
Cartier Martin,SF,29,ATL,53,822,,1%,95%,4%,,-6.3,-7.5,17,7,36,5,24,6,75,8,9
Cartier Martin,SF,29,CHI,6,48,,45%,51%,4%,,-10.1,-12.3,1,0,0,0,1,0,4,0,0
Kenyon Martin,PF,36,NYK,32,633,,,,80%,20%,5.2,7.4,13,3,45,9,9,1,110,1,6
Kevin Martin,SG,30,MIN,68,2177,,98%,2%,,,3.2,1.5,38,36,54,10,124,11,289,23,53
Roger Mason,SG,33,MIA,25,260,28%,70%,1%,,,0.3,-5.4,5,0,13,2,2,0,44,0,0
Wesley Matthews,SG,27,POR,82,2780,,78%,22%,1%,,4.9,3.5,48,38,76,13,122,32,448,22,41
Jason Maxiell,PF,30,ORL,34,488,,,,83%,17%,-9.9,-4.7,2,5,19,6,13,1,20,3,7
Eric Maynor,PG,26,TOT,31,327,100%,,,,,-25.3,-23.6,19,8,7,1,6,0,124,1,3
Eric Maynor,PG,26,WAS,23,215,100%,,,,,-26.7,-29.5,11,5,4,1,2,0,97,1,2
Eric Maynor,PG,26,PHI,8,112,100%,,,,,-22.5,-12.1,8,3,3,0,4,0,27,0,1
O.J. Mayo,SG,26,MIL,52,1346,2%,87%,12%,,,-14.1,-7.9,55,25,59,10,30,6,248,5,35
Luc Mbah a Moute,PF-SF,27,TOT,64,1003,,,73%,26%,,-6.2,-9.5,9,17,33,7,30,6,82,7,24
Luc Mbah a Moute,SF,27,SAC,9,196,,,68%,32%,,-3.3,-0.1,0,1,9,3,5,4,36,1,5
Luc Mbah a Moute,PF,27,MIN,55,807,,,75%,25%,1%,-6.9,-11.7,9,16,24,4,25,2,46,6,19
Ray McCallum,PG,22,SAC,45,897,82%,18%,,,,-5.1,-2.4,22,13,35,1,13,0,266,4,22
CJ McCollum,SG,22,POR,38,476,11%,85%,4%,,,-2.7,-7.4,11,12,27,6,15,3,64,2,11
JaVale McGee,C,26,DEN,5,79,,,,,100%,-1.7,0.5,2,2,9,2,1,2,4,1,3
Ben McLemore,SG,20,SAC,82,2187,1%,94%,5%,,,-5.7,-5.6,36,36,102,10,59,8,180,11,43
Josh McRoberts,PF,26,CHA,78,2360,,,,95%,5%,0.7,2.1,43,21,61,7,39,17,729,5,24
Jodie Meeks,SG,26,LAL,77,2556,15%,70%,15%,,,-9.0,-8.3,53,41,50,7,117,9,325,33,56
Gal Mekel,PG,25,DAL,31,292,87%,13%,,,,-0.7,-3.4,17,6,14,3,4,1,151,0,9
,,,,,,,,,,,,,,,,,,,,,
Khris Middleton,SF,22,MIL,82,2460,,27%,70%,3%,,-8.3,1.7,54,36,120,13,50,13,372,5,35
C.J. Miles,SG,26,CLE,51,984,,60%,39%,1%,,1.7,6.9,23,11,56,4,34,3,121,9,15
Andre Miller,SG,37,TOT,58,982,45%,52%,3%,,,3.3,4.5,40,14,22,3,30,5,449,7,22
Andre Miller,SG,37,DEN,30,570,12%,83%,6%,,,1.6,4.4,20,8,13,1,16,0,226,3,14
Andre Miller,SG,37,WAS,28,412,91%,9%,,,,5.5,4.7,20,6,9,2,14,5,223,4,8
Darius Miller,SF,23,NOP,45,723,,9%,82%,10%,,2.3,5.9,10,6,41,1,12,3,95,5,5
Mike Miller,SF,33,MEM,82,1707,,33%,65%,2%,,-2.3,-7.7,50,10,44,13,16,3,286,2,7
Quincy Miller,PF,21,DEN,52,789,,,21%,75%,4%,-3.1,-1.2,17,19,37,4,30,2,62,5,16
Patty Mills,PG,25,SAS,81,1527,100%,,,,,11.1,4.7,37,18,39,7,30,10,354,10,21
Paul Millsap,PF,28,ATL,74,2482,,,,93%,7%,2.2,6.8,69,59,104,29,181,7,549,38,69
Tony Mitchell,PF,21,DET,21,79,,,10%,83%,6%,6.0,10.2,2,1,1,1,8,1,5,1,4
Tony Mitchell,SF,24,MIL,3,10,,65%,35%,,,-2.8,6.2,0,0,0,0,0,0,2,0,0
Nazr Mohammed,C,36,CHI,80,562,,,,9%,91%,-0.2,-2.7,18,10,39,6,14,2,46,4,8
Greg Monroe,PF,23,DET,82,2690,,,,65%,36%,-3.6,1.4,54,69,112,19,177,10,388,42,107
E'Twaun Moore,SG,24,ORL,79,1506,8%,83%,9%,,,-4.2,2.6,29,13,60,2,27,8,245,9,29
Darius Morris,PG,23,TOT,27,313,98%,2%,,,,-9.2,-4.2,10,7,12,5,8,4,100,4,6
Darius Morris,PG,23,PHI,12,193,100%,,,,,-8.1,2.7,7,4,8,5,6,3,70,4,4
Darius Morris,PG,23,LAC,10,54,89%,11%,,,,-22.1,-29.5,1,0,2,0,1,0,14,0,0
Darius Morris,PG,23,MEM,5,66,100%,,,,,-1.8,-3.9,2,3,2,0,1,1,16,0,2
Marcus Morris,SF,24,PHO,82,1800,,,56%,43%,1%,4.2,3.1,36,23,93,8,63,9,199,13,25
Markieff Morris,PF,24,PHO,81,2153,,,,75%,25%,2.8,0.8,53,41,117,26,133,6,343,25,35
Anthony Morrow,SG,28,NOP,76,1426,8%,71%,20%,1%,,0.0,4.0,22,19,51,4,25,9,131,9,11
Donatas Motiejūnas,PF,23,HOU,62,952,,,,58%,42%,3.4,-1.9,14,14,68,9,39,4,93,10,21
Arnett Moultrie,PF,23,PHI,12,187,,,,31%,69%,-16.7,-6.3,2,3,13,2,4,0,4,1,4
Timofey Mozgov,C,27,DEN,82,1770,,,,,100%,1.2,6.1,28,33,116,33,108,4,150,22,51
,,,,,,,,,,,,,,,,,,,,,
Shabazz Muhammad,SG,21,MIN,37,290,,70%,30%,,,-11.8,-15.4,4,7,11,4,23,0,15,8,15
Byron Mullens,C,24,TOT,45,414,,,,,100%,-17.9,-15.1,7,11,34,8,6,1,36,0,11
Byron Mullens,C,24,LAC,27,167,,,,,100%,-12.9,-20.8,4,2,16,7,2,1,16,0,6
Byron Mullens,C,24,PHI,18,247,,,,,100%,-21.3,-11.3,3,9,18,1,4,0,20,0,5
Erik Murphy,C,23,CHI,24,62,,,,3%,98%,-39.2,-41.9,0,2,5,0,0,0,4,0,1
Toure' Murry,PG,24,NYK,51,373,98%,3%,,,,-2.4,-1.5,23,9,20,0,17,2,110,3,11
Mike Muscala,PF,22,ATL,20,215,,,,21%,79%,-20.1,-21.0,2,6,18,2,6,1,16,2,5
Hamady N'Diaye,C,27,SAC,14,74,,,,,100%,-16.6,-13.7,0,1,4,2,1,0,7,1,2
Steve Nash*,PG,39,LAL,15,313,28%,72%,,,,-9.9,-4.1,22,6,4,0,10,2,200,1,4
Gary Neal,SG,29,TOT,52,1114,7%,90%,3%,,,-8.7,-4.5,28,18,27,10,44,8,188,10,14
Gary Neal,SG,29,MIL,30,607,14%,82%,5%,,,-15.5,-7.7,18,11,12,5,23,6,103,4,8
Gary Neal,SG,29,CHA,22,507,,100%,,,,-0.6,-0.5,10,7,15,5,21,2,85,6,6
Nemanja Nedović,SG,22,GSW,24,142,58%,42%,,,,-23.6,-29.6,8,4,3,1,3,1,32,0,3
Jameer Nelson,PG,31,ORL,68,2179,100%,,,,,-6.9,-2.4,96,47,52,5,42,18,1065,8,35
Andrew Nicholson,PF,24,ORL,76,1174,,,,77%,24%,-6.7,-1.3,10,13,76,13,26,4,63,9,13
Joakim Noah,C,28,CHI,80,2820,,,,,100%,4.0,6.6,98,46,108,30,144,15,954,30,75
Steve Novak,PF,30,TOR,54,540,,,3%,67%,30%,1.3,-2.8,1,2,23,1,1,4,32,0,0
Dirk Nowitzki,PF,35,DAL,80,2628,,,,73%,28%,4.5,6.1,54,43,109,9,129,13,490,29,19
James Nunnally,SF,23,TOT,13,165,,9%,91%,,,-12.8,-5.6,2,2,4,1,4,0,18,1,0
James Nunnally,SF,23,ATL,4,54,,5%,95%,,,-11.3,-11.2,2,1,2,0,2,0,4,0,0
James Nunnally,SF,23,PHI,9,111,,12%,88%,,,-13.5,-2.9,0,1,2,1,2,0,14,1,0
Jermaine O'Neal,PF,35,GSW,44,883,,,,28%,72%,1.8,-4.1,12,13,50,15,59,8,59,13,23
Kyle O'Quinn,C,23,ORL,69,1188,,,,30%,70%,-0.3,7.8,33,13,90,22,39,5,170,9,21
Greg Oden,C,26,MIA,23,212,,,,,100%,-5.8,-11.8,1,4,27,4,12,2,3,5,5
Victor Oladipo,PG,21,ORL,80,2487,59%,41%,,,,-5.4,1.0,122,87,99,22,140,17,728,25,90
Kelly Olynyk,C,22,BOS,70,1400,,,,5%,95%,-1.7,5.2,28,31,120,26,51,5,249,11,35
,,,,,,,,,,,,,,,,,,,,,
Arinze Onuaku,PF,26,TOT,5,30,,,,87%,13%,-16.5,-13.8,1,0,1,0,0,0,6,0,1
Arinze Onuaku,PF,26,NOP,3,25,,,,100%,,-16.7,-14.2,1,0,1,0,0,0,6,0,1
Arinze Onuaku,PF,26,CLE,2,5,,,,21%,79%,-15.6,-12.1,0,0,0,0,0,0,0,0,0
Daniel Orton,C,23,PHI,22,251,,,,17%,83%,-6.2,4.8,4,6,13,7,12,1,35,5,7
Travis Outlaw,SF,29,SAC,63,1065,,21%,51%,27%,1%,-4.8,-2.2,16,4,51,2,16,5,105,1,11
Zaza Pachulia,C,29,MIL,53,1325,,,,1%,99%,-7.7,1.9,35,27,47,19,52,16,292,7,36
Jannero Pargo,PG,34,CHA,29,242,99%,1%,,,,-12.1,-12.7,18,6,7,0,3,3,127,0,4
Tony Parker,PG,31,SAS,68,1997,95%,5%,,,,6.9,-2.5,72,48,39,10,89,7,897,20,53
Chandler Parsons,SF,25,HOU,74,2783,,1%,86%,12%,,5.6,2.5,71,44,67,14,107,17,695,28,64
Patrick Patterson,PF,24,TOT,65,1533,,,1%,95%,4%,5.4,5.1,19,11,67,25,33,4,193,5,12
Patrick Patterson,PF,24,SAC,17,415,,,,88%,12%,-4.5,-1.5,4,2,14,8,8,1,35,2,5
Patrick Patterson,PF,24,TOR,48,1118,,,1%,98%,1%,9.1,7.6,15,9,53,17,25,3,158,3,7
Chris Paul,PG,28,LAC,62,2171,100%,,,,,11.1,9.2,93,34,48,13,67,17,1495,16,32
Nikola Peković,C,28,MIN,54,1663,,,,,100%,7.3,8.3,18,25,53,25,128,3,121,30,70
Kendrick Perkins,C,29,OKC,62,1207,,,,,100%,1.9,-7.0,29,20,67,26,27,4,148,5,25
Paul Pierce*,SF,36,BRK,75,2098,,1%,47%,52%,,1.9,5.5,73,38,97,18,128,13,421,24,40
Dexter Pittman,C,25,ATL,2,3,,,,,100%,0.0,0.3,0,0,0,0,1,0,0,0,0
Mason Plumlee,C,23,BRK,70,1275,,,,2%,98%,-2.3,-2.3,24,27,85,15,97,4,141,20,35
Miles Plumlee,C,25,PHO,80,1964,,,,1%,100%,1.1,-2.8,34,27,106,18,67,5,104,16,33
Quincy Pondexter,SG,25,MEM,15,270,,77%,22%,1%,,-18.6,-22.2,6,3,9,2,13,1,43,3,8
Otto Porter Jr.,SF,20,WAS,37,319,,72%,28%,,,-3.3,-5.0,8,4,9,1,6,1,23,3,3
Josh Powell,PF,31,HOU,1,19,,,,60%,40%,-18.9,-23.9,0,0,0,1,0,0,0,0,2
Phil Pressey,PG,22,BOS,75,1132,100%,,,,,-1.1,5.6,60,19,42,4,14,0,537,0,10
A.J. Price,SG,27,MIN,28,99,79%,21%,,,,-1.4,-4.1,2,2,4,0,2,0,30,2,0
,,,,,,,,,,,,,,,,,,,,,
Ronnie Price,SG,30,ORL,31,377,60%,39%,1%,,,-2.8,3.3,14,9,19,2,6,4,143,1,4
Pablo Prigioni,PG,36,NYK,66,1283,78%,22%,,,,1.6,3.9,44,9,43,0,5,16,539,0,5
Tayshaun Prince,SF,33,MEM,76,1948,,,95%,5%,,1.4,-1.4,26,11,42,2,23,9,257,4,13
Miroslav Raduljica,C,26,MIL,48,465,,,,,100%,-6.8,2.4,1,6,46,14,28,4,49,5,17
Anthony Randolph,PF,24,DEN,43,527,,,7%,73%,20%,-10.3,-9.4,20,5,21,9,33,1,81,7,11
Shavlik Randolph,PF,30,PHO,14,95,,,,14%,86%,23.1,21.1,1,1,9,2,6,1,2,1,3
Zach Randolph,PF,32,MEM,79,2705,,,,88%,12%,3.2,3.5,63,58,71,36,140,9,446,32,115
J.J. Redick,SG,29,LAC,35,987,11%,88%,2%,,,9.2,2.9,24,12,43,1,34,11,183,4,8
Glen Rice Jr.,SG,23,WAS,11,109,,80%,20%,,,1.8,0.5,3,3,3,1,2,0,14,0,1
