PLAYER_NAME,POS,AGE,TEAM,GP,MP,PG%,SG%,SF%,PF%,C%,ON-COURT,ON_OFF,BAD_PASS,LOST_BALL,FOUL_SHOOT,OFF_FOUL,FOUL_SHOOT_DRAWN,OFF_FOUL_DRAWN,PGA,AND1,BLKD
Kevin Love,C,33,CLE,74,1665,,,,33%,67%,0.9,-2.2,59,19,53,13,64,30,368,11,17
Kyle Lowry,PG,35,MIA,63,2133,100%,,,,,5.5,2.1,126,20,78,10,55,45,1126,11,20
,,,,,,,,,,,,,,,,,,,,,
Gabriel Lundberg,SG,27,PHO,4,44,,70%,30%,,,15.2,7.5,0,2,1,0,0,0,28,0,2
Timothé Luwawu-Cabarrot,SF,26,ATL,52,685,,2%,83%,15%,,-2.6,-5.4,13,3,37,2,20,8,99,4,9
Trey Lyles,PF,26,TOT,75,1537,,,1%,57%,42%,-7.7,-0.7,34,19,68,15,127,10,217,42,34
Trey Lyles,PF,26,DET,51,990,,,,35%,65%,-8.1,-0.2,25,14,51,11,93,6,145,33,18
Trey Lyles,PF,26,SAC,24,547,,,4%,95%,1%,-6.8,-1.6,9,5,17,4,34,4,72,9,16
Théo Maledon,PG,20,OKC,51,908,74%,26%,,,,-11.7,-4.4,37,14,27,1,48,7,279,12,24
Sandro Mamukelashvili,PF,22,MIL,41,407,,,1%,39%,60%,-18.2,-23.7,7,3,18,1,11,0,56,4,9
Terance Mann,SF,25,LAC,81,2317,,19%,61%,19%,,1.9,4.1,38,22,60,13,75,17,532,15,44
Tre Mann,PG,20,OKC,60,1367,100%,,,,,-10.9,-4.0,30,28,62,2,40,4,216,9,33
Boban Marjanović,C,33,DAL,23,128,,,,,100%,15.7,12.6,2,7,12,3,11,1,8,4,5
Lauri Markkanen,SF,24,CLE,61,1878,,9%,64%,27%,1%,4.3,4.1,25,18,74,6,68,6,190,15,46
Naji Marshall,SF,24,NOP,55,735,,24%,56%,20%,1%,-2.4,-1.6,24,10,31,7,44,6,144,5,18
Caleb Martin,SF,26,MIA,60,1372,,20%,58%,22%,,7.0,3.7,21,12,48,9,45,17,165,9,23
Cody Martin,SF,26,CHO,71,1866,6%,65%,28%,1%,,0.5,0.0,34,17,49,4,48,33,437,13,28
Kelan Martin,SF,26,TOT,30,450,,4%,68%,28%,1%,-6.4,-2.7,9,1,17,1,7,0,51,1,10
Kelan Martin,SF,26,IND,27,444,,3%,68%,28%,1%,-5.6,-1.8,9,1,17,1,7,0,51,1,10
Kelan Martin,SF,26,BOS,3,6,,51%,49%,,,-64.6,-72.4,0,0,0,0,0,0,0,0,0
Kenyon Martin Jr.,SF,21,HOU,79,1656,,,21%,76%,4%,-7.5,2.7,28,15,68,9,66,4,258,18,46
Garrison Mathews,SG,25,HOU,65,1712,,13%,84%,2%,,-7.1,3.5,23,9,89,4,61,71,154,14,16
Dakota Mathias,SG,26,MEM,6,16,80%,20%,,,,-37.5,-43.5,0,0,0,0,0,0,2,0,0
Wesley Matthews,SG,35,MIL,49,1002,8%,51%,40%,1%,,8.3,6.8,11,5,43,1,12,25,85,5,10
Tyrese Maxey,PG,21,PHI,75,2650,99%,1%,,,,3.4,2.2,48,22,83,9,116,4,774,36,54
Skylar Mays,SG,24,ATL,28,220,28%,59%,13%,,,-11.7,-14.3,6,2,5,1,4,2,47,3,5
Miles McBride,PG,21,NYK,40,372,98%,2%,,,,15.2,16.5,2,2,20,0,4,2,105,1,4
,,,,,,,,,,,,,,,,,,,,,
Mac McClung,SG-PG,23,TOT,2,25,57%,43%,,,,9.7,12.5,2,0,3,0,1,0,2,1,1
Mac McClung,PG,23,CHI,1,3,,100%,,,,-60.0,-59.7,1,0,0,0,0,0,0,0,0
Mac McClung,SG,23,LAL,1,22,65%,36%,,,,19.1,22.4,1,0,3,0,1,0,2,1,1
CJ McCollum,SG,30,TOT,62,2145,19%,76%,5%,,,-1.2,6.3,70,31,49,13,80,7,748,25,57
CJ McCollum,SG,30,POR,36,1267,4%,90%,7%,,,-4.1,7.0,38,18,36,5,34,5,398,9,30
CJ McCollum,SG,30,NOP,26,878,41%,57%,1%,,,3.1,5.3,32,13,13,8,46,2,350,16,27
T.J. McConnell,PG,29,IND,27,652,100%,,,,,-4.8,-0.9,22,5,27,0,9,11,322,3,11
Jaden McDaniels,PF,21,MIN,70,1803,,,33%,67%,,-0.1,-4.6,32,13,126,12,40,16,191,21,29
Jalen McDaniels,SF,24,CHO,55,895,,1%,32%,64%,2%,2.7,2.9,10,16,44,3,34,8,142,6,5
Doug McDermott,PF,30,SAS,51,1223,,,,97%,3%,-3.2,-4.7,18,14,39,5,21,2,150,4,23
JaVale McGee,C,34,PHO,74,1172,,,,,100%,4.4,-4.7,29,27,104,32,68,6,95,24,20
Cameron McGriff,SF,24,POR,3,46,,,14%,78%,8%,7.5,16.6,0,0,4,0,1,0,8,0,0
Rodney McGruder,SG,30,DET,51,754,2%,56%,41%,1%,,-3.3,5.9,10,8,28,4,12,4,117,2,15
Alfonzo McKinnie,SF,29,CHI,17,206,,6%,47%,47%,,-12.7,-13.0,2,1,14,1,3,1,10,0,4
JaQuori McLaughlin,PG,24,DAL,4,11,75%,25%,,,,-41.8,-45.5,0,0,1,0,0,0,5,0,0
Jordan McLaughlin,PG,25,MIN,62,902,100%,,,,,1.8,-0.9,29,9,20,0,17,10,451,6,14
Ben McLemore,SG,28,POR,64,1285,11%,72%,18%,,,-13.4,-6.7,25,17,62,2,29,9,146,5,21
De'Anthony Melton,SG,23,MEM,73,1657,20%,78%,3%,,,6.6,1.3,59,32,66,7,45,8,457,8,33
Sam Merrill,SG,25,MEM,6,58,66%,15%,11%,8%,,-11.5,-17.5,2,0,2,0,2,1,8,1,0
Chimezie Metu,C,24,SAC,60,1279,,,,79%,20%,-5.7,-0.3,23,25,38,9,45,8,146,7,29
Khris Middleton,SF,30,MIL,66,2141,,10%,58%,30%,2%,5.5,5.2,115,48,68,17,102,7,842,22,46
C.J. Miles,SG,34,BOS,1,2,,100%,,,,-125.0,-132.8,0,0,1,0,0,0,0,0,0
Patty Mills,SG,33,BRK,81,2346,25%,62%,12%,,,1.4,0.0,46,15,40,6,19,38,414,6,25
Paul Millsap,C,36,TOT,33,376,,,,34%,67%,-4.5,-6.4,5,8,41,4,10,2,70,2,5
Paul Millsap,C,36,BRK,24,270,,,,45%,55%,0.2,-1.3,3,4,30,2,7,1,56,1,3
Paul Millsap,C,36,PHI,9,106,,,,4%,96%,-16.3,-19.5,2,4,11,2,3,1,14,1,2
,,,,,,,,,,,,,,,,,,,,,
Shake Milton,SG,25,PHI,55,1179,7%,64%,27%,2%,,-1.3,-5.7,23,8,47,10,37,5,332,15,20
Davion Mitchell,PG,23,SAC,75,2076,67%,33%,,,,-5.9,-1.0,71,28,63,5,30,26,759,9,41
Donovan Mitchell,SG,25,UTA,67,2266,44%,55%,1%,,,5.8,-0.8,95,79,56,17,137,12,892,43,47
Evan Mobley,PF,20,CLE,69,2331,,,1%,76%,23%,2.1,0.0,39,64,103,9,123,2,418,30,50
Malik Monk,SG,23,LAL,76,2139,21%,55%,24%,,,-0.2,6.3,77,28,85,8,48,6,518,13,34
Greg Monroe,C,31,TOT,14,195,,,,,100%,0.4,-2.3,8,3,14,0,13,0,53,3,10
Greg Monroe,C,31,MIN,4,81,,,,,100%,0.9,-1.6,5,2,5,0,4,0,38,1,2
Greg Monroe,C,31,WAS,2,18,,,,,100%,18.9,22.2,2,0,1,0,0,0,2,0,2
Greg Monroe,C,31,MIL,5,70,,,,,100%,-1.3,-4.6,1,1,3,0,5,0,6,1,6
Greg Monroe,C,31,UTA,3,26,,,,,100%,-8.8,-15.0,0,0,5,0,4,0,7,1,0
Moses Moody,SG,19,GSW,52,607,,43%,51%,6%,,-2.9,-10.2,9,1,25,2,17,6,56,6,3
Xavier Moon,SG,27,LAC,10,137,96%,4%,,,,0.7,0.6,4,2,7,0,1,1,63,0,3
Matt Mooney,SG,24,NYK,1,2,100%,,,,,-90.0,-90.3,1,0,0,0,0,0,0,0,0
Ja Morant,PG,22,MEM,57,1889,90%,10%,,,,4.9,-1.7,121,56,39,3,178,7,906,39,95
Juwan Morgan,PF,24,TOT,2,31,,,54%,47%,,-27.0,-30.2,0,0,1,0,0,0,2,0,0
Juwan Morgan,PF,24,TOR,1,27,,,47%,53%,,-45.5,-48.0,0,0,1,0,0,0,2,0,0
Juwan Morgan,PF,24,BOS,1,4,,,100%,,,97.6,90.0,0,0,0,0,0,0,0,0,0
Jaylen Morris,SG,26,SAS,3,16,59%,41%,,,,14.3,14.2,0,1,1,0,1,0,6,0,1
Marcus Morris,PF,32,LAC,54,1564,,7%,49%,40%,4%,-4.9,-8.2,32,19,52,8,59,9,284,14,22
Markieff Morris,PF,32,MIA,17,298,,,,76%,24%,3.8,-0.9,7,5,15,5,5,1,57,1,1
Monte Morris,PG,26,DEN,75,2239,91%,9%,,,,5.9,8.1,54,12,41,5,34,13,787,8,34
Emmanuel Mudiay,PG,25,SAC,2,11,100%,,,,,-16.4,-11.0,1,0,1,0,1,0,9,0,0
Mychal Mulder,PG,27,TOT,17,239,87%,13%,,,,-11.8,-6.2,5,1,4,1,2,1,14,0,7
Mychal Mulder,PG,27,ORL,15,195,84%,16%,,,,-14.4,-6.5,5,1,3,1,1,1,8,0,6
Mychal Mulder,PG,27,MIA,2,44,100%,,,,,-0.2,-4.8,0,0,1,0,1,0,6,0,1
Ade Murkey,SG,24,SAC,1,1,,,100%,,,-16.7,-11.2,0,0,0,0,0,0,0,0,0
Trey Murphy III,SF,21,NOP,62,864,,2%,50%,47%,2%,-1.2,-0.2,10,5,31,1,24,9,94,6,13
Dejounte Murray,PG,25,SAS,68,2366,92%,8%,,,,1.0,2.3,117,46,52,11,115,9,1471,32,58
,,,,,,,,,,,,,,,,,,,,,
Mike Muscala,C,30,OKC,43,592,,,,,100%,0.5,10.4,4,6,35,3,26,3,55,7,10
Svi Mykhailiuk,SF,24,TOR,56,716,3%,37%,54%,5%,1%,-6.5,-10.7,14,11,24,3,15,6,110,2,11
Abdel Nader,SF,28,PHO,14,145,,13%,86%,1%,,-1.6,-9.7,8,2,6,1,4,3,20,0,2
Larry Nance Jr.,C-PF,29,TOT,46,1040,,,,50%,50%,-1.4,7.8,17,7,31,9,24,11,208,5,11
Larry Nance Jr.,C,29,POR,37,858,,,,47%,53%,-1.3,9.7,12,3,24,8,21,10,186,5,9
Larry Nance Jr.,PF,29,NOP,9,182,,,,65%,35%,-2.1,-1.1,5,4,7,1,3,1,22,0,2
RJ Nembhard Jr.,SG,22,CLE,14,63,43%,51%,6%,,,-8.2,-10.5,1,2,2,0,1,1,28,0,3
Aaron Nesmith,SF,22,BOS,52,574,1%,30%,63%,7%,,4.5,-3.8,17,5,39,3,15,6,53,7,2
Raul Neto,PG,29,WAS,70,1372,90%,10%,,,,-2.5,1.2,53,15,44,5,45,22,519,14,24
Malik Newman,PG,24,CLE,1,8,100%,,,,,0.8,-1.3,1,0,0,0,1,0,3,0,0
Georges Niang,PF,28,PHI,76,1736,,,35%,63%,2%,1.2,-2.6,30,13,87,8,25,11,237,7,27
Daishen Nix,SG,19,HOU,24,261,,14%,82%,4%,,-7.9,1.2,19,5,10,1,15,0,95,2,8
Zeke Nnaji,PF,21,DEN,41,698,,,1%,36%,63%,-3.5,-7.0,8,7,36,7,32,3,45,4,19
Nerlens Noel,C,27,NYK,25,562,,,,,100%,-4.4,-5.4,3,7,33,6,10,6,53,4,4
Jaylen Nowell,SG,22,MIN,62,975,14%,56%,30%,,,3.0,0.7,21,9,48,1,46,5,313,15,16
Frank Ntilikina,SG,23,DAL,58,685,8%,84%,8%,,,4.5,1.1,24,2,29,5,10,8,160,2,10
Jusuf Nurkić,C,27,POR,56,1579,,,,,100%,-0.6,13.8,55,40,82,38,126,6,393,35,46
David Nwaba,SF,29,HOU,46,609,,4%,65%,29%,2%,-9.3,-0.4,11,5,29,2,32,2,83,5,23
Jordan Nwora,SF,23,MIL,62,1185,1%,5%,46%,43%,5%,-3.1,-9.0,26,18,46,3,19,5,149,4,20
Royce O'Neale,SF,28,UTA,77,2406,,18%,78%,5%,,5.0,-2.9,52,9,83,7,20,16,480,8,15
Semi Ojeleye,PF,27,TOT,30,406,,3%,15%,76%,6%,-16.1,-19.9,6,3,15,0,12,2,23,3,9
Semi Ojeleye,PF,27,MIL,20,308,1%,4%,18%,70%,8%,-18.3,-23.2,3,2,12,0,5,1,14,1,6
Semi Ojeleye,PF,27,LAC,10,98,,,5%,95%,1%,-9.4,-9.8,3,1,3,0,7,1,9,2,3
Chuma Okeke,PF,23,ORL,70,1749,,,6%,89%,5%,-9.3,-1.9,33,14,54,3,32,4,290,5,14
,,,,,,,,,,,,,,,,,,,,,
Josh Okogie,SG,23,MIN,49,516,3%,40%,54%,4%,,3.0,0.6,10,6,26,3,23,19,61,5,10
Onyeka Okongwu,C,21,ATL,48,992,,,,2%,98%,5.2,4.4,14,12,91,13,55,3,133,16,21
Isaac Okoro,SF,21,CLE,67,1981,1%,68%,31%,1%,,3.6,2.9,25,18,70,9,77,22,301,15,31
KZ Okpala,PF,22,MIA,21,244,,,1%,56%,43%,4.3,-0.3,1,2,17,2,6,0,35,1,2
Victor Oladipo,SG,29,MIA,8,173,9%,39%,52%,,,-1.4,-6.3,9,6,8,0,7,5,68,2,3
Cameron Oliver,SF,25,ATL,2,43,,,,38%,62%,3.5,1.7,0,0,3,0,2,0,7,1,0
Kelly Olynyk,C,30,DET,40,764,,,,,100%,-5.7,2.8,27,13,45,16,34,11,268,10,13
Eugene Omoruyi,SF,24,DAL,4,18,,,,100%,,2.6,-1.0,0,0,1,0,1,0,4,0,0
Miye Oni,SG,24,UTA,16,44,,10%,84%,6%,,-28.8,-35.3,0,0,4,0,1,0,14,1,0
Cedi Osman,SF,26,CLE,66,1462,,32%,60%,9%,,-1.9,-6.3,34,19,48,8,55,10,330,15,26
Daniel Oturu,C,22,TOR,3,27,,,,,100%,-42.1,-44.6,0,0,1,0,3,0,0,1,2
Kelly Oubre Jr.,SF,26,CHO,76,1999,1%,33%,61%,6%,,-0.5,-2.1,26,32,79,4,96,17,198,28,43
Jaysean Paige,PG,27,DET,1,7,,100%,,,,-69.6,-61.7,1,0,2,0,0,0,3,0,0
Trayvon Palmer,SG,27,DET,1,17,,,100%,,,-33.9,-26.0,1,0,1,0,0,0,0,0,0
Kevin Pangos,PG,29,CLE,24,166,93%,7%,,,,-12.0,-14.8,3,3,5,1,0,1,70,0,1
Jabari Parker,PF,26,BOS,12,112,,,,28%,72%,-1.2,-9.2,5,2,10,1,3,0,13,1,2
Eric Paschall,PF,25,UTA,58,736,,,7%,78%,15%,-2.1,-10.0,7,13,20,7,43,3,94,12,22
Chris Paul,PG,36,PHO,65,2139,100%,,,,,10.2,5.4,108,32,48,6,34,10,1601,8,12
Cameron Payne,PG,27,PHO,58,1278,81%,19%,,,,6.1,-2.4,61,28,52,9,40,25,682,11,33
Elfrid Payton,PG,27,PHO,50,549,52%,46%,3%,,,-2.9,-12.3,30,7,12,2,14,1,230,4,28
,,,,,,,,,,,,,,,,,,,,,
Gary Payton II,SG,29,GSW,71,1247,46%,54%,,,,9.8,5.9,24,5,34,8,27,5,157,6,9
Norvel Pelle,C,28,UTA,3,19,,,,5%,95%,-56.0,-62.4,1,0,0,0,0,0,0,0,0
Reggie Perry,PF,21,TOT,10,187,,,,2%,98%,-20.1,-12.0,5,4,17,2,8,0,31,3,3
Reggie Perry,PF,21,POR,9,177,,,,2%,98%,-20.2,-11.8,5,4,15,2,8,0,31,3,3
Reggie Perry,PF,21,IND,1,10,,,,,100%,-19.0,-15.0,0,0,2,0,0,0,0,0,0
Jamorko Pickett,PF,24,DET,13,176,,,7%,51%,42%,-1.5,6.8,1,4,8,0,1,1,19,0,1
Theo Pinson,SF,26,DAL,19,148,,9%,47%,44%,,-11.1,-15.2,5,0,5,0,3,0,40,0,0
Mason Plumlee,C,31,CHO,73,1793,,,,,100%,1.2,1.2,56,19,117,18,86,6,553,17,29
Jakob Poeltl,C,26,SAS,68,1970,,,,,100%,2.8,5.3,47,24,144,25,84,10,446,22,39
Aleksej Pokusevski,PF,20,OKC,61,1233,,,2%,49%,49%,-3.3,7.3,52,24,46,10,21,5,322,3,24
Yves Pons,SF,22,MEM,12,71,,20%,77%,3%,,-19.5,-25.8,1,0,5,0,1,0,3,0,1
Jordan Poole,SG,22,GSW,76,2283,33%,62%,5%,,,6.3,1.4,95,49,77,18,101,19,723,27,57
Kevin Porter Jr.,PG,21,HOU,61,1907,94%,6%,,,,-7.0,4.0,118,56,63,10,83,19,922,19,40
Michael Porter Jr.,SF,23,DEN,9,265,,,91%,9%,,9.6,7.7,5,2,6,4,5,0,38,3,4
Otto Porter Jr.,PF,28,GSW,63,1396,,,,64%,36%,6.8,1.6,18,7,47,7,27,3,241,6,9
Bobby Portis,C,26,MIL,72,2028,,,,7%,93%,7.0,7.9,21,29,78,22,46,4,222,10,48
Kristaps Porziņģis,PF,26,TOT,51,1481,,,,27%,73%,0.6,-1.1,33,24,59,18,115,3,278,18,29
Kristaps Porziņģis,PF,26,DAL,34,1002,,,,39%,61%,2.0,-2.1,19,19,35,11,66,1,164,10,18
Kristaps Porziņģis,PF,26,WAS,17,479,,,,3%,97%,-2.4,1.0,14,5,24,7,49,2,114,8,11
Micah Potter,C,23,DET,3,31,,,,,100%,-56.2,-48.6,0,0,1,1,2,1,0,2,0
Dwight Powell,C,30,DAL,82,1798,,,,,100%,2.9,-1.2,19,13,123,28,105,18,232,44,25
Myles Powell,PG,24,PHI,11,52,100%,,,,,-14.6,-17.5,1,1,3,0,0,1,8,0,1
Norman Powell,SF-SG,28,TOT,45,1458,4%,21%,68%,6%,,-7.4,1.3,30,29,48,4,107,6,233,21,32
Norman Powell,SF,28,POR,40,1333,,18%,75%,7%,,-7.6,2.0,27,27,41,3,92,6,200,18,29
Norman Powell,SG,28,LAC,5,125,44%,56%,,,,-5.9,-6.2,3,2,7,1,15,0,33,3,3
Joshua Primo,SF,19,SAS,50,965,,7%,77%,16%,,-3.7,-5.0,40,7,51,5,24,10,187,4,10
,,,,,,,,,,,,,,,,,,,,,
Taurean Prince,PF,27,MIN,69,1177,,1%,53%,45%,,-0.1,-3.6,24,14,66,2,42,23,164,13,13
Payton Pritchard,PG,24,BOS,71,1001,100%,,,,,3.5,-5.6,22,9,20,2,6,3,353,2,13
Trevelin Queen,SG,24,HOU,10,74,37%,62%,1%,,,3.6,12.9,2,4,4,1,3,1,10,2,0
Neemias Queta,C,22,SAC,14,120,,,,,100%,-2.4,3.1,1,1,8,3,8,0,12,1,3
Immanuel Quickley,PG,22,NYK,78,1802,59%,41%,,,,7.9,13.8,57,20,62,11,83,7,656,21,33
Jahmi'us Ramsey,SG,20,SAC,19,134,27%,66%,7%,,,-9.3,-4.0,0,4,4,1,6,0,16,0,3
Julius Randle,PF,27,NYK,72,2544,,,1%,92%,7%,-3.0,-9.5,111,74,83,37,165,5,976,42,66
Austin Reaves,SG,23,LAL,61,1418,5%,47%,47%,2%,,1.1,6.5,23,10,40,2,51,33,271,14,11
Cam Reddish,SF,22,TOT,49,1012,,,74%,25%,,-9.3,-13.2,20,21,29,4,53,6,115,9,23
Cam Reddish,SF,22,ATL,34,797,,1%,73%,27%,,-9.5,-14.2,17,16,20,3,38,5,93,7,20
Cam Reddish,SF,22,NYK,15,215,,,79%,21%,,-8.4,-9.2,3,5,9,1,15,1,22,2,3
Davon Reed,SG,26,DEN,48,668,,11%,67%,22%,,0.3,-2.4,6,4,37,2,7,0,134,3,4
Paul Reed,C,22,PHI,38,302,,,,39%,61%,-5.6,-9.0,1,4,31,5,8,2,40,2,9
Naz Reid,C,22,MIN,77,1215,,,,7%,93%,-3.6,-8.7,26,24,101,19,79,7,178,21,33
Nick Richards,C,24,CHO,50,367,,,,,100%,-12.3,-14.1,6,5,17,9,21,5,32,7,8
Josh Richardson,SG,28,TOT,65,1600,3%,77%,20%,1%,,4.2,-1.9,29,20,55,5,33,12,275,3,25
Josh Richardson,SG,28,BOS,44,1087,1%,82%,16%,,,3.1,-6.3,19,9,39,3,25,6,166,3,17
Josh Richardson,SG,28,SAS,21,513,6%,66%,27%,2%,,6.5,7.4,10,11,16,2,8,6,109,0,8
Austin Rivers,SG,29,DEN,67,1480,1%,58%,41%,1%,,2.8,0.8,26,18,54,3,17,4,232,4,13
Duncan Robinson,SG,27,MIA,79,2043,2%,61%,37%,1%,,2.3,-4.7,28,12,100,8,17,19,303,4,19
Justin Robinson,PG,24,TOT,25,304,87%,14%,,,,-18.3,-18.3,13,3,18,0,1,11,77,0,1
Justin Robinson,PG,24,MIL,17,198,100%,,,,,-10.6,-14.5,9,1,12,0,0,8,51,0,0
Justin Robinson,PG,24,SAC,3,15,100%,,,,,-67.5,-62.3,0,1,2,0,0,0,5,0,1
Justin Robinson,PG,24,DET,5,91,55%,45%,,,,-27.1,-19.5,4,1,4,0,1,3,21,0,0
Mitchell Robinson,C,23,NYK,72,1848,,,,,100%,-1.8,-3.9,12,18,121,20,91,4,98,24,29
Jeremiah Robinson-Earl,C,21,OKC,49,1087,,,,21%,79%,-10.9,-3.6,10,20,47,4,25,9,129,2,25
Isaiah Roby,PF,23,OKC,45,948,,,5%,48%,47%,-9.3,-1.4,13,18,70,7,54,5,175,7,24
,,,,,,,,,,,,,,,,,,,,,
Rajon Rondo,PG,35,TOT,39,697,94%,6%,,,,-7.6,-8.3,56,9,21,1,3,7,403,1,10
Rajon Rondo,PG,35,LAL,18,289,89%,12%,,,,-10.3,-7.8,28,6,11,0,0,5,155,0,4
Rajon Rondo,PG,35,CLE,21,408,97%,3%,,,,-5.6,-8.6,28,3,10,1,3,2,248,1,6
Derrick Rose,PG,33,NYK,26,636,100%,,,,,6.3,7.2,25,13,6,0,15,4,245,3,17
Terrence Ross,SG,30,ORL,63,1448,,26%,74%,,,-12.7,-7.1,43,18,20,8,55,5,273,18,24
Terry Rozier,SG,27,CHO,73,2458,31%,69%,,,,1.2,1.6,60,22,62,7,71,25,795,29,46
Ricky Rubio,PG,31,CLE,34,970,47%,53%,,,,8.8,9.0,61,18,20,6,30,15,527,5,26
D'Angelo Russell,PG,25,MIN,65,2077,55%,45%,,,,3.9,3.2,114,38,58,8,71,10,1096,14,27
Matt Ryan,SF,24,BOS,1,5,,52%,48%,,,35.6,27.9,0,0,0,0,0,0,0,0,0
Domantas Sabonis,PF,25,TOT,62,2136,,,,39%,61%,-1.6,4.3,69,73,93,38,153,7,796,42,46
Domantas Sabonis,PF,25,IND,47,1632,,,,51%,49%,-1.1,5.0,50,53,70,30,116,7,579,30,37
Domantas Sabonis,PF,25,SAC,15,504,,,,1%,99%,-3.4,2.3,19,20,23,8,37,0,217,12,9
Olivier Sarr,C,22,OKC,22,421,,,,,100%,-1.6,7.5,7,6,29,7,10,1,52,2,10
Tomáš Satoranský,SG-PG-SF,30,TOT,55,906,34%,35%,25%,7%,,-7.9,-6.6,32,10,23,2,27,10,440,6,11
Tomáš Satoranský,SG,30,NOP,32,481,5%,38%,47%,11%,,-14.4,-15.1,13,7,6,1,15,5,182,5,6
Tomáš Satoranský,SF,30,SAS,1,9,,,41%,60%,,19.3,19.2,0,0,0,0,2,0,0,0,0
Tomáš Satoranský,PG,30,WAS,22,416,68%,32%,,,,-0.9,2.6,19,3,17,1,10,5,258,1,5
Jordan Schakel,SG,23,WAS,4,30,4%,85%,11%,,,3.3,6.6,1,0,0,0,1,1,0,0,2
Admiral Schofield,SF,24,ORL,38,469,,4%,56%,40%,,-12.2,-4.5,10,5,37,1,9,6,62,3,5
Dennis Schröder,SG-PG,28,TOT,64,1837,60%,40%,,,,-1.4,-8.1,86,36,45,17,76,25,720,19,51
Dennis Schröder,SG,28,BOS,49,1433,48%,51%,,,,1.7,-9.4,61,26,31,14,60,18,508,16,42
Dennis Schröder,PG,28,HOU,15,404,100%,,,,,-12.4,-3.8,25,10,14,3,16,7,212,3,9
Tre Scott,SF,25,CLE,2,11,,,17%,83%,,20.3,18.3,0,0,0,0,0,0,0,0,0
Jay Scrubb,SG,21,LAC,18,121,25%,60%,16%,,,6.0,6.1,4,2,4,0,3,1,17,2,0
Wayne Selden,SG,27,NYK,3,19,47%,48%,5%,,,-28.8,-29.2,0,0,0,0,2,0,2,0,1
Alperen Şengün,C,19,HOU,72,1489,,,,22%,78%,-10.6,-2.5,59,42,119,28,96,23,453,23,46
Collin Sexton,SG,23,CLE,11,316,8%,86%,6%,,,-6.2,-9.0,14,9,6,3,20,3,57,5,16
Landry Shamet,SG,24,PHO,69,1437,3%,84%,13%,,,5.0,-4.3,29,6,40,5,31,12,248,6,30
Day'Ron Sharpe,PF,20,BRK,32,391,,,,11%,89%,6.4,5.5,10,10,31,4,21,2,41,6,14
,,,,,,,,,,,,,,,,,,,,,
Pascal Siakam,PF,27,TOR,68,2578,,,1%,62%,37%,4.5,6.6,91,49,95,27,180,6,891,49,61
Chris Silva,PF,25,TOT,10,91,,,,19%,81%,-13.3,-18.1,2,2,13,4,6,2,17,1,3
Chris Silva,PF,25,MIN,1,3,,,,,100%,-75.0,-77.5,0,0,0,0,0,0,0,0,0
Chris Silva,PF,25,MIA,9,88,,,,19%,81%,-11.2,-16.1,2,2,13,4,6,2,17,1,3
Marko Simonovic,C,22,CHI,9,35,,,,8%,92%,9.3,9.7,0,0,3,0,3,0,0,1,3
Anfernee Simons,SG,22,POR,57,1681,68%,32%,,,,-2.3,11.4,54,38,52,10,39,5,539,8,37
Zavier Simpson,PG,24,OKC,4,174,100%,,,,,-26.1,-18.6,7,1,7,1,3,0,76,1,7
Jericho Sims,PF,23,NYK,41,555,,,,12%,88%,7.9,8.9,3,6,41,6,13,5,58,1,1
Deividas Sirvydis,SG,21,DET,3,27,,3%,69%,28%,,-45.5,-37.8,0,0,1,0,0,1,2,0,1
Javonte Smart,PG,22,TOT,17,200,47%,44%,10%,,,-10.1,-14.0,7,3,7,0,3,0,38,0,8
Javonte Smart,PG,22,MIL,13,160,55%,39%,7%,,,-8.0,-11.7,5,3,6,0,3,0,33,0,7
Javonte Smart,PG,22,MIA,4,40,15%,64%,21%,,,-18.6,-23.4,2,0,1,0,0,0,5,0,1
Marcus Smart,PG,27,BOS,71,2296,92%,8%,,,,9.7,4.7,108,33,62,12,69,46,977,19,28
Dennis Smith Jr.,PG,24,POR,37,638,95%,5%,,,,-8.7,0.2,31,13,15,2,30,3,324,11,20
Ish Smith,PG,33,TOT,65,1126,100%,,,,,-6.6,-5.8,47,24,51,2,10,9,581,4,21
Ish Smith,PG,33,CHO,37,511,100%,,,,,-8.7,-10.6,21,11,20,1,8,4,227,3,10
Ish Smith,PG,33,WAS,28,615,100%,,,,,-4.8,-1.8,26,13,31,1,2,5,354,1,11
Jalen Smith,PF,21,TOT,51,925,,,,23%,77%,1.4,0.7,12,10,53,13,45,10,53,9,12
Jalen Smith,PF,21,PHO,29,382,,,,29%,71%,7.2,-0.7,7,3,28,7,24,6,14,6,8
Jalen Smith,PF,21,IND,22,543,,,,18%,82%,-2.6,1.7,5,7,25,6,21,4,39,3,4
Xavier Sneed,SF,24,TOT,9,39,,18%,79%,3%,,-10.6,-16.6,0,0,1,0,0,0,3,0,0
Xavier Sneed,SF,24,MEM,2,8,,88%,12%,,,-45.0,-50.9,0,0,1,0,0,0,0,0,0
Xavier Sneed,SF,24,UTA,7,31,,,96%,4%,,-1.7,-7.8,0,0,0,0,0,0,3,0,0
Tony Snell,SG,30,TOT,53,823,2%,30%,62%,6%,,-7.1,-1.1,12,4,37,1,3,0,70,2,4
Tony Snell,SG,30,POR,38,546,4%,24%,67%,5%,,-12.5,-4.2,9,2,21,0,2,0,48,1,3
