SEASON,PLAYER_ID,TEAM,OffPoss,Points,FG2M,FG2A,FG3M,FG3A,FtPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks
2018-19,1627742,LAL,3762,950,331,635,31,94,195,240,422,84,9,12
2018-19,1627743,PHI,88,22,6,9,2,6,4,6,6,6,0,0
2018-19,1627745,GSW,838,130,53,74,0,0,24,94,12,0,0,10
2018-19,1627746,POR,140,31,11,17,2,2,3,4,18,0,6,6
2018-19,1627746,SAC,260,36,9,19,4,11,6,12,6,12,0,2
2018-19,1627747,BKN,2210,547,159,329,48,154,85,100,218,66,78,12
2018-19,1627748,DET,1106,159,27,59,23,75,36,44,10,69,0,6
2018-19,1627748,MIL,874,164,33,56,26,78,20,58,8,78,0,6
2018-19,1627750,DEN,4954,1367,361,759,152,414,189,380,342,312,144,16
2018-19,1627751,SAS,2585,423,187,290,0,0,49,264,110,0,0,94
2018-19,1627752,ATL,3368,742,139,279,123,315,95,126,152,315,54,6
2018-19,1627753,HOU,2,2,1,1,0,0,0,2,0,0,0,0
2018-19,1627755,CHI,1,0,0,0,0,0,0,0,0,0,0,0
2018-19,1627758,NYK,229,14,3,7,1,9,5,2,4,3,0,0
2018-19,1627758,WAS,93,0,0,0,0,4,0,0,0,0,0,0
2018-19,1627759,BOS,3969,964,273,516,95,276,133,312,234,276,9,32
2018-19,1627761,ATL,4148,687,225,443,50,173,87,218,232,141,9,20
2018-19,1627763,MIL,3883,1001,274,504,104,244,141,256,292,261,51,24
2018-19,1627767,NOP,1939,387,167,267,1,4,50,276,58,3,0,40
2018-19,1627772,ATL,429,57,15,37,8,23,3,8,22,24,0,4
2018-19,1627774,POR,2734,541,157,243,59,181,50,236,78,162,15,34
2018-19,1627775,CLE,107,5,1,5,1,4,0,0,2,3,0,0
2018-19,1627775,TOR,711,69,16,30,8,24,13,16,16,24,0,0
2018-19,1627777,UTA,1082,235,43,76,43,105,20,44,42,123,6,2
2018-19,1627780,WAS,38,11,4,6,1,2,0,6,2,3,0,0
2018-19,1627781,TOR,235,30,1,4,8,25,4,0,2,21,3,0
2018-19,1627782,CHI,2015,342,96,211,35,111,45,92,100,90,15,10
2018-19,1627782,MEM,917,172,45,98,20,63,22,46,44,54,6,4
2018-19,1627783,TOR,5269,1354,440,731,79,214,237,434,446,231,6,60
2018-19,1627786,SAC,690,111,30,54,14,44,9,32,28,42,0,10
2018-19,1627788,PHI,1440,279,51,101,47,144,36,66,36,138,3,14
2018-19,1627789,CHI,1135,196,38,81,31,94,27,50,26,93,0,4
2018-19,1627789,OKC,272,35,8,21,5,22,4,12,4,15,0,0
2018-19,1627790,CLE,2179,459,183,331,0,0,93,250,116,0,0,80
2018-19,1627812,SAC,2237,420,99,203,54,149,60,52,146,105,57,2
2018-19,1627814,GSW,787,158,29,59,27,68,19,46,12,72,9,0
2018-19,1627816,ATL,651,107,31,58,9,23,18,44,18,27,0,14
2018-19,1627820,LAC,1372,218,88,198,4,19,30,96,80,12,0,8
2018-19,1627823,DEN,2749,408,72,133,66,181,66,104,40,195,3,30
2018-19,1627824,BOS,523,94,26,49,9,28,15,32,20,27,0,4
2018-19,1627826,LAC,1115,244,100,186,0,0,44,162,38,0,0,26
2018-19,1627826,LAL,1097,281,112,193,0,0,57,178,46,0,0,34
2018-19,1627827,DAL,4040,608,149,274,79,254,73,176,122,228,9,72
2018-19,1627832,TOR,3592,701,134,304,112,296,97,76,192,255,81,0
2018-19,1627846,OKC,1470,241,59,115,32,100,27,58,60,93,3,6
2018-19,1627853,CHI,3980,544,106,201,81,217,89,56,156,210,33,2
2018-19,1627854,SAS,4610,967,185,378,176,413,69,202,168,447,81,6
2018-19,1627855,WAS,13,0,0,0,0,2,0,0,0,0,0,0
2018-19,1627863,HOU,1997,366,44,74,74,178,56,68,20,204,18,4
2018-19,1627883,CLE,437,81,16,34,10,28,19,8,24,30,0,12
2018-19,1627884,MIA,2302,422,132,233,28,91,74,172,92,84,0,62
2018-19,1627885,CHI,2935,474,160,337,24,89,82,124,196,63,9,8
2018-19,1627936,LAL,1108,229,53,123,24,50,51,44,62,48,24,4
2018-19,1628021,CLE,1954,334,102,187,24,75,58,100,104,72,0,18
2018-19,1628035,GSW,2112,337,92,157,42,118,27,132,52,126,0,32
2018-19,1628070,TOR,125,29,4,10,4,8,9,4,4,3,9,0
2018-19,1628249,BKN,74,15,5,9,0,1,5,8,2,0,0,0
2018-19,1628249,MIN,24,6,3,5,0,1,0,2,4,0,0,2
2018-19,1628365,PHI,905,155,61,141,4,14,21,34,88,6,6,8
2018-19,1628366,LAL,3056,465,110,228,75,228,20,94,126,171,54,8
2018-19,1628367,PHX,4138,910,274,616,73,225,143,262,286,195,24,22
2018-19,1628368,SAC,5520,1399,419,870,86,232,303,144,694,135,123,14
2018-19,1628369,BOS,5052,1243,350,725,116,311,195,348,352,297,51,30
2018-19,1628370,CHA,2618,653,118,256,109,330,90,102,134,294,33,2
2018-19,1628371,ORL,4037,720,176,345,86,266,110,230,122,255,3,60
2018-19,1628372,DAL,1886,414,114,232,43,125,57,64,164,93,36,6
2018-19,1628372,NYK,1235,308,97,210,24,83,42,42,152,36,36,4
2018-19,1628373,NYK,1859,246,62,167,33,115,23,36,88,72,27,0
2018-19,1628374,CHI,3417,974,222,463,120,332,170,234,210,351,9,50
2018-19,1628378,UTA,5403,1829,473,1011,188,519,319,224,722,327,237,30
2018-19,1628379,DET,2864,613,122,251,106,269,51,116,128,282,36,0
2018-19,1628380,POR,2750,512,149,279,40,121,94,194,104,111,9,52
2018-19,1628381,ATL,3916,1188,410,673,55,158,203,596,224,165,0,142
2018-19,1628382,DAL,1087,237,60,104,32,86,21,98,22,93,3,10
2018-19,1628382,SAC,2308,346,70,136,55,159,41,104,36,159,6,6
2018-19,1628383,PHI,43,5,2,5,0,2,1,4,0,0,0,0
2018-19,1628384,TOR,2826,469,116,202,67,202,36,114,118,198,3,28
2018-19,1628385,SAC,1755,408,175,342,0,6,58,228,122,0,0,54
2018-19,1628386,BKN,4397,873,329,523,6,45,197,546,112,18,0,102
2018-19,1628387,IND,14,0,0,3,0,0,0,0,0,0,0,0
2018-19,1628388,IND,1106,225,91,152,8,31,19,110,72,21,3,40
2018-19,1628389,MIA,3859,729,277,471,3,15,166,388,166,6,3,86
2018-19,1628390,OKC,4106,513,79,141,106,290,37,138,20,318,0,8
2018-19,1628391,MIL,1873,280,58,124,46,127,26,90,26,132,6,18
2018-19,1628392,HOU,462,53,18,35,2,6,11,30,6,6,0,6
2018-19,1628393,OKC,1,0,0,0,0,1,0,0,0,0,0,0
2018-19,1628393,PHX,126,6,3,11,0,2,0,4,2,0,0,0
2018-19,1628395,GSW,1625,223,99,190,0,2,25,146,52,0,0,18
2018-19,1628396,UTA,79,17,8,16,0,0,1,10,6,0,0,6
2018-19,1628397,MEM,1435,284,113,197,3,15,49,150,76,9,0,38
2018-19,1628398,LAL,4955,1308,368,665,128,422,188,452,284,354,30,34
2018-19,1628399,DEN,205,23,5,8,4,10,1,4,6,12,0,6
2018-19,1628400,BOS,1224,186,39,69,28,89,24,54,24,78,6,12
2018-19,1628401,SAS,3455,663,212,401,48,142,95,182,242,120,24,10
2018-19,1628402,NOP,2551,495,141,278,53,169,54,180,102,141,18,8
2018-19,1628403,POR,309,35,13,39,1,5,6,12,14,3,0,8
2018-19,1628403,SAC,68,8,4,7,0,2,0,4,4,0,0,0
2018-19,1628404,LAL,3682,525,97,190,92,274,55,140,54,255,21,8
2018-19,1628405,LAC,338,102,39,70,0,3,24,48,30,0,0,10
2018-19,1628407,CHA,1531,316,84,170,38,87,34,102,66,84,30,4
2018-19,1628408,BOS,110,19,6,13,2,8,1,0,12,6,0,8
2018-19,1628410,IND,455,66,15,37,7,27,15,18,12,18,3,4
2018-19,1628411,ORL,2532,339,84,195,29,79,84,86,82,87,0,24
2018-19,1628412,SAC,946,195,57,105,14,64,39,34,80,12,30,6
2018-19,1628413,PHI,1364,207,46,66,34,96,13,68,24,102,0,24
2018-19,1628414,LAC,676,62,14,34,3,15,25,22,6,9,0,2
2018-19,1628415,MEM,647,135,34,82,15,40,22,44,24,45,0,2
2018-19,1628416,ATL,550,90,22,50,10,39,16,32,12,30,0,2
2018-19,1628416,MEM,916,206,41,82,34,93,22,34,48,93,9,4
2018-19,1628417,CLE,873,114,37,67,10,39,10,44,30,30,0,24
2018-19,1628418,WAS,3143,758,276,403,33,99,107,432,120,96,3,90
2018-19,1628420,DEN,3966,851,252,475,94,227,65,230,274,243,39,10
2018-19,1628421,WAS,196,47,19,30,0,2,9,28,10,0,0,2
2018-19,1628422,NYK,4123,779,164,356,126,342,73,186,142,333,45,8
2018-19,1628424,CLE,4,0,0,0,0,0,0,0,0,0,0,0
2018-19,1628425,MIL,2219,372,92,165,53,147,29,124,60,153,6,10
2018-19,1628432,IND,105,12,3,8,2,4,0,2,4,6,0,4
2018-19,1628436,NYK,1631,322,37,90,70,193,38,44,30,207,3,14
2018-19,1628439,NYK,65,12,4,8,0,0,4,4,4,0,0,0
2018-19,1628443,NYK,841,189,48,105,17,36,42,20,76,45,6,8
2018-19,1628449,TOR,354,93,22,39,12,37,13,28,16,36,0,14
2018-19,1628462,LAC,323,48,7,13,10,27,4,8,6,30,0,2
2018-19,1628463,UTA,88,9,2,5,1,5,2,4,0,3,0,0
2018-19,1628464,BOS,1885,374,120,199,26,67,56,190,50,75,3,44
2018-19,1628467,DAL,3039,485,98,168,77,218,58,142,54,231,0,30
2018-19,1628469,CHI,1703,418,130,305,36,91,50,100,160,90,18,2
2018-19,1628470,DEN,3015,430,99,174,61,188,49,138,60,171,12,28
2018-19,1628505,ORL,32,10,2,5,2,3,0,0,4,3,3,0
2018-19,1628513,UTA,178,16,4,9,2,11,2,4,4,0,6,0
2018-19,1628518,ORL,147,27,10,16,0,0,7,14,6,0,0,6
2018-19,1628537,MIL,65,10,3,7,1,3,1,4,2,3,0,0
2018-19,1628656,NYK,133,26,11,19,0,8,4,10,12,0,0,0
2018-19,1628959,CHI,250,37,10,27,3,12,8,14,6,9,0,2
2018-19,1628960,UTA,865,211,35,79,32,99,45,28,42,90,6,0
2018-19,1628961,DAL,22,2,0,3,0,0,2,0,0,0,0,0
2018-19,1628963,SAC,3332,923,326,610,30,96,181,336,316,81,9,122
2018-19,1628964,ORL,1540,292,96,173,21,70,37,126,66,60,3,50
2018-19,1628966,MIN,1031,151,47,90,13,52,18,70,24,39,0,6
2018-19,1628969,PHX,5029,684,137,250,105,313,95,196,78,303,12,14
2018-19,1628970,CHA,3481,597,172,311,65,200,58,266,78,186,9,42
2018-19,1628971,DET,2886,319,101,221,24,93,45,124,78,69,3,10
2018-19,1628972,WAS,1533,248,75,165,22,69,32,90,60,66,0,6
2018-19,1628973,DAL,3253,678,201,384,63,181,87,136,266,144,45,8
2018-19,1628975,MEM,1147,172,22,83,34,102,26,10,34,69,33,0
2018-19,1628976,CHI,2249,455,174,339,6,32,89,270,78,18,0,32
2018-19,1628977,OKC,1110,190,71,141,4,24,36,84,58,12,0,18
2018-19,1628978,MIL,887,131,28,41,22,83,9,38,18,60,6,4
2018-19,1628979,MIL,12,5,1,2,1,1,0,2,0,3,0,0
2018-19,1628980,GSW,422,40,14,38,4,15,0,14,14,12,0,0
2018-19,1628982,ORL,99,15,7,15,0,6,1,10,4,0,0,0
2018-19,1628983,LAC,4566,889,290,577,51,139,156,180,400,138,15,14
2018-19,1628984,CHA,1380,217,40,95,34,121,35,24,56,78,24,0
2018-19,1628988,IND,1355,294,62,135,43,127,41,48,76,102,27,0
2018-19,1628989,ATL,4391,727,139,304,136,353,41,140,138,315,93,22
2018-19,1628990,CHI,1828,229,82,159,14,50,23,102,62,42,0,8
2018-19,1628991,MEM,2962,798,247,447,51,142,151,314,180,144,9,40
2018-19,1628993,IND,147,13,3,14,1,2,4,0,6,3,0,4
2018-19,1628994,PHX,12,0,0,0,0,0,0,0,0,0,0,0
2018-19,1628995,NYK,4483,963,213,550,125,364,162,204,222,336,39,16
2018-19,1628999,MIA,27,2,1,3,0,1,0,2,0,0,0,0
2018-19,1629001,PHX,2055,250,71,161,29,95,21,48,94,87,0,10
2018-19,1629002,SAS,314,51,19,56,0,2,13,24,14,0,0,2
2018-19,1629003,PHI,564,87,20,43,14,44,5,30,10,39,3,2
2018-19,1629004,DET,40,6,0,4,2,4,0,0,0,6,0,0
2018-19,1629004,LAL,898,127,17,47,27,85,12,24,10,78,3,0
2018-19,1629006,MIN,3712,570,136,293,60,215,118,178,94,171,9,20
2018-19,1629010,LAC,685,112,26,53,18,57,6,30,22,48,6,2
2018-19,1629011,NYK,2777,485,202,291,0,0,81,260,144,0,0,130
2018-19,1629012,CLE,5246,1371,400,910,119,296,214,254,546,228,129,26
2018-19,1629013,LAC,1474,273,19,59,68,151,31,30,8,192,12,0
2018-19,1629013,PHI,2320,449,54,102,99,245,44,78,30,282,15,4
2018-19,1629014,POR,306,75,18,34,10,29,9,8,28,18,12,2
2018-19,1629015,PHI,231,40,8,18,6,16,6,8,8,12,6,4
2018-19,1629016,ATL,1734,272,54,116,44,128,32,74,34,132,0,30
2018-19,1629017,DET,396,61,12,34,10,35,7,16,8,30,0,0
2018-19,1629018,POR,240,40,11,29,5,21,3,8,14,12,3,0
2018-19,1629019,NYK,3009,695,180,386,52,132,179,96,264,99,57,10
2018-19,1629020,DEN,159,24,9,18,0,1,6,14,4,0,0,4
2018-19,1629021,LAL,959,207,49,94,22,77,43,68,30,66,0,6
2018-19,1629022,SAS,248,45,11,33,5,13,8,6,16,12,3,0
2018-19,1629026,NOP,2327,279,55,123,52,156,13,78,32,144,12,6
2018-19,1629027,ATL,5400,1549,369,774,156,482,343,156,582,198,270,20
2018-19,1629028,PHX,4514,1159,509,866,0,4,141,724,294,0,0,168
2018-19,1629029,DAL,4770,1526,338,672,168,514,346,132,544,213,291,40
2018-19,1629033,BKN,447,81,13,27,12,46,19,8,18,27,9,4
2018-19,1629034,DAL,2,0,0,0,0,0,0,0,0,0,0,0
2018-19,1629034,PHX,311,54,25,44,0,3,4,32,18,0,0,12
2018-19,1629045,MIL,225,39,8,18,5,21,8,14,2,15,0,2
2018-19,1629053,HOU,33,3,0,0,1,4,0,0,0,3,0,0
2018-19,1629055,OKC,6,0,0,0,0,2,0,0,0,0,0,0
2018-19,1629057,BOS,584,81,36,51,0,0,9,62,10,0,0,10
2018-19,1629058,BKN,86,19,8,12,1,10,0,12,4,3,0,0
2018-19,1629059,PHX,1962,304,75,158,39,132,37,68,82,93,24,0
2018-19,1629061,CLE,381,32,5,13,6,23,4,6,4,18,0,0
2018-19,1629066,BKN,2800,534,144,265,58,184,72,170,118,159,15,28
2018-19,1629067,LAL,257,19,5,25,0,8,9,2,8,0,0,4
2018-19,1629094,GSW,138,46,6,13,10,20,4,8,4,24,6,4
2018-19,1629102,CHI,438,71,17,31,11,29,4,26,8,30,3,0
2018-19,1629109,HOU,1313,148,9,13,41,138,7,10,8,114,9,6
2018-19,1629116,LAC,31,3,1,5,0,0,1,2,0,0,0,0
2018-19,1629118,DEN,87,18,4,6,3,7,1,8,0,9,0,0
2018-19,1629121,ATL,924,108,13,36,25,74,7,6,20,63,12,0
2018-19,1629122,CHA,36,6,3,5,0,4,0,6,0,0,0,0
2018-19,1629123,MIN,230,31,8,22,4,17,3,4,12,6,6,0
2018-19,1629126,OKC,509,82,25,55,8,27,8,36,14,24,0,0
2018-19,1629130,MIA,336,50,8,11,10,35,4,14,2,30,0,0
2018-19,1629133,DAL,185,29,5,16,5,11,4,2,8,9,6,0
2018-19,1629139,MEM,358,39,13,35,2,16,7,20,6,6,0,2
2018-19,1629140,LAL,766,157,65,108,0,2,27,92,38,0,0,28
2018-19,1629147,CHA,16,2,1,3,0,0,0,2,0,0,0,0
2018-19,1629151,DAL,930,167,19,33,38,93,15,30,8,111,3,2
2018-19,1629164,DEN,122,23,4,17,2,6,9,2,6,6,0,2
2018-19,1629168,ATL,92,21,5,10,3,6,2,6,4,9,0,0
2018-19,1629168,SAC,12,2,1,1,0,1,0,0,2,0,0,0
2018-19,1629185,HOU,73,6,0,3,2,5,0,0,0,6,0,0
2018-19,1629203,LAL,295,27,10,23,2,10,1,12,8,6,0,6
2018-19,1629234,SAS,236,41,15,26,0,0,11,22,8,0,0,0
2018-19,1629244,MIN,536,95,12,27,21,51,8,18,6,60,3,2
2018-19,1629312,PHI,88,9,3,5,1,5,0,6,0,3,0,0
2018-19,1629353,ATL,127,15,3,10,3,11,0,2,4,9,0,4
2018-19,1629541,NOP,361,34,2,13,10,34,0,2,2,30,0,0
2019-20,1713,ATL,1874,298,46,102,61,202,23,42,50,159,24,6
2019-20,2037,BKN,14,5,1,2,1,2,0,0,2,3,0,0
2019-20,2199,HOU,476,34,14,18,0,0,6,24,4,0,0,4
2019-20,2544,LAL,4790,1698,495,878,148,425,264,232,758,210,234,58
2019-20,2546,POR,3908,895,249,556,87,226,136,194,304,246,15,30
2019-20,2594,MIL,2122,386,27,56,99,237,35,42,12,288,9,2
2019-20,2617,MIA,86,12,3,8,1,3,3,6,0,3,0,0
2019-20,2730,LAL,2642,517,199,272,3,5,110,246,152,9,0,128
2019-20,2738,MIA,868,96,24,41,14,47,6,32,16,39,3,2
2019-20,2747,LAL,169,17,6,11,1,11,2,8,4,3,0,0
2019-20,2772,POR,1463,231,44,74,34,85,41,66,22,93,9,8
2019-20,2772,SAC,1613,192,21,43,43,122,21,24,18,126,3,12
2019-20,101107,CHA,1630,275,50,93,44,117,43,64,36,129,3,12
2019-20,101107,MIL,687,68,13,18,12,39,6,20,6,36,0,6
2019-20,101108,OKC,4520,1232,323,583,111,304,253,80,566,108,225,10
2019-20,101133,WAS,1687,283,99,184,5,26,70,134,64,15,0,52
2019-20,101139,WAS,359,64,8,24,11,35,15,12,4,30,3,2
2019-20,101141,MIL,2147,414,96,176,50,137,72,154,38,147,3,30
2019-20,101150,LAC,4014,1185,280,621,111,315,292,116,444,213,120,10
2019-20,200746,SAS,3596,1001,330,636,61,157,158,374,286,174,9,82
2019-20,200752,SAS,3096,726,192,376,74,220,120,188,196,189,33,26
2019-20,200755,NOP,3445,917,106,234,180,397,165,172,40,504,36,2
2019-20,200757,HOU,941,92,22,37,15,54,3,26,18,45,0,8
2019-20,200765,LAL,2033,342,96,203,41,125,27,24,168,81,42,6
2019-20,200768,TOR,4399,1126,170,337,164,466,294,80,260,267,225,4
2019-20,200782,HOU,5241,500,70,127,107,299,39,102,38,318,3,28
2019-20,200794,DEN,2475,591,157,314,54,124,115,198,116,162,0,44
2019-20,200826,DAL,919,222,53,122,32,85,20,10,96,39,57,4
2019-20,201143,PHI,4164,798,220,426,99,283,61,270,170,291,6,42
2019-20,201144,UTA,2794,675,136,311,96,256,115,70,202,180,108,0
2019-20,201145,HOU,892,220,56,70,28,79,24,80,32,81,3,6
2019-20,201145,UTA,1136,233,41,91,34,104,49,50,32,96,6,6
2019-20,201147,SAC,73,5,2,3,0,1,1,4,0,0,0,0
2019-20,201149,LAC,113,14,4,8,0,0,6,8,0,0,0,0
2019-20,201152,CHI,3315,659,190,379,79,222,42,216,164,222,15,56
2019-20,201158,SAS,1865,361,56,136,67,178,48,100,12,180,21,2
2019-20,201162,LAL,736,68,6,18,18,42,2,10,2,54,0,2
2019-20,201163,BKN,1527,205,37,62,37,121,20,38,36,111,0,2
2019-20,201188,TOR,2420,331,62,131,57,148,36,82,42,171,0,6
2019-20,201229,MEM,495,62,2,7,17,41,7,4,0,51,0,0
2019-20,201229,POR,1174,129,13,28,30,89,13,22,4,87,3,2
2019-20,201229,SAC,168,9,1,2,2,15,1,2,0,6,0,0
2019-20,201565,DET,2691,904,324,606,45,147,121,112,536,87,48,12
2019-20,201566,HOU,4490,1553,549,1068,55,213,290,258,840,108,57,44
2019-20,201567,CLE,3655,987,181,337,146,390,187,212,150,408,30,22
2019-20,201568,OKC,3745,1160,180,378,178,439,266,178,182,459,75,10
2019-20,201569,HOU,2221,520,75,160,96,303,82,80,70,231,57,0
2019-20,201571,ORL,2895,599,114,260,70,201,161,44,184,132,78,0
2019-20,201572,MIL,3974,813,190,346,102,325,127,254,126,303,3,30
2019-20,201577,MIL,2051,357,112,194,35,105,28,130,94,105,0,26
2019-20,201580,LAL,2357,446,192,300,3,6,53,276,108,6,3,72
2019-20,201583,HOU,32,5,1,2,1,5,0,0,2,3,0,0
2019-20,201584,DAL,706,107,19,35,21,47,6,16,22,54,9,2
2019-20,201586,TOR,3085,845,273,488,70,182,89,436,110,210,0,76
2019-20,201587,CHA,998,79,14,32,14,49,9,6,22,39,3,8
2019-20,201588,MIL,2707,554,113,200,81,176,85,106,120,156,87,16
2019-20,201599,BKN,2580,465,191,287,0,0,83,284,98,0,0,82
2019-20,201601,HOU,60,5,2,3,0,2,1,0,4,0,0,2
2019-20,201609,MIA,3421,953,195,386,124,338,191,132,258,243,129,4
2019-20,201933,DET,1028,279,61,139,27,111,76,48,74,48,33,6
2019-20,201935,HOU,5268,2335,373,671,299,843,692,104,642,153,744,30
2019-20,201937,PHX,4256,847,209,476,78,216,195,116,302,204,30,8
2019-20,201939,GSW,313,104,21,33,12,49,26,14,28,24,12,4
2019-20,201942,SAS,4785,1504,548,1014,9,35,381,296,800,24,3,12
2019-20,201949,MIA,564,102,23,42,16,45,8,28,18,45,3,0
2019-20,201949,MIN,751,168,47,82,17,46,23,36,58,42,9,12
2019-20,201950,NOP,4536,1167,336,660,122,346,129,208,464,210,156,28
2019-20,201952,ATL,1102,193,58,135,10,30,47,24,92,18,12,0
2019-20,201952,MIN,2021,448,112,237,33,87,125,30,194,42,57,6
2019-20,201959,NYK,2061,379,163,272,4,14,41,236,90,12,0,56
2019-20,201960,HOU,336,54,11,17,5,20,17,12,10,12,3,0
2019-20,201960,SAS,281,33,6,16,3,13,12,10,2,9,0,0
2019-20,201961,NYK,1124,183,11,31,50,143,11,14,8,141,9,4
2019-20,201976,LAC,2782,405,67,135,80,206,31,40,94,228,12,8
2019-20,201980,LAL,3553,547,77,147,120,327,33,104,50,351,9,16
2019-20,201988,SAS,3144,767,104,195,154,403,97,106,102,360,102,0
2019-20,202066,BKN,3636,641,95,201,127,386,70,116,74,327,54,6
2019-20,202083,MIL,3572,494,59,125,108,297,52,72,46,303,21,4
2019-20,202323,ATL,547,62,25,62,0,5,12,20,30,0,0,2
2019-20,202324,NOP,2656,459,208,332,1,7,40,300,116,3,0,90
2019-20,202329,ORL,775,78,16,50,9,36,19,14,18,24,3,6
2019-20,202330,BOS,3636,909,265,478,85,222,124,258,272,213,42,32
2019-20,202331,LAC,2964,1033,186,401,157,381,190,126,246,306,165,8
2019-20,202334,UTA,602,51,22,46,0,0,7,24,20,0,0,18
2019-20,202335,LAC,1647,292,28,61,67,172,35,44,12,201,0,8
2019-20,202339,MIL,3636,911,260,488,74,215,169,166,354,102,120,12
2019-20,202340,LAL,2500,423,107,210,63,173,20,158,56,174,15,4
2019-20,202355,POR,4170,1040,432,695,4,7,164,558,306,12,0,232
2019-20,202357,SAC,4093,831,180,333,134,320,69,198,162,381,21,64
2019-20,202397,WAS,3814,740,246,520,62,169,62,84,408,138,48,2
2019-20,202498,BKN,203,24,4,10,4,13,4,6,2,12,0,0
2019-20,202681,BKN,1405,548,143,274,56,142,94,58,228,60,108,8
2019-20,202683,BOS,2007,469,198,341,1,7,70,186,210,3,0,118
2019-20,202684,CLE,3482,684,279,539,9,23,99,334,224,18,9,106
2019-20,202685,MEM,3885,1044,400,648,32,91,148,470,330,96,0,176
2019-20,202687,CHA,2003,393,151,278,0,0,91,252,50,0,0,32
2019-20,202688,CLE,501,79,9,22,19,64,4,2,16,33,24,2
2019-20,202688,DET,431,104,5,14,26,67,16,2,8,39,39,0
2019-20,202689,BOS,3586,1145,198,416,180,473,209,98,298,264,276,6
2019-20,202692,GSW,2884,773,160,377,84,224,201,152,168,183,69,8
2019-20,202692,PHI,750,220,45,90,32,77,34,22,68,54,42,10
2019-20,202693,DET,2016,486,100,200,75,189,61,126,74,225,0,8
2019-20,202693,LAL,426,74,15,30,13,39,5,20,10,33,6,6
2019-20,202694,LAC,1121,192,48,90,26,84,18,60,36,69,9,6
2019-20,202694,NYK,2797,841,165,372,116,264,163,96,234,267,81,14
2019-20,202695,LAC,3810,1543,409,808,123,325,356,232,586,231,138,26
2019-20,202696,ORL,4098,1215,395,744,98,289,131,568,222,291,3,76
2019-20,202697,BKN,481,54,13,31,8,33,4,20,6,21,3,2
2019-20,202699,PHI,5024,1411,422,816,131,357,174,404,440,339,54,46
2019-20,202704,DET,752,209,45,116,31,82,26,10,80,51,42,4
2019-20,202704,LAC,754,161,32,65,26,63,19,14,50,63,15,0
2019-20,202709,SAC,3557,458,115,253,56,159,60,50,180,150,18,10
2019-20,202710,MIA,3961,1157,316,639,29,119,438,254,378,48,39,26
2019-20,202711,UTA,4260,1275,229,478,189,457,250,232,226,486,81,12
2019-20,202718,ATL,122,14,1,4,4,14,0,0,2,12,0,2
2019-20,202722,WAS,3426,834,65,138,200,472,104,98,32,549,51,12
2019-20,202734,NOP,2158,466,123,270,63,167,31,112,134,180,9,8
2019-20,202738,WAS,1990,488,96,237,78,189,62,74,118,180,54,4
2019-20,202954,BOS,2820,487,125,260,37,102,126,108,142,99,12,8
2019-20,203076,LAL,4492,1618,479,878,72,218,444,554,404,213,3,106
2019-20,203077,CHA,306,48,13,36,5,17,7,16,10,15,0,6
2019-20,203077,DAL,247,12,4,10,0,3,4,8,0,0,0,0
2019-20,203078,WAS,4374,1741,423,822,170,481,385,318,528,324,186,20
2019-20,203079,LAL,346,83,24,43,7,30,14,18,30,18,3,0
2019-20,203079,MIA,84,28,2,9,8,17,0,2,2,18,6,0
2019-20,203081,POR,5204,1978,354,675,270,674,460,70,638,234,576,12
2019-20,203082,ORL,3865,1016,164,342,177,504,157,206,122,462,69,2
2019-20,203083,CLE,471,140,54,91,4,14,20,66,42,9,3,20
2019-20,203083,DET,3346,870,359,658,1,21,149,408,310,3,0,160
2019-20,203084,SAC,5126,1046,263,525,102,268,214,276,250,267,39,32
2019-20,203085,HOU,3429,596,115,231,96,270,78,62,168,204,84,2
2019-20,203086,MIA,2064,309,66,106,53,128,18,110,22,150,9,8
2019-20,203087,IND,2621,577,163,321,53,158,92,120,206,120,39,26
2019-20,203089,CLE,846,145,55,89,6,31,17,88,22,18,0,20
2019-20,203089,DET,369,76,32,46,2,5,6,46,18,6,0,14
2019-20,203090,LAC,2396,275,85,144,27,73,24,110,60,78,3,20
2019-20,203090,NYK,598,82,23,41,7,25,15,28,18,15,6,6
2019-20,203092,SAS,9,2,1,4,0,0,0,2,0,0,0,0
2019-20,203095,ORL,4232,1221,261,495,173,434,180,228,294,429,90,6
2019-20,203107,CHI,3881,644,173,352,64,199,106,118,228,174,18,12
2019-20,203109,MEM,2818,447,69,133,78,266,75,82,56,192,42,22
2019-20,203109,MIA,1133,237,22,36,57,128,22,36,8,153,18,6
2019-20,203110,GSW,2573,345,87,187,36,129,63,126,48,108,0,4
2019-20,203114,MIL,4043,1297,324,593,147,354,208,244,404,309,132,20
2019-20,203115,DEN,3856,874,224,450,108,288,102,176,272,228,96,42
2019-20,203118,PHI,2458,408,69,133,80,217,30,96,42,240,0,26
2019-20,203124,PHI,635,102,35,58,7,27,11,48,22,18,3,10
2019-20,203145,POR,2323,340,57,155,56,171,58,46,68,159,9,2
2019-20,203145,SAC,1202,257,59,135,28,73,55,68,50,81,3,2
2019-20,203200,IND,3781,603,74,155,134,331,53,114,34,393,9,2
2019-20,203210,LAC,2776,430,59,114,92,238,36,68,50,276,0,34
2019-20,203382,PHX,1950,481,124,213,59,168,56,182,66,177,0,34
