SEASON,PLAYER_ID,TEAM,START_DATE,END_DATE
2017-18,203092,MIL,2018-02-06,2018-04-11
2017-18,203109,CLE,2017-10-17,2018-02-07
2017-18,203109,UTA,2018-02-11,2018-04-11
2017-18,203186,LAC,2017-10-19,2018-01-24
2017-18,203186,DET,2018-02-01,2018-02-05
2017-18,203477,HOU,2017-10-25,2017-10-25
2017-18,203477,PHX,2017-12-16,2018-01-31
2017-18,203498,MIN,2017-10-18,2018-02-23
2017-18,203498,MIL,2018-03-05,2018-04-09
2017-18,203516,MEM,2017-10-18,2018-02-07
2017-18,203516,DET,2018-02-11,2018-04-11
2017-18,203580,PHI,2018-01-24,2018-01-29
2017-18,203580,NOP,2018-03-17,2018-04-04
2017-18,203901,ORL,2017-10-18,2018-02-06
2017-18,203901,PHX,2018-02-10,2018-03-26
2017-18,203903,LAL,2017-10-19,2018-02-06
2017-18,203903,CLE,2018-02-11,2018-04-11
2017-18,203917,PHI,2017-10-21,2017-12-04
2017-18,203917,BKN,2017-12-15,2018-04-11
2017-18,203918,UTA,2017-10-18,2018-02-07
2017-18,203918,CLE,2018-02-11,2018-04-06
2017-18,203926,NYK,2017-10-19,2018-02-06
2017-18,203926,DAL,2018-02-10,2018-04-08
2017-18,203930,BKN,2017-10-25,2017-12-04
2017-18,203930,MIL,2017-12-22,2018-02-28
2017-18,203930,LAC,2018-03-04,2018-03-20
2017-18,203930,CHI,2018-03-27,2018-04-11
2017-18,203943,POR,2017-11-01,2018-02-05
2017-18,203943,CHI,2018-02-14,2018-04-03
2017-18,203998,TOR,2017-10-21,2017-10-30
2017-18,203998,SAC,2018-02-26,2018-04-09
2017-18,204067,BOS,2018-01-23,2018-01-24
2017-18,204067,CHI,2018-03-05,2018-03-05
2017-18,1626143,PHI,2017-10-21,2017-11-07
2017-18,1626143,BKN,2017-12-15,2018-04-03
2017-18,1626144,DEN,2017-10-18,2018-02-05
2017-18,1626144,NYK,2018-02-11,2018-04-06
2017-18,1626173,MIL,2017-10-18,2018-02-04
2017-18,1626173,BKN,2018-02-06,2018-02-06
2017-18,1626173,ORL,2018-02-22,2018-03-03
2017-18,1626195,NYK,2017-10-19,2018-02-06
2017-18,1626195,CHA,2018-02-22,2018-04-10
2017-18,1626204,LAL,2017-10-19,2018-02-06
2017-18,1626204,CLE,2018-02-11,2018-04-11
2017-18,1626246,DET,2017-10-21,2018-01-27
2017-18,1626246,LAC,2018-02-22,2018-04-11
2017-18,1627362,HOU,2017-11-22,2018-01-12
2017-18,1627362,MEM,2018-03-15,2018-03-22
2017-18,1627743,HOU,2017-10-18,2017-12-03
2017-18,1627743,PHI,2018-03-21,2018-04-03
2017-18,1627744,LAC,2017-10-21,2017-12-18
2017-18,1627744,MEM,2018-02-24,2018-03-22
2017-18,1627770,CHI,2017-10-19,2017-12-11
2017-18,1627770,DET,2018-02-05,2018-04-11
2017-18,1627780,MIL,2017-10-23,2017-12-16
2017-18,1627780,LAL,2018-01-15,2018-04-11
2017-18,1627781,SAC,2017-10-18,2018-01-25
2017-18,1627781,TOR,2018-02-11,2018-02-11
2017-18,1627786,HOU,2017-10-21,2017-11-27
2017-18,1627786,NYK,2018-02-22,2018-03-31
2017-18,1627834,SAC,2017-10-29,2018-02-02
2017-18,1627834,POR,2018-04-05,2018-04-05
2017-18,1627883,NOP,2017-10-28,2017-12-11
2017-18,1627883,DAL,2018-01-22,2018-04-10
2017-18,1627884,PHX,2017-10-18,2017-11-24
2017-18,1627884,MIA,2018-01-05,2018-04-09
2017-18,1628455,PHX,2017-10-18,2017-12-20
2017-18,1628455,NOP,2018-01-30,2018-02-05
2017-18,1628499,DAL,2017-11-17,2017-12-18
2017-18,1628499,ATL,2018-04-04,2018-04-10
2017-18,1628502,LAL,2018-01-21,2018-01-28
2017-18,1628502,TOR,2018-03-11,2018-03-13
2017-18,1628502,SAC,2018-04-01,2018-04-11
2018-19,2199,PHX,2018-10-17,2018-10-31
2018-19,2199,LAL,2018-11-07,2019-03-24
2018-19,2200,SAS,2018-10-17,2019-02-24
2018-19,2200,MIL,2019-03-04,2019-03-10
2018-19,2594,CLE,2018-10-17,2018-11-26
2018-19,2594,UTA,2018-11-30,2019-03-29
2018-19,2772,PHX,2018-10-17,2018-12-13
2018-19,2772,WAS,2018-12-18,2019-03-26
2018-19,101139,TOR,2018-10-17,2019-02-05
2018-19,101139,MEM,2019-02-09,2019-03-16
2018-19,201147,PHI,2019-01-15,2019-02-02
2018-19,201147,SAC,2019-02-21,2019-04-10
2018-19,201160,WAS,2018-10-18,2018-12-05
2018-19,201160,MIL,2018-12-10,2019-01-16
2018-19,201160,NOP,2019-03-12,2019-03-15
2018-19,201163,PHI,2018-11-03,2019-01-31
2018-19,201163,LAC,2019-03-11,2019-04-10
2018-19,201188,MEM,2018-10-17,2019-02-03
2018-19,201188,TOR,2019-02-09,2019-04-09
2018-19,201583,PHX,2018-10-17,2018-12-04
2018-19,201583,MIA,2019-02-11,2019-04-09
2018-19,201584,NYK,2018-12-03,2019-01-27
2018-19,201584,DAL,2019-02-08,2019-04-10
2018-19,201588,CLE,2018-10-17,2018-12-05
2018-19,201588,MIL,2018-12-10,2019-04-10
2018-19,201599,DAL,2018-10-17,2019-01-30
2018-19,201599,NYK,2019-02-03,2019-03-28
2018-19,201961,MIA,2018-11-03,2019-02-01
2018-19,201961,DET,2019-02-11,2019-04-10
2018-19,202066,MEM,2018-10-17,2019-01-25
2018-19,202066,LAC,2019-02-09,2019-04-10
2018-19,202083,DAL,2018-10-17,2019-01-30
2018-19,202083,NYK,2019-02-03,2019-02-05
2018-19,202083,IND,2019-02-11,2019-04-07
2018-19,202325,NOP,2018-10-26,2019-02-02
2018-19,202325,WAS,2019-02-08,2019-03-31
2018-19,202328,TOR,2018-10-22,2019-02-05
2018-19,202328,BOS,2019-03-24,2019-03-30
2018-19,202328,PHI,2019-04-06,2019-04-10
2018-19,202340,LAC,2018-10-17,2019-02-05
2018-19,202340,MEM,2019-02-09,2019-03-16
2018-19,202391,ATL,2018-10-17,2019-02-10
2018-19,202391,TOR,2019-02-13,2019-04-09
2018-19,202683,NYK,2018-10-17,2019-02-01
2018-19,202683,POR,2019-02-21,2019-04-09
2018-19,202685,TOR,2018-10-17,2018-12-12
2018-19,202685,MEM,2019-02-12,2019-03-31
2018-19,202688,HOU,2018-12-13,2019-01-11
2018-19,202688,CLE,2019-02-09,2019-04-09
2018-19,202692,UTA,2018-10-17,2018-11-26
2018-19,202692,CLE,2018-11-30,2019-02-05
2018-19,202692,SAC,2019-02-08,2019-04-02
2018-19,202693,WAS,2018-10-18,2018-12-26
2018-19,202693,OKC,2019-02-22,2019-04-10
2018-19,202697,SAC,2018-10-17,2019-02-04
2018-19,202697,HOU,2019-02-09,2019-04-07
2018-19,202699,LAC,2018-10-17,2019-02-05
2018-19,202699,PHI,2019-02-08,2019-04-09
2018-19,202702,BKN,2018-10-20,2019-01-11
2018-19,202702,HOU,2019-01-21,2019-04-07
2018-19,202703,NOP,2018-10-17,2019-01-23
2018-19,202703,MIL,2019-02-21,2019-03-19
2018-19,202710,MIN,2018-10-17,2018-11-09
2018-19,202710,PHI,2018-11-14,2019-04-09
2018-19,202714,MEM,2018-10-17,2019-02-05
2018-19,202714,CHA,2019-02-11,2019-03-31
2018-19,203084,DAL,2018-10-26,2019-02-06
2018-19,203084,SAC,2019-02-08,2019-04-10
2018-19,203085,WAS,2018-10-18,2018-12-14
2018-19,203085,HOU,2018-12-25,2019-04-09
2018-19,203092,ATL,2019-03-09,2019-03-13
2018-19,203092,MEM,2019-04-05,2019-04-10
2018-19,203098,WAS,2019-02-02,2019-02-09
2018-19,203098,NYK,2019-02-11,2019-04-10
2018-19,203118,LAC,2018-10-17,2019-02-05
2018-19,203118,PHI,2019-02-08,2019-04-10
2018-19,203200,CHI,2018-10-18,2019-01-02
2018-19,203200,MEM,2019-01-05,2019-04-10
2018-19,203210,MEM,2018-10-17,2019-02-03
2018-19,203210,LAC,2019-02-09,2019-04-10
2018-19,203263,MIN,2018-10-26,2019-01-04
2018-19,203263,HOU,2019-01-16,2019-01-19
2018-19,203477,PHX,2018-10-17,2018-11-27
2018-19,203477,MIN,2019-01-30,2019-02-13
2018-19,203477,MIL,2019-02-25,2019-03-02
2018-19,203487,HOU,2018-10-17,2018-12-19
2018-19,203487,ORL,2019-03-17,2019-04-10
2018-19,203488,PHI,2018-10-23,2019-02-05
2018-19,203488,LAL,2019-02-10,2019-04-09
2018-19,203490,WAS,2018-10-18,2019-02-04
2018-19,203490,CHI,2019-02-08,2019-03-17
2018-19,203493,DET,2018-10-20,2019-02-05
2018-19,203493,LAL,2019-02-10,2019-04-02
2018-19,203496,PHI,2018-10-16,2018-11-09
2018-19,203496,MIN,2018-11-14,2018-12-31
2018-19,203501,NYK,2018-10-17,2019-01-30
2018-19,203501,DAL,2019-02-06,2019-03-20
2018-19,203504,NYK,2018-10-17,2019-01-30
2018-19,203504,DAL,2019-02-06,2019-04-10
2018-19,203516,HOU,2018-10-17,2019-02-06
2018-19,203516,PHI,2019-02-08,2019-04-03
2018-19,203521,MIL,2018-10-19,2018-12-05
2018-19,203521,CLE,2018-12-10,2019-03-06
2018-19,203613,ORL,2018-10-17,2019-01-29
2018-19,203613,PHI,2019-02-10,2019-04-10
2018-19,203917,POR,2018-10-18,2019-01-26
2018-19,203917,CLE,2019-02-11,2019-04-09
2018-19,203918,CLE,2018-10-17,2019-02-02
2018-19,203918,POR,2019-02-07,2019-04-09
2018-19,203953,CHI,2018-10-18,2019-01-30
2018-19,203953,WAS,2019-02-08,2019-04-03
2018-19,203961,PHX,2018-12-31,2018-12-31
2018-19,203961,TOR,2019-03-14,2019-04-09
2018-19,203967,PHI,2018-10-16,2018-11-09
2018-19,203967,MIN,2018-11-14,2019-04-10
2018-19,204020,MIA,2018-10-17,2019-02-05
2018-19,204020,PHX,2019-02-08,2019-03-13
2018-19,204025,NOP,2018-10-19,2019-02-14
2018-19,204025,MIL,2019-03-19,2019-04-10
2018-19,1626150,MEM,2018-10-27,2018-10-27
2018-19,1626150,CLE,2018-11-10,2018-11-30
2018-19,1626150,NOP,2018-12-05,2018-12-21
2018-19,1626153,TOR,2018-10-24,2019-02-05
2018-19,1626153,MEM,2019-02-09,2019-04-10
2018-19,1626155,CLE,2018-10-17,2018-11-05
2018-19,1626155,WAS,2018-12-10,2019-04-09
2018-19,1626162,WAS,2018-10-18,2018-12-14
2018-19,1626162,PHX,2018-12-19,2019-03-16
2018-19,1626166,CHI,2018-10-18,2019-01-02
2018-19,1626166,CLE,2019-01-08,2019-01-23
2018-19,1626169,DET,2018-10-20,2019-02-05
2018-19,1626169,NOP,2019-02-08,2019-04-03
2018-19,1626171,CHI,2018-10-18,2019-02-02
2018-19,1626171,WAS,2019-02-08,2019-04-09
2018-19,1626174,MIL,2018-10-17,2019-03-02
2018-19,1626174,NOP,2019-03-24,2019-04-09
2018-19,1626246,LAC,2018-10-17,2019-02-03
2018-19,1626246,PHI,2019-02-08,2019-04-10
2018-19,1627737,HOU,2018-10-30,2019-02-02
2018-19,1627737,CLE,2019-02-08,2019-04-09
2018-19,1627740,DET,2018-10-27,2018-12-10
2018-19,1627740,NYK,2019-02-24,2019-04-10
2018-19,1627746,SAC,2018-10-19,2019-02-06
2018-19,1627746,POR,2019-02-13,2019-04-10
2018-19,1627748,MIL,2018-10-26,2019-01-21
2018-19,1627748,DET,2019-02-08,2019-04-10
2018-19,1627758,NYK,2018-10-17,2018-12-09
2018-19,1627758,WAS,2018-12-22,2019-01-06
2018-19,1627775,CLE,2019-01-02,2019-01-05
2018-19,1627775,TOR,2019-01-17,2019-03-28
2018-19,1627782,MEM,2018-10-17,2019-01-02
2018-19,1627782,CHI,2019-01-06,2019-04-10
2018-19,1627789,OKC,2018-10-28,2019-01-21
2018-19,1627789,CHI,2019-02-06,2019-04-10
2018-19,1627826,LAL,2018-10-22,2019-02-05
2018-19,1627826,LAC,2019-02-09,2019-04-10
2018-19,1628249,BKN,2019-01-25,2019-02-04
2018-19,1628249,MIN,2019-04-09,2019-04-09
2018-19,1628372,DAL,2018-10-17,2019-01-30
2018-19,1628372,NYK,2019-02-03,2019-04-09
2018-19,1628382,SAC,2018-10-17,2019-02-04
2018-19,1628382,DAL,2019-02-08,2019-04-10
2018-19,1628393,PHX,2018-12-11,2019-02-13
2018-19,1628393,OKC,2019-04-10,2019-04-10
2018-19,1628403,POR,2018-10-20,2019-01-30
2018-19,1628403,SAC,2019-04-02,2019-04-10
2018-19,1628416,ATL,2018-10-17,2019-02-01
2018-19,1628416,MEM,2019-02-13,2019-04-10
2018-19,1629004,LAL,2018-10-22,2019-02-05
2018-19,1629004,DET,2019-02-08,2019-03-13
2018-19,1629013,PHI,2018-10-16,2019-02-05
2018-19,1629013,LAC,2019-02-09,2019-04-10
2018-19,1629034,DAL,2018-10-17,2018-10-17
2018-19,1629034,PHX,2019-03-09,2019-04-09
2018-19,1629168,ATL,2019-03-03,2019-03-19
2018-19,1629168,SAC,2019-04-10,2019-04-10
2019-20,2772,SAC,2019-10-23,2020-01-15
2019-20,2772,POR,2020-01-23,2020-03-10
2019-20,101107,CHA,2019-10-23,2020-02-03
2019-20,101107,MIL,2020-02-12,2020-08-13
2019-20,201145,UTA,2019-10-23,2019-12-23
2019-20,201145,HOU,2020-02-20,2020-08-14
2019-20,201229,POR,2019-10-23,2020-01-17
2019-20,201229,SAC,2020-01-22,2020-02-12
2019-20,201229,MEM,2020-03-02,2020-08-13
2019-20,201949,MIA,2019-11-03,2020-02-01
2019-20,201949,MIN,2020-02-08,2020-03-10
2019-20,201952,MIN,2019-10-23,2020-01-15
2019-20,201952,ATL,2020-01-18,2020-03-11
2019-20,201960,SAS,2019-11-01,2020-01-08
2019-20,201960,HOU,2020-02-20,2020-08-14
2019-20,202688,CLE,2019-11-01,2020-01-14
2019-20,202688,DET,2020-02-10,2020-03-11
2019-20,202692,GSW,2019-10-30,2020-02-03
2019-20,202692,PHI,2020-02-11,2020-08-14
2019-20,202693,DET,2019-10-23,2020-02-12
2019-20,202693,LAL,2020-02-25,2020-08-13
2019-20,202694,NYK,2019-10-23,2020-02-03
2019-20,202694,LAC,2020-02-09,2020-08-12
2019-20,202704,DET,2019-10-23,2020-02-12
2019-20,202704,LAC,2020-02-22,2020-08-14
2019-20,203077,CHA,2019-10-25,2020-01-10
2019-20,203077,DAL,2020-02-21,2020-08-13
2019-20,203079,MIA,2020-01-24,2020-01-28
2019-20,203079,LAL,2020-07-30,2020-08-13
2019-20,203083,DET,2019-10-23,2020-02-05
2019-20,203083,CLE,2020-02-09,2020-03-10
2019-20,203089,CLE,2019-10-26,2020-02-05
2019-20,203089,DET,2020-02-08,2020-03-08
2019-20,203090,LAC,2019-10-22,2020-02-05
2019-20,203090,NYK,2020-02-12,2020-03-11
2019-20,203109,MEM,2019-10-23,2020-02-03
2019-20,203109,MIA,2020-02-09,2020-08-12
2019-20,203145,POR,2019-10-23,2020-01-17
2019-20,203145,SAC,2020-01-22,2020-08-06
2019-20,203458,ATL,2019-10-24,2020-01-24
2019-20,203458,SAC,2020-02-22,2020-08-13
2019-20,203459,ATL,2019-11-14,2020-01-14
2019-20,203459,MIN,2020-01-20,2020-02-21
2019-20,203473,SAC,2019-10-23,2020-02-03
2019-20,203473,ATL,2020-02-09,2020-03-11
2019-20,203476,MIN,2019-10-25,2020-02-05
2019-20,203476,MEM,2020-02-12,2020-08-13
2019-20,203496,MIN,2019-10-23,2020-02-03
2019-20,203496,HOU,2020-02-06,2020-08-14
2019-20,203504,PHI,2019-11-08,2020-02-03
2019-20,203504,DAL,2020-07-31,2020-08-13
2019-20,203516,PHI,2019-10-23,2020-02-03
2019-20,203516,ORL,2020-02-10,2020-08-13
2019-20,203524,MEM,2019-10-27,2020-02-03
2019-20,203524,MIA,2020-02-20,2020-08-14
2019-20,203584,LAL,2019-10-22,2020-02-29
2019-20,203584,DEN,2020-03-09,2020-08-14
2019-20,203894,MIN,2019-10-23,2020-02-03
2019-20,203894,WAS,2020-02-07,2020-08-07
2019-20,203895,WAS,2019-10-23,2020-01-26
2019-20,203895,DEN,2020-02-10,2020-02-28
2019-20,203895,DET,2020-03-04,2020-03-11
2019-20,203903,CLE,2019-10-23,2019-12-20
2019-20,203903,UTA,2019-12-26,2020-08-13
2019-20,203922,GSW,2019-10-24,2020-02-03
2019-20,203922,PHI,2020-02-09,2020-08-11
2019-20,203943,MIN,2019-10-23,2020-01-27
2019-20,203943,DEN,2020-02-12,2020-08-14
2019-20,203952,MIN,2019-10-23,2020-02-05
2019-20,203952,GSW,2020-02-08,2020-03-10
2019-20,203953,ATL,2019-10-24,2020-01-03
2019-20,203953,SAC,2020-02-20,2020-08-13
2019-20,203957,UTA,2019-11-18,2019-12-09
2019-20,203957,CLE,2019-12-27,2020-02-24
2019-20,203998,MEM,2019-10-23,2020-01-12
2019-20,203998,HOU,2020-02-20,2020-08-14
2019-20,204020,PHX,2019-10-23,2020-02-02
2019-20,204020,BKN,2020-07-31,2020-08-13
2019-20,1626156,GSW,2019-10-24,2020-02-05
2019-20,1626156,MIN,2020-02-10,2020-03-10
2019-20,1626161,GSW,2019-10-30,2020-01-22
2019-20,1626161,DAL,2020-01-28,2020-03-11
2019-20,1626203,MIN,2019-10-23,2020-01-15
2019-20,1626203,ATL,2020-01-18,2020-03-11
2019-20,1627733,MIL,2019-11-23,2020-01-24
2019-20,1627733,GSW,2020-02-23,2020-03-10
2019-20,1627736,DEN,2019-10-23,2020-02-04
2019-20,1627736,MIN,2020-02-08,2020-03-10
2019-20,1627784,MEM,2020-03-02,2020-03-07
2019-20,1627784,WAS,2020-08-09,2020-08-13
2019-20,1627823,DEN,2019-10-31,2020-02-04
2019-20,1627823,MIN,2020-02-08,2020-03-10
2019-20,1628395,MIN,2019-10-25,2020-02-03
2019-20,1628395,MEM,2020-02-24,2020-02-26
2019-20,1628403,SAC,2019-10-23,2020-01-10
2019-20,1628403,POR,2020-01-23,2020-03-10
2019-20,1628413,PHI,2019-10-30,2020-01-25
2019-20,1628413,PHX,2020-02-12,2020-02-22
2019-20,1628476,LAC,2019-10-28,2020-01-22
2019-20,1628476,DET,2020-02-25,2020-03-01
2019-20,1628778,ATL,2020-01-08,2020-01-12
2019-20,1628778,TOR,2020-01-31,2020-08-14
2019-20,1628966,MIN,2019-11-15,2020-02-03
2019-20,1628966,DEN,2020-02-08,2020-08-14
2019-20,1628980,GSW,2019-10-24,2020-02-05
2019-20,1628980,MIN,2020-02-08,2020-02-24
2019-20,1629010,LAC,2019-10-24,2020-02-05
2019-20,1629010,WAS,2020-02-09,2020-08-13
2019-20,1629020,DEN,2019-10-31,2020-02-04
2019-20,1629020,MIN,2020-02-08,2020-02-12
2019-20,1629076,CLE,2019-10-26,2020-01-28
2019-20,1629076,DEN,2020-08-06,2020-08-14
2019-20,1629109,HOU,2019-11-15,2019-12-31
2019-20,1629109,ORL,2020-01-15,2020-08-13
2019-20,1629117,SAC,2019-10-23,2020-01-10
2019-20,1629117,POR,2020-01-31,2020-08-09
2019-20,1629185,WAS,2019-10-23,2019-12-14
2019-20,1629185,BKN,2020-01-18,2020-08-11
2019-20,1629743,DET,2020-02-25,2020-03-11
2019-20,1629743,BKN,2020-07-31,2020-08-11
2020-21,101150,LAC,2020-12-22,2021-03-24
2020-21,101150,ATL,2021-04-01,2021-05-16
2020-21,200746,SAS,2020-12-23,2021-03-01
2020-21,200746,BKN,2021-04-01,2021-04-10
2020-21,200755,NOP,2020-12-23,2021-03-03
2020-21,200755,DAL,2021-04-12,2021-05-11
2020-21,200765,ATL,2020-12-28,2021-03-22
2020-21,200765,LAC,2021-04-04,2021-05-14
2020-21,200782,HOU,2020-12-26,2021-03-03
2020-21,200782,MIL,2021-03-20,2021-05-15
2020-21,201565,DET,2020-12-23,2021-01-30
2020-21,201565,NYK,2021-02-09,2021-05-16
2020-21,201571,MIL,2020-12-25,2021-03-15
2020-21,201571,HOU,2021-03-19,2021-05-16
2020-21,201580,CLE,2020-12-23,2021-03-22
2020-21,201580,DEN,2021-04-04,2021-05-16
2020-21,201588,OKC,2020-12-26,2021-01-24
2020-21,201588,PHI,2021-04-19,2021-05-16
2020-21,201933,DET,2020-12-23,2021-02-12
2020-21,201933,BKN,2021-03-21,2021-05-16
2020-21,201935,HOU,2020-12-26,2021-01-12
2020-21,201935,BKN,2021-01-16,2021-05-15
2020-21,201949,DAL,2020-12-23,2021-03-11
2020-21,201949,NOP,2021-04-01,2021-05-16
2020-21,201952,BOS,2020-12-23,2021-03-24
2020-21,201952,MIL,2021-04-02,2021-05-16
2020-21,202326,HOU,2020-12-31,2021-02-17
2020-21,202326,LAC,2021-04-06,2021-05-14
2020-21,202329,ORL,2021-02-09,2021-03-24
2020-21,202329,CHI,2021-03-27,2021-05-03
2020-21,202340,MIA,2020-12-25,2021-02-03
2020-21,202340,HOU,2021-03-29,2021-05-05
2020-21,202357,SAC,2020-12-23,2021-03-22
2020-21,202357,MIA,2021-03-29,2021-05-16
2020-21,202696,ORL,2020-12-23,2021-03-24
2020-21,202696,CHI,2021-03-27,2021-05-15
2020-21,202709,SAC,2020-12-23,2021-03-24
2020-21,202709,DET,2021-03-26,2021-05-16
2020-21,202954,GSW,2020-12-22,2021-03-20
2020-21,202954,CHA,2021-03-28,2021-05-09
2020-21,203083,CLE,2020-12-23,2021-02-12
2020-21,203083,LAL,2021-03-31,2021-05-16
2020-21,203085,NYK,2020-12-31,2021-02-13
2020-21,203085,DEN,2021-04-21,2021-05-16
2020-21,203090,MIA,2020-12-23,2021-03-11
2020-21,203090,SAC,2021-03-27,2021-05-14
2020-21,203095,ORL,2020-12-23,2021-03-24
2020-21,203095,BOS,2021-03-29,2021-05-15
2020-21,203458,TOR,2020-12-29,2021-01-11
2020-21,203458,WAS,2021-01-24,2021-05-16
2020-21,203463,HOU,2021-01-08,2021-04-02
2020-21,203463,LAL,2021-04-08,2021-05-16
2020-21,203476,MEM,2020-12-23,2021-02-28
2020-21,203476,SAS,2021-03-31,2021-05-16
2020-21,203482,MIA,2020-12-23,2021-03-23
2020-21,203482,HOU,2021-03-27,2021-05-16
2020-21,203490,CHI,2020-12-23,2021-03-24
2020-21,203490,ORL,2021-03-28,2021-04-01
2020-21,203506,IND,2020-12-23,2021-01-11
2020-21,203506,HOU,2021-01-18,2021-03-21
2020-21,203506,MIA,2021-04-01,2021-04-08
2020-21,203658,BKN,2021-02-06,2021-02-10
2020-21,203658,SAC,2021-02-25,2021-02-25
2020-21,203658,NYK,2021-04-03,2021-05-07
2020-21,203914,DEN,2020-12-23,2021-02-17
2020-21,203914,ORL,2021-04-09,2021-05-16
2020-21,203918,POR,2020-12-23,2021-03-23
2020-21,203918,TOR,2021-03-26,2021-05-08
2020-21,203920,ORL,2020-12-23,2021-04-07
2020-21,203920,TOR,2021-04-11,2021-05-16
2020-21,203932,ORL,2020-12-23,2021-03-24
2020-21,203932,DEN,2021-03-28,2021-05-16
2020-21,203953,SAC,2021-02-20,2021-03-15
2020-21,203953,BOS,2021-04-17,2021-05-16
2020-21,1626153,DET,2020-12-23,2021-03-24
2020-21,1626153,SAC,2021-03-27,2021-05-16
2020-21,1626181,TOR,2020-12-23,2021-03-24
2020-21,1626181,POR,2021-03-26,2021-05-16
2020-21,1626188,LAL,2020-12-22,2021-02-18
2020-21,1626188,CLE,2021-03-12,2021-03-26
2020-21,1627745,PHX,2020-12-23,2021-02-22
2020-21,1627745,LAL,2021-02-28,2021-03-20
2020-21,1627745,SAC,2021-04-12,2021-05-16
2020-21,1627747,BKN,2020-12-22,2021-01-12
2020-21,1627747,IND,2021-03-13,2021-05-16
2020-21,1627752,BKN,2020-12-22,2021-01-12
2020-21,1627752,CLE,2021-01-20,2021-04-21
2020-21,1627812,CLE,2021-01-11,2021-01-12
2020-21,1627812,LAC,2021-04-21,2021-05-16
2020-21,1627885,UTA,2020-12-23,2021-02-22
2020-21,1627885,DEN,2021-04-16,2021-05-16
2020-21,1628372,NYK,2020-12-26,2021-01-17
2020-21,1628372,DET,2021-02-11,2021-04-10
2020-21,1628382,OKC,2020-12-29,2021-04-03
2020-21,1628382,MIL,2021-05-16,2021-05-16
2020-21,1628386,BKN,2020-12-22,2021-01-12
2020-21,1628386,CLE,2021-01-20,2021-05-16
2020-21,1628391,MIL,2020-12-23,2021-03-11
2020-21,1628391,HOU,2021-03-19,2021-05-01
2020-21,1628392,DEN,2020-12-23,2021-03-21
2020-21,1628392,CLE,2021-03-29,2021-05-07
2020-21,1628395,WAS,2021-01-24,2021-04-23
2020-21,1628395,GSW,2021-05-14,2021-05-14
2020-21,1628396,PHI,2020-12-27,2021-03-23
2020-21,1628396,OKC,2021-03-29,2021-05-16
2020-21,1628411,DAL,2020-12-25,2021-03-21
2020-21,1628411,NOP,2021-03-29,2021-05-12
2020-21,1628414,NOP,2020-12-29,2021-03-14
2020-21,1628414,ORL,2021-05-05,2021-05-16
2020-21,1628436,CHI,2021-01-01,2021-03-22
2020-21,1628436,BOS,2021-03-27,2021-05-16
2020-21,1628464,BOS,2020-12-23,2021-03-24
2020-21,1628464,CHI,2021-03-29,2021-05-11
2020-21,1628470,MIL,2020-12-25,2021-03-11
2020-21,1628470,PHX,2021-03-21,2021-05-16
2020-21,1628972,WAS,2020-12-23,2021-03-23
2020-21,1628972,CHI,2021-03-27,2021-04-19
2020-21,1628976,CHI,2020-12-23,2021-03-24
2020-21,1628976,ORL,2021-03-28,2021-05-14
2020-21,1628977,OKC,2020-12-26,2021-02-24
2020-21,1628977,DET,2021-03-26,2021-05-16
2020-21,1628990,CHI,2020-12-23,2021-02-05
2020-21,1628990,WAS,2021-03-29,2021-05-16
2020-21,1629004,DET,2020-12-23,2021-03-11
2020-21,1629004,OKC,2021-03-18,2021-05-14
2020-21,1629018,POR,2020-12-23,2021-03-23
2020-21,1629018,TOR,2021-03-26,2021-05-11
2020-21,1629021,WAS,2020-12-23,2021-03-23
2020-21,1629021,BOS,2021-03-26,2021-04-15
2020-21,1629021,ORL,2021-04-28,2021-05-16
2020-21,1629056,TOR,2020-12-23,2021-03-24
2020-21,1629056,SAC,2021-03-27,2021-05-16
2020-21,1629066,BKN,2020-12-22,2021-01-10
2020-21,1629066,HOU,2021-01-16,2021-02-28
2020-21,1629066,MIL,2021-04-09,2021-04-24
2020-21,1629076,BKN,2021-02-25,2021-03-03
2020-21,1629076,DET,2021-03-19,2021-05-16
2020-21,1629109,ORL,2020-12-27,2021-03-23
2020-21,1629109,DEN,2021-04-06,2021-04-07
2020-21,1629109,PHI,2021-05-14,2021-05-16
2020-21,1629244,SAS,2021-03-27,2021-03-31
2020-21,1629244,HOU,2021-05-14,2021-05-16
2020-21,1629610,SAC,2021-02-12,2021-04-02
2020-21,1629610,HOU,2021-04-09,2021-05-10
2020-21,1629649,NYK,2020-12-27,2021-01-17
2020-21,1629649,PHI,2021-04-04,2021-04-04
2020-21,1629649,ORL,2021-05-03,2021-05-16
2020-21,1629655,CHI,2020-12-23,2021-03-24
2020-21,1629655,WAS,2021-03-27,2021-05-16
2020-21,1629662,LAC,2020-12-22,2021-03-20
2020-21,1629662,CLE,2021-04-10,2021-05-16
2020-21,1629735,MIA,2020-12-25,2021-03-19
2020-21,1629735,SAC,2021-03-29,2021-04-20
2020-21,1629740,NOP,2020-12-23,2021-03-23
2020-21,1629740,DAL,2021-03-29,2021-05-16
2020-21,1629744,TOR,2020-12-23,2021-03-24
2020-21,1629744,UTA,2021-03-27,2021-05-16
2020-21,1629750,BOS,2020-12-25,2021-03-22
2020-21,1629750,CHI,2021-03-27,2021-05-16
2020-21,1630181,DEN,2020-12-28,2021-03-24
2020-21,1630181,ORL,2021-03-28,2021-05-14
