SEASON,MINUTES_ON,PLAYER_NAME,PLAYER_ID,TEAM_ID,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,TIME_OF_POSS,TEAM,OFF_POSS,BALL_HOG%,AGE,EXP,POS_EST
2020-21,849,Cody Martin,1628998,1610612766,14.641,47.7,CHA,1705,11.5,25,1,2.82
2019-20,903,Cody Martin,1628998,1610612766,15.316,55.2,CHA,1796,12.0,24,0,2.78
2022-23,134,Cody Martin,1628998,1610612766,14.33,6.4,CHA,279,9.6,27,3,2.59
2021-22,1805,Grayson Allen,1628960,1610612749,14.044,61.5,MIL,3727,7.0,26,3,2.07
2020-21,1259,Grayson Allen,1628960,1610612763,14.271,67.8,MEM,2627,10.9,25,2,2.08
2019-20,718,Grayson Allen,1628960,1610612763,13.91,39.2,MEM,1540,11.0,24,1,2.2
2018-19,416,Grayson Allen,1628960,1610612762,14.361,35.3,UTA,865,17.1,23,0,1.67
2022-23,1972,Grayson Allen,1628960,1610612749,14.271,99.6,MIL,4107,10.2,27,4,2.18
2021-22,1875,Grant Williams,1629684,1610612738,15.141,55.4,BOS,3744,5.9,23,2,4.0
2020-21,1138,Grant Williams,1629684,1610612738,14.681,41.5,BOS,2319,7.3,22,1,3.94
2019-20,1043,Grant Williams,1629684,1610612738,14.541,40.0,BOS,2168,7.6,21,0,3.66
2022-23,2039,Grant Williams,1629684,1610612738,15.104,70.8,BOS,4148,6.8,24,3,3.99
2021-22,355,Cody Zeller,203469,1610612757,14.643,13.8,POR,728,7.8,29,8,5.0
2020-21,1005,Cody Zeller,203469,1610612766,14.54,45.2,CHA,2061,9.0,28,7,5.0
2019-20,1341,Cody Zeller,203469,1610612766,15.6,74.0,CHA,2672,10.7,27,6,5.0
2018-19,1243,Cody Zeller,203469,1610612766,14.387,66.2,CHA,2564,10.8,26,5,5.0
2017-18,627,Cody Zeller,203469,1610612766,14.99,16.4,CHA,1265,5.2,25,4,5.0
2016-17,1726,Cody Zeller,203469,1610612766,15.145,47.4,CHA,3406,5.5,24,3,4.73
2015-16,1774,Cody Zeller,203469,1610612766,15.032,46.7,CHA,3526,5.3,23,2,4.73
2014-15,1487,Cody Zeller,203469,1610612766,15.762,72.7,CHA,2856,9.7,22,1,4.45
2013-14,1417,Cody Zeller,203469,1610612766,15.415,79.5,CHA,2774,11.2,21,0,4.45
2022-23,205,Cody Zeller,203469,1610612748,15.421,10.2,MIA,433,9.2,30,9,5.0
2021-22,371,Gorgui Dieng,203476,1610612737,15.031,19.5,ATL,749,10.4,32,8,5.0
2020-21,181,Gorgui Dieng,203476,1610612759,15.072,10.9,SAS,375,11.6,31,7,5.0
2020-21,371,Gorgui Dieng,203476,1610612763,14.873,17.5,MEM,765,9.2,31,7,5.0
2019-20,318,Gorgui Dieng,203476,1610612763,14.152,15.3,MEM,673,9.6,30,6,4.88
2019-20,778,Gorgui Dieng,203476,1610612750,14.759,45.4,MIN,1607,11.5,30,6,5.0
2018-19,1031,Gorgui Dieng,203476,1610612750,14.658,58.2,MIN,2127,11.2,29,5,4.98
2017-18,1333,Gorgui Dieng,203476,1610612750,15.621,59.2,MIN,2668,8.5,28,4,4.71
2016-17,2653,Gorgui Dieng,203476,1610612750,15.715,97.5,MIN,5198,7.2,27,3,4.18
2015-16,2220,Gorgui Dieng,203476,1610612750,15.291,92.6,MIN,4363,8.3,26,2,4.47
2014-15,2193,Gorgui Dieng,203476,1610612750,15.513,86.8,MIN,4295,7.8,25,1,4.88
2013-14,818,Gorgui Dieng,203476,1610612750,14.859,31.5,MIN,1650,7.7,24,0,5.0
2022-23,335,Gorgui Dieng,203476,1610612759,14.56,20.9,SAS,752,11.5,33,9,4.71
2021-22,1564,Gordon Hayward,202330,1610612766,14.014,121.0,CHA,3274,15.8,32,11,3.12
2020-21,1496,Gordon Hayward,202330,1610612766,14.282,131.8,CHA,3092,17.9,31,10,3.17
2019-20,1740,Gordon Hayward,202330,1610612738,14.311,147.3,BOS,3636,17.0,30,9,3.11
2018-19,1863,Gordon Hayward,202330,1610612738,13.965,144.4,BOS,3887,16.0,29,8,3.64
2017-18,5,Gordon Hayward,202330,1610612738,14.182,0.2,BOS,11,7.7,28,7,3.0
2016-17,2516,Gordon Hayward,202330,1610612762,16.303,254.7,UTA,4774,19.6,27,6,2.51
2015-16,2893,Gordon Hayward,202330,1610612762,16.444,299.2,UTA,5503,19.8,26,5,2.94
2014-15,2618,Gordon Hayward,202330,1610612762,16.294,291.3,UTA,4945,21.7,25,4,2.7
2013-14,2800,Gordon Hayward,202330,1610612762,16.382,294.9,UTA,5339,20.2,24,3,2.43
2022-23,1577,Gordon Hayward,202330,1610612766,14.036,119.6,CHA,3328,15.4,33,12,2.99
2021-22,90,Goran Dragic,201609,1610612761,14.124,12.7,TOR,186,29.0,36,13,1.39
2021-22,408,Goran Dragic,201609,1610612751,14.491,68.4,BKN,849,33.4,36,13,1.33
2020-21,1337,Goran Dragic,201609,1610612748,14.855,216.8,MIA,2683,32.6,35,12,1.33
2019-20,1663,Goran Dragic,201609,1610612748,14.593,314.3,MIA,3421,37.8,34,11,1.29
2018-19,991,Goran Dragic,201609,1610612748,14.38,147.3,MIA,2074,29.6,33,10,1.0
2017-18,2378,Goran Dragic,201609,1610612748,15.304,449.8,MIA,4746,37.2,32,9,1.49
2016-17,2460,Goran Dragic,201609,1610612748,15.671,546.6,MIA,4871,43.0,31,8,1.42
2015-16,2363,Goran Dragic,201609,1610612748,15.672,484.9,MIA,4634,40.1,30,7,1.01
2014-15,905,Goran Dragic,201609,1610612748,15.933,172.1,MIA,1752,37.0,29,6,1.42
2014-15,1735,Goran Dragic,201609,1610612756,14.36,218.9,PHX,3509,26.1,29,6,2.06
2013-14,2668,Goran Dragic,201609,1610612756,14.91,524.6,PHX,5302,39.8,28,5,1.49
2022-23,62,Goran Dragic,201609,1610612749,15.485,14.3,MIL,176,31.5,37,14,1.69
2022-23,787,Goran Dragic,201609,1610612741,13.919,120.1,CHI,1644,31.5,37,14,1.0
2021-22,2059,Cole Anthony,1630175,1610612753,14.548,412.3,ORL,4224,40.3,22,1,1.01
2020-21,1273,Cole Anthony,1630175,1610612753,15.275,287.5,ORL,2601,43.4,21,0,1.09
2022-23,1552,Cole Anthony,1630175,1610612753,14.647,249.0,ORL,3147,32.4,23,2,1.0
2022-23,40,Cole Swider,1631306,1610612747,14.337,1.6,LAL,90,7.4,24,0,4.0
2021-22,729,Goga Bitadze,1629048,1610612754,14.4,29.6,IND,1495,8.2,22,2,5.0
2020-21,561,Goga Bitadze,1629048,1610612754,13.685,21.2,IND,1189,7.8,21,1,5.0
2019-20,471,Goga Bitadze,1629048,1610612754,14.292,18.6,IND,1001,7.8,20,0,4.98
2022-23,202,Goga Bitadze,1629048,1610612754,13.854,7.6,IND,418,7.9,23,3,5.0
2022-23,230,Goga Bitadze,1629048,1610612753,14.412,11.2,ORL,508,9.2,23,3,5.0
2021-22,1216,Isaiah Hartenstein,1628392,1610612746,14.581,74.0,LAC,2481,12.3,24,3,5.0
2020-21,272,Isaiah Hartenstein,1628392,1610612743,14.87,10.8,DEN,548,8.0,23,2,5.0
2020-21,287,Isaiah Hartenstein,1628392,1610612739,15.428,20.3,CLE,573,13.8,23,2,5.0
2019-20,266,Isaiah Hartenstein,1628392,1610612745,13.68,12.7,HOU,571,9.8,22,1,5.0
2018-19,221,Isaiah Hartenstein,1628392,1610612745,14.355,7.6,HOU,462,6.9,21,0,4.98
2022-23,1606,Isaiah Hartenstein,1628392,1610612752,14.934,57.4,NYK,3314,7.0,25,4,5.0
2021-22,1749,Chuma Okeke,1629643,1610612753,14.457,94.7,ORL,3651,10.8,23,1,3.99
2020-21,1133,Chuma Okeke,1629643,1610612753,15.117,59.5,ORL,2312,10.2,22,0,3.75
2022-23,485,Chuma Okeke,1629643,1610612753,15.063,22.2,ORL,1055,8.4,24,2,2.41
2021-22,541,Isaiah Jackson,1630543,1610612754,13.658,15.0,IND,1132,5.8,20,0,4.76
2022-23,1017,Isaiah Jackson,1630543,1610612754,13.849,32.3,IND,2199,6.4,21,1,4.78
2021-22,2139,Chris Paul,101108,1610612756,14.225,470.7,PHX,4386,45.3,37,16,1.0
2020-21,2199,Chris Paul,101108,1610612756,14.746,502.5,PHX,4432,46.1,36,15,1.0
2019-20,2208,Chris Paul,101108,1610612760,14.559,431.3,OKC,4520,39.3,35,14,1.0
2018-19,1857,Chris Paul,101108,1610612745,14.918,383.5,HOU,3788,40.7,34,13,1.0
2017-18,1847,Chris Paul,101108,1610612745,15.017,394.6,HOU,3690,42.7,33,12,1.0
2016-17,1921,Chris Paul,101108,1610612746,15.009,465.9,LAC,3833,48.6,32,11,1.0
2015-16,2420,Chris Paul,101108,1610612746,14.7,630.8,LAC,4865,52.9,31,10,1.0
2014-15,2858,Chris Paul,101108,1610612746,14.609,685.6,LAC,5651,49.8,30,9,1.02
2013-14,2171,Chris Paul,101108,1610612746,14.034,499.0,LAC,4388,48.6,29,8,1.0
2022-23,1889,Chris Paul,101108,1610612756,15.09,409.6,PHX,3790,43.0,38,17,1.0
2022-23,598,Jabari Walker,1631133,1610612757,14.531,21.9,POR,1296,7.0,20,0,3.53
2022-23,2420,Jabari Smith Jr.,1631095,1610612745,15.173,118.9,HOU,5036,9.3,20,0,4.12
2021-22,1172,JaVale McGee,201580,1610612756,14.571,45.3,PHX,2404,7.8,34,13,5.0
2020-21,175,JaVale McGee,201580,1610612743,15.333,7.6,DEN,351,8.5,33,12,5.0
2020-21,503,JaVale McGee,201580,1610612739,15.611,29.8,CLE,1011,11.3,33,12,5.0
2019-20,1130,JaVale McGee,201580,1610612747,14.076,34.7,LAL,2357,6.3,32,11,5.0
2018-19,1671,JaVale McGee,201580,1610612747,13.722,53.4,LAL,3567,6.5,31,10,5.0
2017-18,616,JaVale McGee,201580,1610612744,13.757,18.8,GSW,1282,6.4,30,9,5.0
2016-17,739,JaVale McGee,201580,1610612744,13.188,22.3,GSW,1581,6.4,29,8,5.0
2015-16,370,JaVale McGee,201580,1610612742,15.755,11.8,DAL,714,6.3,28,7,4.99
2014-15,195,JaVale McGee,201580,1610612743,13.516,5.1,DEN,403,5.6,27,6,4.95
2014-15,62,JaVale McGee,201580,1610612755,14.961,2.4,PHI,127,7.6,27,6,5.0
2013-14,80,JaVale McGee,201580,1610612743,15.284,2.9,DEN,162,7.0,26,5,5.0
2022-23,355,JaVale McGee,201580,1610612742,14.806,12.0,DAL,733,6.6,35,14,5.0
2021-22,1085,JaMychal Green,203210,1610612743,15.391,33.6,DEN,2164,6.1,31,7,3.83
2020-21,1120,JaMychal Green,203210,1610612743,15.477,34.5,DEN,2226,6.0,30,6,4.06
2019-20,1307,JaMychal Green,203210,1610612746,13.705,41.8,LAC,2776,6.6,29,5,4.06
2018-19,900,JaMychal Green,203210,1610612763,15.972,45.2,MEM,1786,9.5,28,4,3.99
2018-19,471,JaMychal Green,203210,1610612746,13.031,20.5,LAC,1025,9.2,28,4,4.07
2017-18,1542,JaMychal Green,203210,1610612763,15.847,68.4,MEM,2988,8.7,27,3,3.83
2016-17,2101,JaMychal Green,203210,1610612763,16.316,83.0,MEM,3981,7.7,26,2,3.98
2015-16,1446,JaMychal Green,203210,1610612763,15.127,62.1,MEM,2871,8.6,25,1,4.15
2014-15,25,JaMychal Green,203210,1610612759,14.7,0.8,SAS,50,6.5,24,0,2.61
2014-15,139,JaMychal Green,203210,1610612763,14.417,4.5,MEM,278,6.7,24,0,3.83
2022-23,785,JaMychal Green,203210,1610612744,14.144,27.2,GSW,1693,6.8,32,8,4.75
2021-22,1889,Ja Morant,1629630,1610612763,14.441,423.0,MEM,3927,44.8,22,2,1.1
2020-21,2053,Ja Morant,1629630,1610612763,14.047,427.3,MEM,4296,42.5,21,1,1.04
2019-20,2074,Ja Morant,1629630,1610612763,14.108,455.5,MEM,4395,44.1,20,0,1.04
2022-23,1948,Ja Morant,1629630,1610612763,13.918,460.6,MEM,4102,48.4,23,3,1.21
2021-22,262,JT Thor,1630550,1610612766,14.159,9.1,CHA,546,7.1,19,0,3.78
2022-23,938,JT Thor,1630550,1610612766,14.478,34.3,CHA,2003,7.1,20,1,4.0
2022-23,31,JD Davison,1631120,1610612738,14.985,8.6,BOS,137,25.1,20,0,1.74
2021-22,1852,Ivica Zubac,1627826,1610612746,15.224,75.6,LAC,3716,8.0,25,5,5.0
2020-21,1609,Ivica Zubac,1627826,1610612746,14.892,63.0,LAC,3251,7.8,24,4,5.0
2019-20,1326,Ivica Zubac,1627826,1610612746,14.269,61.5,LAC,2718,9.5,23,3,5.0
2018-19,524,Ivica Zubac,1627826,1610612746,14.079,31.1,LAC,1115,11.9,22,2,5.0
2018-19,516,Ivica Zubac,1627826,1610612747,14.141,18.4,LAL,1097,7.1,22,2,4.99
2017-18,410,Ivica Zubac,1627826,1610612747,13.859,17.1,LAL,844,8.8,21,1,4.75
2016-17,609,Ivica Zubac,1627826,1610612747,14.301,27.5,LAL,1273,9.1,20,0,5.0
2022-23,2145,Ivica Zubac,1627826,1610612746,15.203,80.8,LAC,4366,7.3,26,6,5.0
2021-22,359,Ish Wainright,1630688,1610612756,14.694,10.1,PHX,751,5.5,27,0,3.69
2022-23,884,Ish Wainright,1630688,1610612756,14.667,23.7,PHX,1873,5.2,28,1,3.64
2021-22,615,Ish Smith,202397,1610612764,15.33,133.3,WAS,1238,42.1,33,11,1.0
2021-22,511,Ish Smith,202397,1610612766,14.095,86.7,CHA,1066,34.6,33,11,1.0
2020-21,924,Ish Smith,202397,1610612764,13.722,125.7,WAS,1960,28.0,32,10,1.0
2019-20,1787,Ish Smith,202397,1610612764,13.79,299.8,WAS,3814,34.2,31,9,1.06
2018-19,1251,Ish Smith,202397,1610612765,15.305,253.2,DET,2515,39.5,30,8,1.0
2017-18,2043,Ish Smith,202397,1610612765,14.889,424.8,DET,4098,41.8,29,7,1.0
2016-17,1955,Ish Smith,202397,1610612765,15.155,443.4,DET,3856,45.5,28,6,1.0
2015-16,617,Ish Smith,202397,1610612740,14.36,123.7,NOP,1261,41.0,27,5,1.02
2015-16,1622,Ish Smith,202397,1610612755,14.794,357.3,PHI,3301,43.9,27,5,1.0
2014-15,155,Ish Smith,202397,1610612760,14.497,28.1,OKC,316,36.8,26,4,1.05
2014-15,677,Ish Smith,202397,1610612755,15.187,148.6,PHI,1352,43.4,26,4,1.02
2013-14,1006,Ish Smith,202397,1610612756,14.779,189.8,PHX,1995,38.6,25,3,1.0
2022-23,376,Ish Smith,202397,1610612743,14.536,79.5,DEN,821,40.0,34,12,1.0
2021-22,609,Isaiah Joe,1630198,1610612755,14.857,29.3,PHI,1226,9.7,22,1,1.55
2020-21,383,Isaiah Joe,1630198,1610612755,14.544,19.7,PHI,803,10.1,21,0,1.43
2022-23,1395,Isaiah Joe,1630198,1610612760,13.705,61.5,OKC,2970,9.1,23,2,1.77
2021-22,74,Isaiah Todd,1630225,1610612764,15.047,3.0,WAS,150,8.0,20,0,4.13
2022-23,16,Isaiah Todd,1630225,1610612764,15.486,2.5,WAS,134,7.2,21,1,4.79
2022-23,1158,Christian Braun,1631128,1610612743,15.097,50.4,DEN,2392,8.4,22,0,2.15
2022-23,777,Christian Koloko,1631132,1610612761,14.573,17.0,TOR,1640,4.3,22,0,5.0
2021-22,1816,Isaiah Stewart,1630191,1610612765,14.987,68.8,DET,3663,7.5,21,1,4.98
2020-21,1455,Isaiah Stewart,1630191,1610612765,14.996,54.0,DET,2936,7.4,20,0,5.0
2022-23,1414,Isaiah Stewart,1630191,1610612765,14.625,54.4,DET,2925,7.6,22,2,4.59
2022-23,61,Isaiah Mobley,1630600,1610612739,14.275,5.4,CLE,167,13.6,23,0,4.06
2021-22,2094,Christian Wood,1626174,1610612745,14.658,154.2,HOU,4380,14.4,26,5,5.0
2020-21,1326,Christian Wood,1626174,1610612745,14.361,89.5,HOU,2786,13.4,25,4,5.0
2019-20,1325,Christian Wood,1626174,1610612765,14.95,73.0,DET,2677,10.9,24,3,4.21
2018-19,189,Christian Wood,1626174,1610612740,13.969,10.3,NOP,417,10.6,23,2,4.42
2018-19,62,Christian Wood,1626174,1610612749,14.701,3.0,MIL,134,9.1,23,2,3.86
2016-17,107,Christian Wood,1626174,1610612766,16.405,3.2,CHA,205,5.7,21,1,4.7
2015-16,145,Christian Wood,1626174,1610612755,14.149,6.4,PHI,308,8.8,20,0,4.44
2022-23,1738,Christian Wood,1626174,1610612742,15.618,116.6,DAL,3434,13.0,27,6,4.87
2021-22,383,Isaiah Livers,1630587,1610612765,15.023,14.6,DET,771,7.6,23,0,3.51
2022-23,1198,Isaiah Livers,1630587,1610612765,14.901,42.5,DET,2422,7.1,24,1,3.88
2021-22,960,Moritz Wagner,1629021,1610612753,14.406,59.7,ORL,1995,12.5,25,3,4.74
2020-21,375,Moritz Wagner,1629021,1610612764,12.871,15.8,WAS,819,9.0,24,2,5.0
2020-21,286,Moritz Wagner,1629021,1610612753,15.069,14.0,ORL,594,9.4,24,2,4.66
2020-21,61,Moritz Wagner,1629021,1610612738,14.875,2.7,BOS,128,8.5,24,2,4.79
2019-20,835,Moritz Wagner,1629021,1610612764,13.501,46.5,WAS,1820,11.4,23,1,4.97
2018-19,446,Moritz Wagner,1629021,1610612747,13.748,18.8,LAL,959,8.6,22,0,4.59
2022-23,1113,Moritz Wagner,1629021,1610612753,14.426,57.4,ORL,2306,10.4,26,4,4.94
2021-22,341,Kira Lewis Jr.,1630184,1610612740,14.677,50.8,NOP,711,29.2,21,1,1.08
2020-21,904,Kira Lewis Jr.,1630184,1610612740,14.302,118.8,NOP,1892,26.3,20,0,1.0
2022-23,235,Kira Lewis Jr.,1630184,1610612740,13.984,30.2,NOP,489,26.5,22,2,1.12
2021-22,360,Santi Aldama,1630583,1610612763,14.704,15.0,MEM,747,8.2,21,0,4.5
2022-23,1681,Santi Aldama,1630583,1610612763,14.182,70.6,MEM,3529,8.5,22,1,4.27
2022-23,1750,Shaedon Sharpe,1631101,1610612757,14.988,96.4,POR,3661,10.5,19,0,2.21
2021-22,1566,Seth Curry,203552,1610612755,15.724,141.6,PHI,3092,17.5,31,7,1.74
2021-22,569,Seth Curry,203552,1610612751,15.197,47.9,BKN,1155,16.4,31,7,2.06
2020-21,1638,Seth Curry,203552,1610612755,14.615,119.4,PHI,3383,14.5,30,6,1.83
2019-20,1576,Seth Curry,203552,1610612742,14.983,102.5,DAL,3250,12.6,29,5,2.31
2018-19,1399,Seth Curry,203552,1610612757,15.398,107.8,POR,2853,14.7,28,4,2.02
2016-17,2029,Seth Curry,203552,1610612742,16.629,282.2,DAL,3870,26.3,26,3,1.42
2015-16,692,Seth Curry,203552,1610612758,14.02,74.6,SAC,1433,22.3,25,2,1.67
2014-15,8,Seth Curry,203552,1610612756,16.5,1.4,PHX,16,31.8,24,1,1.0
2013-14,9,Seth Curry,203552,1610612739,16.833,0.9,CLE,18,17.8,23,0,1.0
2013-14,4,Seth Curry,203552,1610612763,19.125,0.2,MEM,8,7.8,23,0,1.0
2022-23,1211,Seth Curry,203552,1610612751,14.72,120.0,BKN,2476,19.8,32,8,1.84
2021-22,538,Serge Ibaka,201586,1610612746,15.115,23.5,LAC,1080,8.6,32,11,4.84
2021-22,339,Serge Ibaka,201586,1610612749,13.644,8.4,MIL,725,5.1,32,11,4.62
2020-21,955,Serge Ibaka,201586,1610612746,15.282,42.4,LAC,1910,8.7,31,10,5.0
2019-20,1485,Serge Ibaka,201586,1610612761,14.138,60.7,TOR,3085,8.4,30,9,4.94
2018-19,2010,Serge Ibaka,201586,1610612761,14.467,94.6,TOR,4124,9.5,29,8,4.97
2017-18,2093,Serge Ibaka,201586,1610612761,14.659,86.3,TOR,4269,8.3,28,7,4.13
2016-17,712,Serge Ibaka,201586,1610612761,15.775,29.7,TOR,1380,8.2,27,6,4.32
2016-17,1710,Serge Ibaka,201586,1610612753,14.866,74.1,ORL,3416,8.8,27,6,4.05
2015-16,2500,Serge Ibaka,201586,1610612760,14.345,62.9,OKC,5037,5.2,26,5,4.13
2014-15,2116,Serge Ibaka,201586,1610612760,14.74,90.3,OKC,4176,8.8,25,4,4.05
2013-14,2666,Serge Ibaka,201586,1610612760,14.472,102.7,OKC,5333,8.0,24,3,4.13
2022-23,185,Serge Ibaka,201586,1610612749,16.118,6.4,MIL,372,6.4,33,12,4.8
2021-22,535,Andre Drummond,203083,1610612751,15.039,20.7,BKN,1094,7.5,28,9,5.0
2021-22,902,Andre Drummond,203083,1610612755,15.453,41.2,PHI,1783,9.0,28,9,4.99
2020-21,520,Andre Drummond,203083,1610612747,14.971,26.5,LAL,1044,10.2,27,8,5.0
2020-21,722,Andre Drummond,203083,1610612739,15.562,60.8,CLE,1444,16.2,27,8,4.95
2019-20,225,Andre Drummond,203083,1610612739,15.028,15.5,CLE,471,13.1,26,7,5.0
2019-20,1654,Andre Drummond,203083,1610612765,15.453,123.7,DET,3346,14.4,26,7,5.0
2018-19,2647,Andre Drummond,203083,1610612765,15.567,132.4,DET,5336,9.6,25,6,5.0
2017-18,2625,Andre Drummond,203083,1610612765,15.091,140.5,DET,5257,10.6,24,5,5.0
2016-17,2410,Andre Drummond,203083,1610612765,15.295,99.6,DET,4707,8.3,23,4,5.0
2015-16,2666,Andre Drummond,203083,1610612765,15.202,94.8,DET,5245,7.1,22,3,5.0
2014-15,2502,Andre Drummond,203083,1610612765,15.688,70.1,DET,4827,5.6,21,2,5.0
2013-14,2619,Andre Drummond,203083,1610612765,15.408,73.1,DET,5112,5.6,20,1,5.0
2022-23,836,Andre Drummond,203083,1610612741,14.17,27.3,CHI,1727,6.7,29,10,5.0
2022-23,32,Scotty Pippen Jr.,1630590,1610612747,14.333,6.0,LAL,65,38.6,22,0,1.0
2021-22,2617,Scottie Barnes,1630567,1610612761,15.159,238.8,TOR,5157,18.3,20,0,3.67
2022-23,2656,Scottie Barnes,1630567,1610612761,14.921,292.1,TOR,5385,21.8,21,1,3.07
2021-22,603,Andre Iguodala,2738,1610612744,14.643,53.6,GSW,1212,18.1,38,17,3.08
2020-21,1339,Andre Iguodala,2738,1610612748,15.001,108.9,MIA,2627,16.6,37,16,2.94
2019-20,418,Andre Iguodala,2738,1610612748,14.108,28.3,MIA,868,13.9,36,15,3.11
2018-19,1578,Andre Iguodala,2738,1610612744,13.566,108.8,GSW,3305,14.6,35,14,2.68
2017-18,1622,Andre Iguodala,2738,1610612744,14.018,144.3,GSW,3322,18.6,34,13,2.9
2016-17,1998,Andre Iguodala,2738,1610612744,13.683,145.4,GSW,4133,15.4,33,12,3.08
2015-16,1732,Andre Iguodala,2738,1610612744,13.824,131.0,GSW,3565,15.9,32,11,3.17
2014-15,2068,Andre Iguodala,2738,1610612744,14.063,170.8,GSW,4174,17.5,31,10,3.02
2013-14,2040,Andre Iguodala,2738,1610612744,14.211,179.6,GSW,4063,18.7,30,9,2.82
2022-23,113,Andre Iguodala,2738,1610612744,13.759,5.0,GSW,245,8.9,39,18,4.05
2021-22,407,Sandro Mamukelashvili,1630572,1610612749,15.409,15.4,MIL,821,7.3,23,0,4.59
2022-23,411,Sandro Mamukelashvili,1630572,1610612759,14.806,25.6,SAS,940,11.0,24,1,4.83
2022-23,218,Sandro Mamukelashvili,1630572,1610612749,15.297,8.5,MIL,438,7.6,24,1,4.74
2021-22,58,Sam Merrill,1630241,1610612763,14.76,5.0,MEM,121,16.8,26,1,1.61
2020-21,233,Sam Merrill,1630241,1610612749,13.575,21.8,MIL,494,19.5,25,0,1.72
2022-23,33,Sam Merrill,1630241,1610612739,14.431,2.8,CLE,118,9.9,27,2,1.95
2021-22,158,Sam Hauser,1630573,1610612738,15.015,6.0,BOS,327,7.3,24,0,3.39
2022-23,1252,Sam Hauser,1630573,1610612738,14.72,34.3,BOS,2667,5.2,25,1,3.17
2021-22,2704,Saddiq Bey,1630180,1610612765,14.89,156.2,DET,5518,11.4,23,1,3.27
2020-21,1909,Saddiq Bey,1630180,1610612765,15.23,80.2,DET,3887,8.1,22,0,3.23
2022-23,1500,Saddiq Bey,1630180,1610612765,14.546,89.1,DET,3129,11.7,24,2,3.0
2022-23,614,Saddiq Bey,1630180,1610612737,13.843,23.0,ATL,1316,7.6,24,2,3.17
2021-22,604,Saben Lee,1630240,1610612765,14.791,99.1,DET,1232,32.6,22,1,1.0
2020-21,781,Saben Lee,1630240,1610612765,15.276,178.9,DET,1567,44.8,21,0,1.0
2022-23,320,Saben Lee,1630240,1610612756,14.692,76.1,PHX,754,41.2,23,2,1.01
2022-23,10,Saben Lee,1630240,1610612755,12.905,2.1,PHI,21,46.5,23,2,1.0
2021-22,1942,Shai Gilgeous-Alexander,1628983,1610612760,14.26,409.5,OKC,4051,42.5,23,3,1.37
2020-21,1180,Shai Gilgeous-Alexander,1628983,1610612760,14.788,264.1,OKC,2432,44.1,22,2,2.59
2019-20,2429,Shai Gilgeous-Alexander,1628983,1610612760,14.682,281.6,OKC,4958,23.2,21,1,2.13
2018-19,2174,Shai Gilgeous-Alexander,1628983,1610612746,14.33,311.9,LAC,4566,28.6,20,0,1.54
2022-23,2416,Shai Gilgeous-Alexander,1628983,1610612760,13.545,461.6,OKC,5140,39.8,24,4,1.18
2021-22,1179,Shake Milton,1629003,1610612755,15.447,152.6,PHI,2352,25.2,25,3,2.24
2020-21,1461,Shake Milton,1629003,1610612755,14.863,216.4,PHI,3002,29.1,24,2,2.61
2019-20,805,Shake Milton,1629003,1610612755,15.438,110.5,PHI,1637,26.2,23,1,2.17
2018-19,268,Shake Milton,1629003,1610612755,14.5,16.3,PHI,564,12.0,22,0,2.29
2022-23,1531,Shake Milton,1629003,1610612755,14.796,211.9,PHI,3221,26.7,26,4,2.0
2022-23,734,Simone Fontecchio,1631323,1610612762,14.076,25.9,UTA,1646,6.7,27,0,3.16
2021-22,946,Taj Gibson,201959,1610612752,15.504,22.6,NYK,1835,4.8,36,12,4.9
2020-21,936,Taj Gibson,201959,1610612752,15.413,23.7,NYK,1849,5.0,35,11,5.0
2019-20,1025,Taj Gibson,201959,1610612752,15.086,41.6,NYK,2061,8.0,34,10,5.0
2018-19,1686,Taj Gibson,201959,1610612750,14.702,74.0,MIN,3494,8.6,33,9,4.11
2017-18,2727,Taj Gibson,201959,1610612750,15.579,100.7,MIN,5423,7.2,32,8,3.82
2016-17,487,Taj Gibson,201959,1610612760,14.348,20.6,OKC,983,8.8,31,7,4.02
2016-17,1502,Taj Gibson,201959,1610612741,15.568,81.7,CHI,2962,10.6,31,7,4.0
2015-16,1936,Taj Gibson,201959,1610612741,15.29,72.2,CHI,3772,7.5,30,6,3.91
2014-15,1692,Taj Gibson,201959,1610612741,15.925,62.1,CHI,3211,7.3,29,5,3.83
2013-14,2351,Taj Gibson,201959,1610612741,16.669,99.5,CHI,4344,8.2,28,4,4.0
2022-23,480,Taj Gibson,201959,1610612764,15.422,18.4,WAS,975,7.3,37,13,4.82
2021-22,1490,Alperen Sengun,1630578,1610612745,14.956,106.8,HOU,3082,13.9,19,0,4.78
2022-23,2148,Alperen Sengun,1630578,1610612745,15.372,169.2,HOU,4467,14.8,20,1,5.0
2020-21,117,T.J. Warren,203933,1610612754,13.955,6.2,IND,247,10.8,27,6,3.21
2019-20,2202,T.J. Warren,203933,1610612754,14.816,121.6,IND,4477,11.0,26,5,3.31
2018-19,1348,T.J. Warren,203933,1610612756,14.659,91.6,PHX,2838,13.2,25,4,3.99
2017-18,2142,T.J. Warren,203933,1610612756,14.454,112.9,PHX,4439,10.6,24,3,3.13
2016-17,2048,T.J. Warren,203933,1610612756,13.962,90.2,PHX,4292,9.0,23,2,3.34
2015-16,1070,T.J. Warren,203933,1610612756,14.726,48.0,PHX,2208,8.9,22,1,3.26
