SEASON,MINUTES_ON,PLAYER_ID,TEAM_ID,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,TIME_OF_POSS,TEAM,PLAYER_NAME,OFF_POSS,BALL_HOG%
2021-22,170,203903,1610612762,14.274,14.0,UTA,Jordan Clarkson,318.0,18.5
2013-14,57,202348,1610612744,15.103,8.6,GSW,Jordan Crawford,116.0,29.5
2017-18,15,202348,1610612740,13.824,3.5,NOP,Jordan Crawford,34.0,44.7
2015-16,113,200770,1610612763,16.823,22.4,MEM,Jordan Farmar,209.0,38.2
2015-16,15,201941,1610612754,15.667,1.2,IND,Jordan Hill,30.0,15.3
2021-22,83,1629162,1610612750,12.95,12.4,MIN,Jordan McLaughlin,181.0,31.7
2022-23,14,1629162,1610612750,13.862,1.6,MIN,Jordan McLaughlin,29.0,23.9
2015-16,4,203895,1610612739,15.3,0.8,CLE,Jordan McRae,10.0,31.4
2015-16,10,1626175,1610612738,15.556,0.6,BOS,Jordan Mickey,18.0,12.9
2016-17,18,1626175,1610612738,12.912,0.9,BOS,Jordan Mickey,34.0,12.3
2020-21,31,1629670,1610612749,14.881,3.4,MIL,Jordan Nwora,67.0,20.5
2021-22,20,1629670,1610612749,13.711,1.6,MIL,Jordan Nwora,45.0,15.6
2021-22,606,1629673,1610612744,14.431,94.5,GSW,Jordan Poole,1226.0,32.0
2022-23,284,1629673,1610612744,14.737,39.9,GSW,Jordan Poole,608.0,26.7
2013-14,3,203268,1610612751,15.125,1.2,BKN,Jorge Gutierrez,8.0,59.5
2014-15,12,203268,1610612749,17.8,1.0,MIL,Jorge Gutierrez,20.0,16.9
2015-16,12,203268,1610612766,14.0,2.3,CHA,Jorge Gutierrez,24.0,41.1
2021-22,117,1630631,1610612740,16.05,13.9,NOP,Jose Alvarado,221.0,23.5
2013-14,191,101181,1610612742,15.642,33.3,DAL,Jose Calderon,371.0,34.4
2016-17,75,101181,1610612737,15.252,12.0,ATL,Jose Calderon,151.0,31.3
2017-18,104,101181,1610612739,15.024,12.1,CLE,Jose Calderon,205.0,23.6
2018-19,10,101181,1610612765,10.619,1.7,DET,Jose Calderon,21.0,45.7
2020-21,4,1630182,1610612742,13.375,0.0,DAL,Josh Green,8.0,0.0
2021-22,121,1630182,1610612742,16.075,5.1,DAL,Josh Green,239.0,8.0
2022-23,353,1628404,1610612752,15.951,17.3,NYK,Josh Hart,668.0,9.7
2015-16,10,203962,1610612760,17.571,0.2,OKC,Josh Huestis,21.0,3.3
2017-18,19,203962,1610612760,14.275,0.3,OKC,Josh Huestis,40.0,3.2
2013-14,154,201177,1610612766,15.428,9.2,CHA,Josh McRoberts,285.0,12.6
2015-16,134,201177,1610612748,16.004,8.6,MIA,Josh McRoberts,251.0,12.8
2022-23,6,1631169,1610612750,13.385,0.3,MIN,Josh Minott,13.0,10.3
2021-22,2,1629006,1610612750,9.833,0.0,MIN,Josh Okogie,6.0,0.0
2022-23,175,1629006,1610612756,15.159,3.9,PHX,Josh Okogie,353.0,4.4
2019-20,9,1629729,1610612742,12.55,0.6,DAL,Josh Reaves,20.0,14.3
2015-16,387,1626196,1610612748,16.024,35.5,MIA,Josh Richardson,717.0,18.5
2017-18,130,1626196,1610612748,15.065,10.7,MIA,Josh Richardson,269.0,15.8
2019-20,144,1626196,1610612755,15.906,11.3,PHI,Josh Richardson,288.0,14.8
2020-21,94,1626196,1610612742,17.164,6.5,DAL,Josh Richardson,171.0,13.3
2014-15,396,2746,1610612745,13.687,31.2,HOU,Josh Smith,830.0,16.5
2015-16,38,2746,1610612745,14.1,2.6,HOU,Josh Smith,80.0,13.8
2014-15,55,201950,1610612740,15.156,8.0,NOP,Jrue Holiday,109.0,29.1
2017-18,348,201950,1610612740,13.326,47.1,NOP,Jrue Holiday,748.0,28.4
2020-21,912,201950,1610612749,14.325,151.2,MIL,Jrue Holiday,1832.0,34.6
2021-22,463,201950,1610612749,13.842,84.6,MIL,Jrue Holiday,937.0,39.1
2022-23,191,201950,1610612749,13.993,34.6,MIL,Jrue Holiday,404.0,36.7
2021-22,49,1629308,1610612744,15.029,7.5,GSW,Juan Toscano-Anderson,102.0,29.4
2018-19,15,1627823,1610612743,16.607,0.3,DEN,Juancho Hernangomez,28.0,3.9
2021-22,56,1627823,1610612762,15.111,2.0,UTA,Juancho Hernangomez,99.0,8.0
2020-21,180,203944,1610612752,15.755,20.4,NYK,Julius Randle,351.0,22.1
2022-23,330,203944,1610612752,15.899,29.6,NYK,Julius Randle,626.0,17.8
2015-16,95,1626147,1610612742,16.412,6.3,DAL,Justin Anderson,177.0,13.0
2017-18,33,1626147,1610612755,14.692,1.1,PHI,Justin Anderson,65.0,6.9
2019-20,28,1626147,1610612751,14.016,1.8,BKN,Justin Anderson,61.0,12.6
2022-23,8,1630551,1610612738,16.5,0.3,BOS,Justin Champagnie,20.0,5.5
2014-15,11,203200,1610612744,17.957,1.1,GSW,Justin Holiday,23.0,16.0
2019-20,131,203200,1610612754,14.743,3.6,IND,Justin Holiday,261.0,5.6
2019-20,16,1628382,1610612742,13.514,1.1,DAL,Justin Jackson,35.0,14.0
2020-21,15,1628382,1610612749,13.629,0.9,MIL,Justin Jackson,35.0,11.3
2015-16,330,1626159,1610612748,16.073,13.2,MIA,Justise Winslow,604.0,8.2
2017-18,125,1626159,1610612748,14.22,13.8,MIA,Justise Winslow,259.0,22.5
2020-21,3,1626159,1610612763,11.667,0.1,MEM,Justise Winslow,6.0,8.6
2016-17,17,203994,1610612757,15.97,1.4,POR,Jusuf Nurkic,33.0,15.9
2017-18,94,203994,1610612757,15.534,6.3,POR,Jusuf Nurkic,193.0,12.6
2019-20,161,203994,1610612757,14.349,10.9,POR,Jusuf Nurkic,338.0,13.5
2020-21,173,203994,1610612757,14.741,9.1,POR,Jusuf Nurkic,343.0,10.8
2019-20,86,1629752,1610612762,15.485,2.1,UTA,Juwan Morgan,165.0,4.9
2020-21,6,1629752,1610612762,16.091,0.1,UTA,Juwan Morgan,11.0,3.4
2021-22,15,1629752,1610612738,17.688,0.4,BOS,Juwan Morgan,31.0,4.4
2015-16,34,203909,1610612745,11.481,1.6,HOU,KJ McDaniels,77.0,10.9
2020-21,6,1629644,1610612748,14.091,0.2,MIA,KZ Okpala,11.0,7.7
2017-18,170,1626157,1610612750,15.483,10.6,MIN,Karl-Anthony Towns,333.0,12.3
2021-22,222,1626157,1610612750,14.448,12.7,MIN,Karl-Anthony Towns,469.0,11.2
2022-23,180,1626157,1610612750,15.311,11.0,MIN,Karl-Anthony Towns,344.0,12.5
2013-14,736,202695,1610612759,15.654,41.3,SAS,Kawhi Leonard,1415.0,11.2
2014-15,250,202695,1610612759,16.231,18.6,SAS,Kawhi Leonard,490.0,14.0
2015-16,339,202695,1610612759,16.099,30.5,SAS,Kawhi Leonard,648.0,17.5
2016-17,429,202695,1610612759,16.568,62.5,SAS,Kawhi Leonard,792.0,28.6
2018-19,939,202695,1610612761,15.39,128.2,TOR,Kawhi Leonard,1860.0,26.9
2019-20,511,202695,1610612746,14.608,75.5,LAC,Kawhi Leonard,1032.0,30.0
2020-21,432,202695,1610612746,15.235,55.9,LAC,Kawhi Leonard,841.0,26.2
2022-23,80,202695,1610612746,15.665,11.8,LAC,Kawhi Leonard,164.0,27.6
2022-23,194,1631099,1610612758,12.903,5.9,SAC,Keegan Murray,423.0,6.5
2019-20,24,1628966,1610612743,12.875,0.8,DEN,Keita Bates-Diop,48.0,7.8
2020-21,4,1629833,1610612757,10.556,0.1,POR,Keljin Blevins,9.0,6.3
2014-15,53,203482,1610612738,14.952,2.9,BOS,Kelly Olynyk,104.0,11.2
2015-16,32,203482,1610612738,15.121,2.0,BOS,Kelly Olynyk,66.0,12.0
2016-17,346,203482,1610612738,15.081,18.4,BOS,Kelly Olynyk,680.0,10.8
2017-18,146,203482,1610612748,14.455,9.3,MIA,Kelly Olynyk,304.0,12.7
2019-20,258,203482,1610612748,14.641,12.4,MIA,Kelly Olynyk,515.0,9.9
2016-17,184,1626162,1610612764,15.056,5.0,WAS,Kelly Oubre Jr.,374.0,5.3
2017-18,148,1626162,1610612764,14.737,5.8,WAS,Kelly Oubre Jr.,300.0,7.9
2013-14,153,202689,1610612766,15.65,36.1,CHA,Kemba Walker,286.0,48.4
2015-16,260,202689,1610612766,16.138,64.2,CHA,Kemba Walker,487.0,49.0
2019-20,628,202689,1610612738,15.113,116.6,BOS,Kemba Walker,1237.0,37.4
2020-21,91,202689,1610612738,15.098,16.4,BOS,Kemba Walker,184.0,35.4
2019-20,239,1629134,1610612748,14.781,17.6,MIA,Kendrick Nunn,480.0,14.9
2020-21,93,1629134,1610612748,14.306,7.3,MIA,Kendrick Nunn,196.0,15.6
2013-14,384,2570,1610612760,14.36,13.4,OKC,Kendrick Perkins,737.0,7.6
2014-15,33,2570,1610612739,15.926,1.9,CLE,Kendrick Perkins,68.0,10.5
2018-19,56,202702,1610612745,14.41,2.8,HOU,Kenneth Faried,117.0,10.0
2022-23,12,1631254,1610612763,13.808,0.9,MEM,Kenneth Lofton Jr.,26.0,15.0
2014-15,303,203145,1610612737,14.472,13.1,ATL,Kent Bazemore,580.0,9.4
2015-16,325,203145,1610612737,14.149,20.7,ATL,Kent Bazemore,658.0,13.3
2016-17,150,203145,1610612737,13.935,10.5,ATL,Kent Bazemore,307.0,14.7
2015-16,161,203484,1610612765,15.308,6.7,DET,Kentavious Caldwell-Pope,289.0,9.1
2019-20,608,203484,1610612747,15.165,21.2,LAL,Kentavious Caldwell-Pope,1206.0,7.0
2020-21,146,203484,1610612747,15.287,4.0,LAL,Kentavious Caldwell-Pope,272.0,5.8
2022-23,500,203484,1610612743,15.61,20.9,DEN,Kentavious Caldwell-Pope,996.0,8.1
2021-22,7,1630556,1610612751,14.267,0.2,BKN,Kessler Edwards,15.0,5.6
2022-23,7,1630556,1610612758,16.182,0.2,SAC,Kessler Edwards,11.0,6.7
2013-14,815,201142,1610612760,14.795,65.8,OKC,Kevin Durant,1584.0,16.8
2015-16,726,201142,1610612760,14.736,66.8,OKC,Kevin Durant,1440.0,18.9
2016-17,533,201142,1610612744,13.317,45.7,GSW,Kevin Durant,1115.0,18.5
2017-18,807,201142,1610612744,14.221,96.4,GSW,Kevin Durant,1618.0,25.1
2018-19,442,201142,1610612744,13.521,51.7,GSW,Kevin Durant,910.0,25.2
2020-21,485,201142,1610612751,15.515,66.7,BKN,Kevin Durant,965.0,26.7
2021-22,176,201142,1610612751,15.009,22.3,BKN,Kevin Durant,347.0,25.7
2022-23,466,201142,1610612756,14.468,52.0,PHX,Kevin Durant,947.0,22.8
2013-14,250,708,1610612751,15.998,10.6,BKN,Kevin Garnett,450.0,8.8
2020-21,558,1628989,1610612737,14.972,37.5,ATL,Kevin Huerter,1125.0,13.4
2021-22,154,1628989,1610612737,15.869,13.9,ATL,Kevin Huerter,289.0,18.2
2022-23,184,1628989,1610612758,13.156,8.2,SAC,Kevin Huerter,390.0,9.6
2020-21,4,1628995,1610612752,9.75,0.1,NYK,Kevin Knox II,8.0,7.7
2021-22,9,1628995,1610612737,13.455,0.9,ATL,Kevin Knox II,22.0,18.2
2014-15,107,201567,1610612739,16.536,5.8,CLE,Kevin Love,207.0,10.2
2015-16,613,201567,1610612739,16.843,33.4,CLE,Kevin Love,1145.0,10.4
2016-17,578,201567,1610612739,15.432,26.6,CLE,Kevin Love,1153.0,9.0
2017-18,660,201567,1610612739,16.926,32.7,CLE,Kevin Love,1244.0,9.3
2022-23,274,201567,1610612748,15.164,12.2,MIA,Kevin Love,583.0,8.3
2015-16,49,2755,1610612759,16.441,3.0,SAS,Kevin Martin,93.0,11.8
2013-14,6,202338,1610612764,14.667,0.4,WAS,Kevin Seraphin,12.0,13.6
2014-15,72,202338,1610612764,15.403,3.1,WAS,Kevin Seraphin,144.0,8.4
2016-17,59,202338,1610612754,16.114,2.2,IND,Kevin Seraphin,114.0,7.2
2017-18,387,1626172,1610612744,14.643,10.1,GSW,Kevon Looney,781.0,5.3
2018-19,432,1626172,1610612744,13.42,13.1,GSW,Kevon Looney,881.0,6.6
2021-22,448,1626172,1610612744,15.082,16.6,GSW,Kevon Looney,883.0,7.5
2022-23,325,1626172,1610612744,15.198,14.3,GSW,Kevon Looney,683.0,8.3
2018-19,92,203920,1610612753,14.719,2.5,ORL,Khem Birch,185.0,5.5
2019-20,89,203920,1610612753,14.158,2.9,ORL,Khem Birch,196.0,6.3
2021-22,63,203920,1610612761,15.864,1.5,TOR,Khem Birch,118.0,4.8
2014-15,232,203114,1610612749,14.696,10.3,MIL,Khris Middleton,448.0,9.4
2016-17,231,203114,1610612749,15.961,18.3,MIL,Khris Middleton,435.0,15.8
2017-18,275,203114,1610612749,14.525,22.6,MIL,Khris Middleton,518.0,18.0
2018-19,515,203114,1610612749,13.816,51.3,MIL,Khris Middleton,1065.0,20.9
2019-20,355,203114,1610612749,13.912,45.8,MIL,Khris Middleton,736.0,26.8
2020-21,922,203114,1610612749,14.435,123.2,MIL,Khris Middleton,1838.0,27.9
2021-22,72,203114,1610612749,13.493,8.4,MIL,Khris Middleton,148.0,25.2
2022-23,173,203114,1610612749,13.812,22.7,MIL,Khris Middleton,362.0,27.2
2018-19,15,1629017,1610612765,11.774,1.0,DET,Khyri Thomas,31.0,16.4
2013-14,167,2550,1610612741,17.431,32.6,CHI,Kirk Hinrich,297.0,37.8
2014-15,126,2550,1610612741,17.128,7.6,CHI,Kirk Hinrich,227.0,11.7
2015-16,27,2550,1610612737,15.857,3.9,ATL,Kirk Hinrich,49.0,30.1
2013-14,257,202691,1610612744,14.829,13.7,GSW,Klay Thompson,508.0,10.9
2014-15,761,202691,1610612744,14.267,40.4,GSW,Klay Thompson,1489.0,11.4
2015-16,849,202691,1610612744,14.328,48.3,GSW,Klay Thompson,1722.0,11.7
2016-17,596,202691,1610612744,13.398,26.4,GSW,Klay Thompson,1237.0,9.6
2017-18,794,202691,1610612744,14.269,30.4,GSW,Klay Thompson,1579.0,8.1
2018-19,818,202691,1610612744,13.75,36.5,GSW,Klay Thompson,1665.0,9.6
2021-22,792,202691,1610612744,14.656,36.9,GSW,Klay Thompson,1585.0,9.5
2022-23,468,202691,1610612744,14.883,28.0,GSW,Klay Thompson,983.0,11.5
2013-14,45,201585,1610612763,16.174,2.1,MEM,Kosta Koufos,86.0,9.1
2014-15,127,201585,1610612763,18.167,4.9,MEM,Kosta Koufos,228.0,7.1
2014-15,21,203123,1610612745,12.413,1.6,HOU,Kostas Papanikolaou,46.0,16.8
2020-21,33,1627739,1610612737,14.211,5.1,ATL,Kris Dunn,71.0,30.3
2014-15,5,2743,1610612764,12.583,0.2,WAS,Kris Humphries,12.0,7.9
2015-16,56,2743,1610612737,15.37,2.9,ATL,Kris Humphries,108.0,10.5
2016-17,3,2743,1610612737,15.143,0.4,ATL,Kris Humphries,7.0,22.6
2019-20,94,204001,1610612742,13.153,4.2,DAL,Kristaps Porzingis,209.0,9.2
2020-21,233,204001,1610612742,15.933,6.0,DAL,Kristaps Porzingis,450.0,5.0
2015-16,129,203937,1610612759,16.514,7.6,SAS,Kyle Anderson,247.0,11.2
2016-17,195,203937,1610612759,14.952,11.4,SAS,Kyle Anderson,399.0,11.5
2017-18,74,203937,1610612759,16.387,3.0,SAS,Kyle Anderson,142.0,7.7
2020-21,142,203937,1610612763,14.369,9.4,MEM,Kyle Anderson,295.0,13.3
2021-22,221,203937,1610612763,14.242,15.2,MEM,Kyle Anderson,467.0,13.7
2022-23,104,203937,1610612750,14.371,9.1,MIN,Kyle Anderson,210.0,18.1
2013-14,250,2594,1610612737,15.389,7.0,ATL,Kyle Korver,481.0,5.7
2014-15,526,2594,1610612737,14.742,14.3,ATL,Kyle Korver,1033.0,5.6
2015-16,316,2594,1610612737,14.302,7.2,ATL,Kyle Korver,650.0,4.6
2016-17,326,2594,1610612739,15.079,5.7,CLE,Kyle Korver,659.0,3.4
2017-18,504,2594,1610612739,16.354,9.6,CLE,Kyle Korver,962.0,3.7
2018-19,30,2594,1610612762,15.492,0.6,UTA,Kyle Korver,61.0,3.8
2019-20,119,2594,1610612749,13.093,2.6,MIL,Kyle Korver,269.0,4.4
2019-20,484,1628398,1610612747,14.506,18.3,LAL,Kyle Kuzma,989.0,7.7
2020-21,129,1628398,1610612747,15.331,6.7,LAL,Kyle Kuzma,260.0,10.1
2013-14,271,200768,1610612761,16.362,55.8,TOR,Kyle Lowry,508.0,40.3
2014-15,131,200768,1610612761,15.161,22.3,TOR,Kyle Lowry,254.0,34.7
2015-16,766,200768,1610612761,16.581,149.2,TOR,Kyle Lowry,1422.0,38.0
2016-17,300,200768,1610612761,15.736,51.1,TOR,Kyle Lowry,573.0,34.0
2017-18,361,200768,1610612761,14.902,57.9,TOR,Kyle Lowry,716.0,32.6
2018-19,901,200768,1610612761,15.381,135.2,TOR,Kyle Lowry,1779.0,29.6
2019-20,413,200768,1610612761,14.741,60.2,TOR,Kyle Lowry,826.0,29.7
2021-22,295,200768,1610612748,15.507,44.8,MIA,Kyle Lowry,576.0,30.1
2022-23,381,200768,1610612748,15.896,60.9,MIA,Kyle Lowry,805.0,28.6
2018-19,2,203124,1610612754,8.0,0.1,IND,Kyle O'Quinn,4.0,18.8
2019-20,6,203124,1610612755,12.615,0.4,PHI,Kyle O'Quinn,13.0,14.6
2015-16,51,202713,1610612760,14.979,0.9,OKC,Kyle Singler,96.0,3.8
2016-17,10,202713,1610612760,13.28,0.1,OKC,Kyle Singler,25.0,1.8
2016-17,5,1627787,1610612745,14.308,0.2,HOU,Kyle Wiltjer,13.0,6.5
2014-15,464,202681,1610612739,16.897,86.4,CLE,Kyrie Irving,882.0,34.8
2015-16,774,202681,1610612739,16.477,150.5,CLE,Kyrie Irving,1470.0,37.3
2016-17,653,202681,1610612739,15.4,115.7,CLE,Kyrie Irving,1306.0,34.5
2018-19,330,202681,1610612738,14.168,62.4,BOS,Kyrie Irving,691.0,38.2
2020-21,325,202681,1610612751,15.014,37.3,BKN,Kyrie Irving,661.0,22.6
2021-22,170,202681,1610612751,15.237,27.9,BKN,Kyrie Irving,333.0,33.0
2013-14,441,200746,1610612757,15.269,26.4,POR,LaMarcus Aldridge,858.0,12.1
2014-15,208,200746,1610612757,14.729,11.8,POR,LaMarcus Aldridge,398.0,12.1
2015-16,337,200746,1610612759,16.225,19.2,SAS,LaMarcus Aldridge,644.0,11.0
2016-17,537,200746,1610612759,16.576,27.3,SAS,LaMarcus Aldridge,1019.0,9.7
2017-18,176,200746,1610612759,17.017,11.6,SAS,LaMarcus Aldridge,343.0,11.9
2018-19,244,200746,1610612759,15.509,13.3,SAS,LaMarcus Aldridge,470.0,10.9
2015-16,20,203934,1610612737,15.135,1.9,ATL,Lamar Patterson,37.0,20.4
2022-23,9,1630205,1610612739,11.3,0.7,CLE,Lamar Stevens,20.0,18.6
2013-14,705,202362,1610612754,16.924,79.3,IND,Lance Stephenson,1288.0,21.8
2015-16,95,202362,1610612763,16.011,8.1,MEM,Lance Stephenson,176.0,17.2
2016-17,107,202362,1610612754,15.129,17.7,IND,Lance Stephenson,209.0,33.6
2017-18,149,202362,1610612754,16.345,14.5,IND,Lance Stephenson,275.0,19.4
2019-20,17,202498,1610612751,14.0,0.4,BKN,Lance Thomas,38.0,4.5
2013-14,26,202361,1610612761,15.16,0.8,TOR,Landry Fields,50.0,6.3
2018-19,174,1629013,1610612746,14.973,5.2,LAC,Landry Shamet,367.0,5.7
2019-20,243,1629013,1610612746,14.922,11.6,LAC,Landry Shamet,501.0,9.3
2020-21,206,1629013,1610612751,16.168,6.8,BKN,Landry Shamet,400.0,6.3
2021-22,192,1629013,1610612756,15.084,10.1,PHX,Landry Shamet,381.0,10.5
2022-23,184,1629013,1610612756,13.586,7.5,PHX,Landry Shamet,379.0,8.7
2018-19,110,204038,1610612765,14.671,4.2,DET,Langston Galloway,231.0,7.4
2020-21,15,204038,1610612756,15.121,0.7,PHX,Langston Galloway,33.0,8.4
2017-18,307,1626204,1610612739,15.893,10.8,CLE,Larry Nance Jr.,581.0,7.0
2021-22,130,1626204,1610612740,15.506,7.3,NOP,Larry Nance Jr.,251.0,11.3
2013-14,15,202730,1610612754,14.469,0.5,IND,Lavoy Allen,32.0,6.5
2015-16,51,202730,1610612754,14.79,1.8,IND,Lavoy Allen,100.0,7.3
2016-17,11,202730,1610612754,13.619,0.2,IND,Lavoy Allen,21.0,4.2
2013-14,763,2544,1610612748,16.738,121.8,MIA,LeBron James,1376.0,31.7
2014-15,845,2544,1610612739,17.319,181.1,CLE,LeBron James,1593.0,39.4
2015-16,822,2544,1610612739,16.622,131.5,CLE,LeBron James,1541.0,30.8
2016-17,744,2544,1610612739,15.362,135.4,CLE,LeBron James,1478.0,35.8
2017-18,922,2544,1610612739,16.417,212.2,CLE,LeBron James,1747.0,44.4
2019-20,762,2544,1610612747,14.838,168.6,LAL,LeBron James,1523.0,44.8
2020-21,224,2544,1610612747,15.495,40.8,LAL,LeBron James,426.0,37.1
2022-23,619,2544,1610612747,14.471,80.5,LAL,LeBron James,1259.0,26.5
2014-15,229,2571,1610612744,14.567,14.3,GSW,Leandro Barbosa,450.0,13.1
2015-16,254,2571,1610612744,14.907,16.0,GSW,Leandro Barbosa,507.0,12.7
2014-15,38,201991,1610612746,14.048,5.5,LAC,Lester Hudson,83.0,28.3
2018-19,21,1629022,1610612759,13.825,1.9,SAS,Lonnie Walker IV,40.0,20.6
2022-23,179,1629022,1610612747,14.872,11.6,LAL,Lonnie Walker IV,352.0,13.3
2017-18,29,203485,1610612761,15.0,4.0,TOR,Lorenzo Brown,55.0,29.1
2013-14,133,101150,1610612737,15.718,15.0,ATL,Lou Williams,252.0,22.7
2014-15,102,101150,1610612761,14.373,10.3,TOR,Lou Williams,201.0,21.4
2016-17,272,101150,1610612745,14.335,18.9,HOU,Lou Williams,549.0,14.4
2018-19,176,101150,1610612746,14.254,38.6,LAC,Lou Williams,382.0,42.5
2019-20,341,101150,1610612746,14.139,50.3,LAC,Lou Williams,713.0,29.9
2020-21,277,101150,1610612737,15.164,48.1,ATL,Lou Williams,544.0,35.0
2015-16,78,201601,1610612746,15.5,1.2,LAC,Luc Mbah a Moute,152.0,3.1
2016-17,224,201601,1610612746,15.622,5.5,LAC,Luc Mbah a Moute,410.0,5.2
2017-18,149,201601,1610612745,14.606,3.6,HOU,Luc Mbah a Moute,315.0,4.7
2021-22,17,1630492,1610612749,13.625,3.3,MIL,Luca Vildoza,40.0,36.3
2015-16,29,203512,1610612761,15.564,0.7,TOR,Lucas Nogueira,55.0,4.9
2016-17,7,203512,1610612761,12.667,0.3,TOR,Lucas Nogueira,15.0,9.5
2017-18,24,203512,1610612761,16.064,0.5,TOR,Lucas Nogueira,47.0,4.0
2019-20,175,1629652,1610612760,14.605,6.1,OKC,Luguentz Dort,365.0,6.9
2015-16,8,1626242,1610612757,13.067,0.5,POR,Luis Montero,15.0,15.3
2013-14,242,2449,1610612754,16.187,9.9,IND,Luis Scola,450.0,8.2
2015-16,140,2449,1610612761,16.335,5.9,TOR,Luis Scola,266.0,8.1
2019-20,215,1629029,1610612742,14.271,60.6,DAL,Luka Doncic,451.0,56.5
2020-21,281,1629029,1610612742,15.848,84.5,DAL,Luka Doncic,546.0,58.6
2021-22,552,1629029,1610612742,16.502,145.0,DAL,Luka Doncic,1056.0,49.9
2017-18,3,202337,1610612748,16.5,0.0,MIA,Luke Babbitt,6.0,0.0
2018-19,133,1628379,1610612765,15.402,8.6,DET,Luke Kennard,276.0,12.1
2020-21,219,1628379,1610612746,15.379,7.1,LAC,Luke Kennard,425.0,6.5
2022-23,107,1628379,1610612763,14.766,4.7,MEM,Luke Kennard,222.0,8.6
2020-21,5,1628436,1610612738,10.0,0.2,BOS,Luke Kornet,13.0,9.2
2021-22,20,1628436,1610612738,15.75,0.6,BOS,Luke Kornet,39.0,5.9
2022-23,27,1628436,1610612738,13.107,0.7,BOS,Luke Kornet,61.0,5.3
2013-14,36,2557,1610612766,15.779,6.9,CHA,Luke Ridnour,68.0,38.6
2015-16,495,2736,1610612748,15.778,25.1,MIA,Luol Deng,927.0,10.3
2021-22,36,1630201,1610612761,14.726,3.4,TOR,Malachi Flynn,73.0,19.0
2016-17,183,1627763,1610612749,16.079,19.4,MIL,Malcolm Brogdon,340.0,21.3
2017-18,186,1627763,1610612749,14.29,10.9,MIL,Malcolm Brogdon,355.0,12.9
2018-19,198,1627763,1610612749,13.932,17.5,MIL,Malcolm Brogdon,395.0,19.1
2019-20,160,1627763,1610612754,14.686,35.8,IND,Malcolm Brogdon,322.0,45.4
2022-23,458,1627763,1610612738,14.404,47.1,BOS,Malcolm Brogdon,925.0,21.2
2016-17,3,1627098,1610612737,15.375,0.7,ATL,Malcolm Delaney,8.0,34.1
2018-19,28,1626259,1610612761,13.47,0.9,TOR,Malcolm Miller,66.0,6.1
2019-20,5,1626259,1610612761,15.909,0.2,TOR,Malcolm Miller,11.0,6.9
2018-19,281,1627736,1610612743,15.571,11.5,DEN,Malik Beasley,548.0,8.1
2021-22,119,1627736,1610612750,13.481,4.6,MIN,Malik Beasley,258.0,7.9
2022-23,91,1627736,1610612747,14.325,3.2,LAL,Malik Beasley,191.0,7.0
2021-22,17,1630238,1610612738,16.742,0.6,BOS,Malik Fitts,30.0,7.2
2022-23,205,1628370,1610612758,13.104,22.1,SAC,Malik Monk,442.0,22.9
2020-21,35,1629603,1610612749,14.5,1.2,MIL,Mamadi Diakite,78.0,6.4
2013-14,586,1938,1610612759,15.383,70.4,SAS,Manu Ginobili,1150.0,23.9
2014-15,131,1938,1610612759,16.211,16.8,SAS,Manu Ginobili,256.0,24.3
2015-16,192,1938,1610612759,15.874,17.7,SAS,Manu Ginobili,372.0,18.0
2016-17,284,1938,1610612759,15.943,22.7,SAS,Manu Ginobili,559.0,15.3
2017-18,107,1938,1610612759,15.918,11.4,SAS,Manu Ginobili,219.0,19.6
2022-23,5,1630699,1610612749,11.333,0.3,MIL,MarJon Beauchamp,12.0,13.2
2013-14,300,201188,1610612763,17.479,18.3,MEM,Marc Gasol,559.0,11.2
2014-15,416,201188,1610612763,17.075,31.7,MEM,Marc Gasol,799.0,13.9
2016-17,240,201188,1610612763,16.962,17.6,MEM,Marc Gasol,425.0,14.6
2018-19,735,201188,1610612761,15.568,33.3,TOR,Marc Gasol,1448.0,8.9
2019-20,228,201188,1610612761,14.942,10.8,TOR,Marc Gasol,463.0,9.4
2020-21,87,201188,1610612747,16.331,3.7,LAL,Marc Gasol,166.0,8.2
2013-14,382,101162,1610612764,15.725,15.2,WAS,Marcin Gortat,690.0,8.4
2014-15,307,101162,1610612764,15.802,10.3,WAS,Marcin Gortat,606.0,6.5
2016-17,409,101162,1610612764,15.084,12.9,WAS,Marcin Gortat,812.0,6.3
2017-18,160,101162,1610612764,15.241,5.5,WAS,Marcin Gortat,315.0,6.9
2013-14,356,201158,1610612759,15.875,20.0,SAS,Marco Belinelli,696.0,10.9
2014-15,116,201158,1610612759,15.455,6.8,SAS,Marco Belinelli,231.0,11.4
2017-18,273,201158,1610612755,14.295,11.3,PHI,Marco Belinelli,555.0,8.5
2018-19,131,201158,1610612759,14.996,6.1,SAS,Marco Belinelli,262.0,9.3
2017-18,3,1627875,1610612750,6.5,0.0,MIN,Marcus Georges-Hunt,6.0,0.0
2015-16,144,202694,1610612765,15.201,6.6,DET,Marcus Morris Sr.,259.0,10.1
2017-18,562,202694,1610612738,15.831,30.0,BOS,Marcus Morris Sr.,1099.0,10.3
2018-19,254,202694,1610612738,14.245,12.7,BOS,Marcus Morris Sr.,522.0,10.2
2019-20,388,202694,1610612746,14.429,15.6,LAC,Marcus Morris Sr.,791.0,8.2
2020-21,604,202694,1610612746,15.323,21.7,LAC,Marcus Morris Sr.,1179.0,7.2
