"Date","Team","Opponent","Minutes","OffPoss","Points","FG2M","FG2A","Fg2Pct","FG3M","FG3A","Fg3Pct","NonHeaveFg3Pct","FtPoints","PtsAssisted2s","PtsUnassisted2s","PtsAssisted3s","PtsUnassisted3s","Assisted2sPct","NonPutbacksAssisted2sPct","Assisted3sPct","FG3APct","ShotQualityAvg","EfgPct","TsPct","PtsPutbacks","Fg2aBlocked","FG2APctBlocked","Fg3aBlocked","FG3APctBlocked","Usage"
"2019-03-24","HOU","NOP","04:49",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-03-26","HOU","MIL","01:15",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4209,0,0,0,0,0,0,0,50
"2019-03-28","HOU","DEN","03:21",9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3733,0,0,0,0,0,0,0,11.11111111111111
"2019-04-02","HOU","SAC","04:31",10,3,0,0,0,1,1,1,1,0,0,0,3,0,0,0,1,1,0.5547,1.5,1.5,0,0,0,0,0,9.090909090909092
"2019-04-03","HOU","LAC","06:13",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25
"2019-04-05","HOU","NYK","07:14",18,3,0,1,0,1,3,0.3333333333333333,0.3333333333333333,0,0,0,3,0,0,0,1,0.75,0.4928625,0.375,0.375,0,1,1,0,0,20
"2019-04-07","HOU","PHX","05:09",10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.5133,0,0,0,0,0,0,0,7.142857142857142
"2019-10-23","WAS","DAL","19:29",45,6,0,2,0,2,3,0.6666666666666666,0.6666666666666666,0,0,0,6,0,0,0,1,0.6,0.48317,0.6,0.6,0,1,0.5,0,0,14.893617021276597
"2019-10-25","WAS","OKC","15:13",35,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0.25,0.54405,0,0,0,1,0.3333333333333333,0,0,13.157894736842104
"2019-11-26","WAS","DEN","01:49",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-11-29","WAS","LAL","05:22",12,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40545,0,0,0,0,0,0,0,18.75
"2019-12-01","WAS","LAC","06:17",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.666666666666667
"2019-12-05","WAS","PHI","11:28",25,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.494375,0,0,0,0,0,0,0,17.857142857142854
