"Date","Team","Opponent","Minutes","OffPoss","Points","FG2M","FG2A","Fg2Pct","FG3M","FG3A","Fg3Pct","NonHeaveFg3Pct","FtPoints","PtsAssisted2s","PtsUnassisted2s","PtsAssisted3s","PtsUnassisted3s","Assisted2sPct","NonPutbacksAssisted2sPct","Assisted3sPct","FG3APct","ShotQualityAvg","EfgPct","TsPct","PtsPutbacks","Fg2aBlocked","FG2APctBlocked","Fg3aBlocked","FG3APctBlocked","Usage"
"2013-10-30","DET","WAS","41:27",82,24,6,15,0.4,0,0,0,0,12,8,4,0,0,0.6666666666666666,0.8,0,0,0.5843,0.4,0.5454545454545454,2,2,0.13333333333333333,0,0,28.125
"2013-11-01","DET","MEM","41:12",78,16,6,10,0.6,0,0,0,0,4,4,8,0,0,0.3333333333333333,0.3333333333333333,0,0,0.48084,0.6,0.7272727272727273,0,1,0.1,0,0,15.053763440860214
"2013-11-03","DET","BOS","36:36",70,15,7,14,0.5,0,0,0,0,1,2,12,0,0,0.14285714285714285,0.2,0,0,0.5598428571428571,0.5,0.46875,4,1,0.07142857142857142,0,0,24.096385542168676
"2013-11-05","DET","IND","34:48",71,14,5,10,0.5,0,0,0,0,4,4,6,0,0,0.4,0.5,0,0,0.526,0.5,0.5833333333333334,2,2,0.2,0,0,17.5
"2013-11-08","DET","OKC","38:53",77,20,8,13,0.6153846153846154,0,0,0,0,4,4,12,0,0,0.25,0.4,0,0,0.5979923076923077,0.6153846153846154,0.6666666666666666,6,3,0.23076923076923078,0,0,17.894736842105264
"2013-11-11","DET","POR","36:55",70,19,9,17,0.5294117647058824,0,0,0,0,1,8,10,0,0,0.4444444444444444,0.4444444444444444,0,0,0.4635,0.5294117647058824,0.5588235294117647,0,0,0,0,0,20.481927710843376
"2013-11-12","DET","GSW","30:58",60,15,6,15,0.4,0,0,0,0,3,6,6,0,0,0.5,0.6,0,0,0.46036,0.4,0.4166666666666667,2,0,0,0,0,29.577464788732396
"2013-11-15","DET","SAC","29:46",57,8,4,9,0.4444444444444444,0,0,0,0,0,2,6,0,0,0.25,0.25,0,0,0.3990111111111111,0.4444444444444444,0.4444444444444444,0,1,0.1111111111111111,0,0,15.15151515151515
"2013-11-17","DET","LAL","37:28",74,17,8,14,0.5714285714285714,0,0,0,0,1,8,8,0,0,0.5,0.6666666666666666,0,0,0.45326428571428573,0.5714285714285714,0.4722222222222222,4,2,0.14285714285714285,0,0,24.41860465116279
"2013-11-19","DET","NYK","36:24",64,16,6,8,0.75,0,0,0,0,4,10,2,0,0,0.8333333333333334,1,0,0,0.585925,0.75,0.8,2,0,0,0,0,20.547945205479454
"2013-11-20","DET","ATL","33:55",65,7,3,8,0.375,0,0,0,0,1,6,0,0,0,1,1,0,0,0.5244,0.375,0.3888888888888889,0,2,0.25,0,0,14.473684210526315
"2013-11-22","DET","ATL","28:46",57,11,4,9,0.4444444444444444,0,0,0,0,3,6,2,0,0,0.75,1,0,0,0.6281444444444444,0.4444444444444444,0.5,2,0,0,0,0,20
"2013-11-24","DET","BKN","33:57",67,18,8,12,0.6666666666666666,0,0,0,0,2,8,8,0,0,0.5,0.5,0,0,0.4469916666666667,0.6666666666666666,0.6923076923076923,0,0,0,0,0,18.18181818181818
"2013-11-25","DET","MIL","31:57",63,16,5,10,0.5,0,0,0,0,6,6,4,0,0,0.6,0.6,0,0,0.5154,0.5,0.5714285714285714,0,1,0.1,0,0,21.21212121212121
"2013-11-27","DET","CHI","22:25",43,5,2,5,0.4,0,0,0,0,1,2,2,0,0,0.5,0.5,0,0,0.45782,0.4,0.4166666666666667,0,0,0,0,0,17.02127659574468
"2013-11-29","DET","LAL","34:47",71,19,9,15,0.6,0,0,0,0,1,14,4,0,0,0.7777777777777778,0.875,0,0,0.6022200000000001,0.6,0.59375,2,2,0.13333333333333333,0,0,19.54022988505747
"2013-12-01","DET","PHI","26:06",57,7,1,6,0.16666666666666666,0,0,0,0,5,0,2,0,0,0,0,0,0,0.5808166666666666,0.16666666666666666,0.3888888888888889,0,3,0.5,0,0,18.18181818181818
"2013-12-03","DET","MIA","37:08",75,16,8,10,0.8,0,0,0,0,0,12,4,0,0,0.75,0.75,0,0,0.6138600000000001,0.8,0.7272727272727273,0,1,0.1,0,0,16.091954022988507
"2013-12-04","DET","MIL","31:20",66,18,6,15,0.4,0,0,0,0,6,8,4,0,0,0.6666666666666666,1,0,0,0.5978333333333333,0.4,0.5,4,6,0.4,0,0,24.050632911392405
"2013-12-07","DET","CHI","36:25",70,8,3,10,0.3,0,0,0,0,2,2,4,0,0,0.3333333333333333,0.3333333333333333,0,0,0.5363,0.3,0.3333333333333333,0,4,0.4,0,0,18.072289156626507
"2013-12-08","DET","MIA","28:52",57,10,3,10,0.3,0,0,0,0,4,4,2,0,0,0.6666666666666666,1,0,0,0.68261,0.3,0.4166666666666667,2,2,0.2,0,0,20
"2013-12-10","DET","MIN","20:15",42,10,5,7,0.7142857142857143,0,0,0,0,0,2,8,0,0,0.2,0.2,0,0,0.4235285714285714,0.7142857142857143,0.7142857142857143,0,0,0,0,0,19.565217391304348
"2013-12-11","DET","NOP","42:26",80,28,13,22,0.5909090909090909,0,0,0,0,2,14,12,0,0,0.5384615384615384,0.5833333333333334,0,0,0.5371681818181818,0.5909090909090909,0.56,2,3,0.13636363636363635,0,0,28
"2013-12-13","DET","BKN","34:29",68,22,10,18,0.5555555555555556,0,0,0,0,2,10,10,0,0,0.5,0.625,0,0,0.5347055555555555,0.5555555555555556,0.55,4,2,0.1111111111111111,0,0,29.11392405063291
"2013-12-15","DET","POR","38:32",71,17,7,14,0.5,0,0,0,0,3,10,4,0,0,0.7142857142857143,0.7142857142857143,0,0,0.5196071428571428,0.5,0.53125,0,3,0.21428571428571427,0,0,23.529411764705884
"2013-12-16","DET","IND","38:33",70,13,5,9,0.5555555555555556,0,0,0,0,3,2,8,0,0,0.2,0.3333333333333333,0,0,0.4950888888888889,0.5555555555555556,0.5909090909090909,4,1,0.1111111111111111,0,0,13.48314606741573
"2013-12-18","DET","BOS","33:41",67,12,5,12,0.4166666666666667,0,0,0,0,2,4,6,0,0,0.4,0.5,0,0,0.5155083333333333,0.4166666666666667,0.42857142857142855,2,0,0,0,0,22.36842105263158
"2013-12-20","DET","CHA","35:07",71,13,5,9,0.5555555555555556,0,0,0,0,3,6,4,0,0,0.6,0.75,0,0,0.5955111111111111,0.5555555555555556,0.5909090909090909,2,3,0.3333333333333333,0,0,18.072289156626507
"2013-12-21","DET","HOU","26:04",54,10,5,10,0.5,0,0,0,0,0,8,2,0,0,0.8,1,0,0,0.56801,0.5,0.5,2,1,0.1,0,0,17.46031746031746
"2013-12-23","DET","CLE","31:02",63,11,5,10,0.5,0,0,0,0,1,6,4,0,0,0.6,0.6,0,0,0.56698,0.5,0.5,0,0,0,0,0,17.94871794871795
"2013-12-27","DET","ORL","20:59",42,6,3,9,0.3333333333333333,0,0,0,0,0,0,6,0,0,0,0,0,0,0.4207,0.3333333333333333,0.3,4,0,0,0,0,19.29824561403509
"2013-12-28","DET","WAS","23:34",45,14,6,9,0.6666666666666666,0,0,0,0,2,6,6,0,0,0.5,0.6,0,0,0.5119666666666667,0.6666666666666666,0.7,2,0,0,0,0,18.18181818181818
"2013-12-30","DET","WAS","38:04",75,22,7,17,0.4117647058823529,0,0,0,0,8,12,2,0,0,0.8571428571428571,0.8571428571428571,0,0,0.5949,0.4117647058823529,0.5,0,0,0,0,0,25
"2014-01-05","DET","MEM","34:43",66,19,8,17,0.47058823529411764,0,0,0,0,3,10,6,0,0,0.625,0.625,0,0,0.587764705882353,0.47058823529411764,0.5,0,3,0.17647058823529413,0,0,25.31645569620253
"2014-01-07","DET","NYK","32:02",63,19,8,15,0.5333333333333333,0,0,0,0,3,8,8,0,0,0.5,0.6666666666666666,0,0,0.5411466666666667,0.5333333333333333,0.5588235294117647,4,2,0.13333333333333333,0,0,28.169014084507044
"2014-01-08","DET","TOR","28:44",62,11,5,12,0.4166666666666667,0,0,0,0,1,10,0,0,0,1,1,0,0,0.5407916666666667,0.4166666666666667,0.4583333333333333,0,2,0.16666666666666666,0,0,19.178082191780824
"2014-01-10","DET","PHI","26:49",59,15,5,6,0.8333333333333334,0,0,0,0,5,6,4,0,0,0.6,1,0,0,0.5501833333333334,0.8333333333333334,0.75,4,0,0,0,0,16.901408450704228
"2014-01-11","DET","PHX","27:38",58,20,6,14,0.42857142857142855,0,0,0,0,8,10,2,0,0,0.8333333333333334,0.8333333333333334,0,0,0.5680857142857143,0.42857142857142855,0.5263157894736842,0,0,0,0,0,28.169014084507044
"2014-01-17","DET","UTA","15:57",29,4,1,7,0.14285714285714285,0,0,0,0,2,2,0,0,0,1,1,0,0,0.46159999999999995,0.14285714285714285,0.25,0,1,0.14285714285714285,0,0,30
"2014-01-18","DET","WAS","30:50",61,12,5,7,0.7142857142857143,0,0,0,0,2,4,6,0,0,0.4,0.5,0,0,0.6156285714285714,0.7142857142857143,0.6666666666666666,2,1,0.14285714285714285,0,0,16.216216216216218
"2014-01-20","DET","LAC","29:40",58,6,1,3,0.3333333333333333,0,0,0,0,4,0,2,0,0,0,0,0,0,0.5579999999999999,0.3333333333333333,0.6,2,1,0.3333333333333333,0,0,12.5
"2014-01-22","DET","MIL","28:52",63,18,7,11,0.6363636363636364,0,0,0,0,4,8,6,0,0,0.5714285714285714,0.6666666666666666,0,0,0.5303272727272726,0.6363636363636364,0.6428571428571429,2,1,0.09090909090909091,0,0,21.91780821917808
"2014-01-24","DET","NOP","25:21",52,8,4,8,0.5,0,0,0,0,0,4,4,0,0,0.5,0.5,0,0,0.492075,0.5,0.5,0,2,0.25,0,0,20.967741935483872
"2014-01-26","DET","DAL","28:33",57,20,9,13,0.6923076923076923,0,0,0,0,2,8,10,0,0,0.4444444444444444,0.5,0,0,0.4924076923076923,0.6923076923076923,0.6666666666666666,2,1,0.07692307692307693,0,0,21.126760563380284
"2014-01-28","DET","ORL","24:33",49,8,4,11,0.36363636363636365,0,0,0,0,0,8,0,0,0,1,1,0,0,0.5800363636363636,0.36363636363636365,0.36363636363636365,0,1,0.09090909090909091,0,0,20
"2014-02-01","DET","PHI","28:48",61,21,8,10,0.8,0,0,0,0,5,8,8,0,0,0.5,0.6666666666666666,0,0,0.54481,0.8,0.75,4,1,0.1,0,0,22.78481012658228
"2014-02-03","DET","MIA","34:36",69,17,6,13,0.46153846153846156,0,0,0,0,5,8,4,0,0,0.6666666666666666,0.8,0,0,0.5139769230769231,0.46153846153846156,0.53125,2,2,0.15384615384615385,0,0,21.176470588235293
"2014-02-05","DET","ORL","30:53",63,12,6,11,0.5454545454545454,0,0,0,0,0,6,6,0,0,0.5,0.5,0,0,0.4717363636363636,0.5454545454545454,0.5454545454545454,0,1,0.09090909090909091,0,0,18.055555555555557
"2014-02-07","DET","BKN","30:48",63,12,5,9,0.5555555555555556,0,0,0,0,2,6,4,0,0,0.6,0.6,0,0,0.6425222222222222,0.5555555555555556,0.6,0,0,0,0,0,16.883116883116884
