"Date","Team","Opponent","Minutes","OffPoss","Points","FG2M","FG2A","Fg2Pct","FG3M","FG3A","Fg3Pct","NonHeaveFg3Pct","FtPoints","PtsAssisted2s","PtsUnassisted2s","PtsAssisted3s","PtsUnassisted3s","Assisted2sPct","NonPutbacksAssisted2sPct","Assisted3sPct","FG3APct","ShotQualityAvg","EfgPct","TsPct","PtsPutbacks","Fg2aBlocked","FG2APctBlocked","Fg3aBlocked","FG3APctBlocked","Usage"
"2021-10-20","PHI","NOP","02:04",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-12-26","PHI","WAS","03:34",8,2,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0.501,1,1,2,0,0,0,0,22.22222222222222
"2022-10-24","PHI","IND","02:00",4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.3803,0,0.25,0,0,0,0,0,40
"2022-10-28","PHI","TOR","02:15",5,4,2,2,1,0,0,0,0,0,2,2,0,0,0.5,0.5,0,0,0.3563,1,1,0,0,0,0,0,40
"2022-12-11","PHI","CHA","01:41",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.333333333333336
"2022-12-13","PHI","SAC","05:33",10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3697,0,0,0,0,0,0,0,18.181818181818183
"2022-12-31","PHI","OKC","03:56",9,2,1,2,0.5,0,0,0,0,0,0,2,0,0,0,0,0,0,0.5656,0.5,0.5,2,0,0,0,0,20
"2023-01-10","PHI","DET","08:43",18,10,4,4,1,0,0,0,0,2,2,6,0,0,0.25,0.5,0,0,0.73595,1,1,4,0,0,0,0,25
"2023-01-17","PHI","LAC","02:05",6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5931,0,0,0,0,0,0,0,16.666666666666668
"2023-03-12","PHI","WAS","03:00",7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.561,0,0,0,0,0,0,0,12.5
"2023-03-17","PHI","CHA","07:03",14,2,1,2,0.5,0,0,0,0,0,0,2,0,0,0,0,0,0,0.5412,0.5,0.5,0,1,0.5,0,0,14.285714285714285
"2023-03-18","PHI","IND","03:21",7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.4671,0,0,0,0,0,0,0,12.5
"2023-03-22","PHI","CHI","03:15",6,2,1,2,0.5,0,0,0,0,0,0,2,0,0,0,0,0,0,0.57595,0.5,0.5,0,1,0.5,0,0,25
"2023-03-24","PHI","GSW","00:16",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,100
"2023-03-25","PHI","PHX","04:06",8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34615,0,0,0,1,0.5,0,0,22.22222222222222
"2023-03-27","PHI","DEN","05:47",12,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.397,0,0.5,0,0,0,0,0,14.285714285714285
"2023-04-07","PHI","ATL","34:09",77,19,6,10,0.6,2,3,0.6666666666666666,0.6666666666666666,1,6,6,3,3,0.5,0.6,0.5,0.23076923076923078,0.5721384615384616,0.6923076923076923,0.6785714285714286,2,0,0,0,0,17.58241758241758
"2023-04-09","PHI","BKN","02:07",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
