"Date","Team","Opponent","Minutes","OffPoss","Points","FG2M","FG2A","Fg2Pct","FG3M","FG3A","Fg3Pct","NonHeaveFg3Pct","FtPoints","PtsAssisted2s","PtsUnassisted2s","PtsAssisted3s","PtsUnassisted3s","Assisted2sPct","NonPutbacksAssisted2sPct","Assisted3sPct","FG3APct","ShotQualityAvg","EfgPct","TsPct","PtsPutbacks","Fg2aBlocked","FG2APctBlocked","Fg3aBlocked","FG3APctBlocked","Usage"
"2019-10-26","CHI","TOR","02:03",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-11-06","CHI","ATL","03:36",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-11-09","CHI","HOU","04:44",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-11-12","CHI","NYK","01:31",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-11-18","CHI","MIL","20:28",44,21,10,12,0.8333333333333334,0,0,0,0,1,14,6,0,0,0.7,1,0,0,0.5658083333333334,0.8333333333333334,0.8076923076923077,6,2,0.16666666666666666,0,0,26
"2019-11-20","CHI","DET","14:52",31,2,1,4,0.25,0,0,0,0,0,0,2,0,0,0,0,0,0,0.6341,0.25,0.25,2,0,0,0,0,13.88888888888889
"2019-11-22","CHI","MIA","14:52",34,6,3,3,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0.6759666666666666,1,0.75,4,0,0,0,0,10.256410256410255
"2019-11-23","CHI","CHA","13:36",28,2,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.40073333333333333,0,0.2,0,0,0,0,0,15.15151515151515
"2019-11-25","CHI","POR","15:32",34,6,2,3,0.6666666666666666,0,0,0,0,2,4,0,0,0,1,1,0,0,0.7194333333333334,0.6666666666666666,0.75,0,0,0,0,0,10.256410256410255
"2019-11-27","CHI","GSW","08:39",19,2,1,1,1,0,0,0,0,0,2,0,0,0,1,1,0,0,0.4874,1,0.5,0,0,0,0,0,9.090909090909092
"2019-11-29","CHI","POR","07:54",15,4,1,1,1,0,0,0,0,2,2,0,0,0,1,1,0,0,0.6765,1,1,0,0,0,0,0,12.5
"2019-12-02","CHI","SAC","10:37",23,7,3,3,1,0,0,0,0,1,6,0,0,0,1,1,0,0,0.5364333333333333,1,0.875,0,0,0,0,0,17.391304347826086
"2019-12-04","CHI","MEM","15:24",32,4,1,1,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0.5835,1,0.6666666666666666,2,0,0,0,0,7.5
"2019-12-06","CHI","GSW","13:02",25,6,3,3,1,0,0,0,0,0,6,0,0,0,1,1,0,0,0.7203666666666666,1,1,0,0,0,0,0,15.384615384615383
"2019-12-08","CHI","MIA","02:05",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-12-09","CHI","TOR","19:45",39,14,7,9,0.7777777777777778,0,0,0,0,0,12,2,0,0,0.8571428571428571,1,0,0,0.5953222222222222,0.7777777777777778,0.7777777777777778,2,0,0,0,0,21.951219512195124
"2019-12-11","CHI","ATL","10:26",23,4,2,3,0.6666666666666666,0,0,0,0,0,4,0,0,0,1,1,0,0,0.6487333333333333,0.6666666666666666,0.6666666666666666,0,0,0,0,0,17.391304347826086
"2019-12-13","CHI","CHA","20:18",42,4,2,3,0.6666666666666666,0,0,0,0,0,4,0,0,0,1,1,0,0,0.5790333333333334,0.6666666666666666,0.6666666666666666,0,0,0,0,0,6.382978723404256
"2019-12-16","CHI","OKC","01:18",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-12-18","CHI","WAS","10:50",23,2,1,1,1,0,0,0,0,0,2,0,0,0,1,1,0,0,0.5324,1,1,0,0,0,0,0,3.7037037037037033
"2019-12-21","CHI","DET","13:24",26,4,1,3,0.3333333333333333,0,0,0,0,2,0,2,0,0,0,0,0,0,0.5411,0.3333333333333333,0.5,2,0,0,0,0,16.666666666666668
"2019-12-23","CHI","ORL","14:46",29,5,2,2,1,0,0,0,0,1,2,2,0,0,0.5,1,0,0,0.58875,1,0.8333333333333334,2,0,0,0,0,12.121212121212121
"2019-12-28","CHI","ATL","16:46",37,6,3,5,0.6,0,0,0,0,0,2,4,0,0,0.3333333333333333,1,0,0,0.6290199999999999,0.6,0.6,4,0,0,0,0,17.94871794871795
"2019-12-30","CHI","MIL","17:07",36,8,4,7,0.5714285714285714,0,0,0,0,0,6,2,0,0,0.75,1,0,0,0.5781428571428571,0.5714285714285714,0.5714285714285714,2,0,0,0,0,16.666666666666668
"2020-01-02","CHI","UTA","12:05",23,5,2,5,0.4,0,0,0,0,1,4,0,0,0,1,1,0,0,0.56502,0.4,0.4166666666666667,0,0,0,0,0,28
"2020-01-04","CHI","BOS","12:27",25,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6193,0,0,0,1,0.5,0,0,13.793103448275863
"2020-01-06","CHI","DAL","24:51",47,13,6,6,1,0,0,0,0,1,8,4,0,0,0.6666666666666666,1,0,0,0.6965499999999999,1,0.9285714285714286,4,0,0,0,0,12.727272727272727
"2020-01-08","CHI","NOP","16:00",36,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5024,0,0,0,0,0,0,0,9.30232558139535
"2020-01-10","CHI","IND","27:21",52,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.43995,0,0.25,0,0,0,0,0,7.4074074074074066
"2020-01-11","CHI","DET","22:53",45,14,7,9,0.7777777777777778,0,0,0,0,0,8,6,0,0,0.5714285714285714,1,0,0,0.5379,0.7777777777777778,0.7777777777777778,6,0,0,0,0,22.641509433962263
"2020-01-13","CHI","BOS","20:24",45,10,4,5,0.8,0,0,0,0,2,4,4,0,0,0.5,1,0,0,0.54924,0.8,0.8333333333333334,4,1,0.2,0,0,11.320754716981131
"2020-01-15","CHI","WAS","01:21",2,2,1,1,1,0,0,0,0,0,2,0,0,0,1,1,0,0,0.7515,1,1,0,0,0,0,0,50
"2020-02-02","CHI","TOR","09:04",19,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.4458,0,0.25,0,0,0,0,0,22.727272727272727
"2020-02-20","CHI","CHA","16:23",32,5,2,3,0.6666666666666666,0,0,0,0,1,4,0,0,0,1,1,0,0,0.6866666666666666,0.6666666666666666,0.625,0,1,0.3333333333333333,0,0,17.142857142857142
"2020-02-22","CHI","PHX","25:22",53,7,2,2,1,0,0,0,0,3,0,4,0,0,0,0,0,0,0.6168,1,0.875,4,0,0,0,0,6.8965517241379315
"2020-02-23","CHI","WAS","21:42",45,10,5,6,0.8333333333333334,0,0,0,0,0,6,4,0,0,0.6,0.75,0,0,0.59775,0.8333333333333334,0.7142857142857143,2,0,0,0,0,20.833333333333336
"2020-02-25","CHI","OKC","14:22",31,6,3,4,0.75,0,0,0,0,0,4,2,0,0,0.6666666666666666,1,0,0,0.7083,0.75,0.75,2,1,0.25,0,0,11.428571428571429
"2020-02-29","CHI","NYK","19:25",41,12,5,6,0.8333333333333334,0,0,0,0,2,8,2,0,0,0.8,1,0,0,0.62505,0.8333333333333334,0.75,2,0,0,0,0,20
"2020-03-02","CHI","DAL","24:58",49,9,4,5,0.8,0,0,0,0,1,8,0,0,0,1,1,0,0,0.64196,0.8,0.9,0,1,0.2,0,0,9.25925925925926
"2020-03-04","CHI","MIN","10:13",21,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.4102,0,0.25,0,0,0,0,0,13.043478260869565
"2020-03-06","CHI","IND","19:13",40,7,3,4,0.75,0,0,0,0,1,6,0,0,0,1,1,0,0,0.657975,0.75,0.7,0,1,0.25,0,0,14.893617021276597
"2020-03-08","CHI","BKN","16:31",37,4,1,1,1,0,0,0,0,2,2,0,0,0,1,1,0,0,0.6576,1,1,0,0,0,0,0,5.2631578947368425
"2020-03-10","CHI","CLE","20:56",40,5,2,2,1,0,0,0,0,1,2,2,0,0,0.5,0.5,0,0,0.5545,1,1.25,0,0,0,0,0,8.51063829787234
"2020-12-23","CHI","ATL","16:54",34,5,2,4,0.5,0,0,0,0,1,4,0,0,0,1,1,0,0,0.559075,0.5,0.4166666666666667,0,0,0,0,0,16.666666666666668
"2020-12-26","CHI","IND","11:57",25,3,1,3,0.3333333333333333,0,0,0,0,1,2,0,0,0,1,1,0,0,0.5217333333333333,0.3333333333333333,0.375,0,0,0,0,0,13.333333333333334
"2020-12-29","CHI","WAS","06:31",16,3,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0.4196,0,0.5,0,0,0,0,0,18.75
"2020-12-31","CHI","WAS","22:16",47,15,7,8,0.875,0,0,0,0,1,12,2,0,0,0.8571428571428571,1,0,0,0.4928875,0.875,0.8333333333333334,2,0,0,0,0,17.24137931034483
"2021-01-01","CHI","MIL","15:37",36,5,2,2,1,0,0,0,0,1,0,4,0,0,0,0,0,0,0.4728,1,0.8333333333333334,2,0,0,0,0,7.894736842105263
"2021-01-03","CHI","DAL","19:05",39,12,3,3,1,0,0,0,0,6,4,2,0,0,0.6666666666666666,1,0,0,0.6318,1,1,2,0,0,0,0,15.555555555555555
"2021-01-05","CHI","POR","09:32",19,2,1,2,0.5,0,0,0,0,0,0,2,0,0,0,0,0,0,0.6116,0.5,0.5,2,0,0,0,0,9.523809523809524
"2021-01-06","CHI","SAC","10:54",24,4,2,2,1,0,0,0,0,0,4,0,0,0,1,1,0,0,0.535,1,1,0,0,0,0,0,8
"2021-01-08","CHI","LAL","15:34",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25
"2021-01-10","CHI","LAC","10:33",22,2,1,2,0.5,0,0,0,0,0,2,0,0,0,1,1,0,0,0.5652,0.5,0.5,0,1,0.5,0,0,17.391304347826086
"2021-01-17","CHI","DAL","13:08",26,7,3,3,1,0,0,0,0,1,6,0,0,0,1,1,0,0,0.4381,1,0.875,0,0,0,0,0,13.793103448275863
"2021-01-18","CHI","HOU","16:17",31,7,2,5,0.4,0,0,0,0,3,2,2,0,0,0.5,0.5,0,0,0.49184,0.4,0.5833333333333334,0,1,0.2,0,0,16.666666666666668
"2021-01-22","CHI","CHA","18:35",38,7,3,5,0.6,0,0,0,0,1,4,2,0,0,0.6666666666666666,1,0,0,0.65922,0.6,0.7,2,0,0,0,0,16.666666666666668
