"Date","Team","Opponent","Minutes","OffPoss","Points","FG2M","FG2A","Fg2Pct","FG3M","FG3A","Fg3Pct","NonHeaveFg3Pct","FtPoints","PtsAssisted2s","PtsUnassisted2s","PtsAssisted3s","PtsUnassisted3s","Assisted2sPct","NonPutbacksAssisted2sPct","Assisted3sPct","FG3APct","ShotQualityAvg","EfgPct","TsPct","PtsPutbacks","Fg2aBlocked","FG2APctBlocked","Fg3aBlocked","FG3APctBlocked","Usage"
"2013-11-05","MIA","TOR","03:59",6,6,0,1,0,2,3,0.6666666666666666,0.6666666666666666,0,0,0,6,0,0,0,1,0.75,0.5159125,0.75,0.75,0,0,0,0,0,71.42857142857142
"2013-11-09","MIA","BOS","08:17",16,10,5,7,0.7142857142857143,0,0,0,0,0,4,6,0,0,0.4,0.4,0,0,0.4921285714285714,0.7142857142857143,0.7142857142857143,0,0,0,0,0,50
"2013-11-12","MIA","MIL","19:39",40,19,6,9,0.6666666666666666,2,3,0.6666666666666666,0.6666666666666666,1,8,4,6,0,0.6666666666666666,0.6666666666666666,1,0.25,0.51925,0.75,0.6785714285714286,0,0,0,0,0,34.09090909090909
"2013-11-15","MIA","DAL","15:50",33,6,3,5,0.6,0,0,0,0,0,2,4,0,0,0.3333333333333333,0.3333333333333333,0,0,0.5378000000000001,0.6,0.6,0,0,0,0,0,20.588235294117645
"2013-11-16","MIA","CHA","23:19",43,15,6,10,0.6,1,4,0.25,0.25,0,6,6,3,0,0.5,0.6,1,0.2857142857142857,0.5253642857142857,0.5357142857142857,0.5357142857142857,2,1,0.1,0,0,30.612244897959183
"2013-11-19","MIA","ATL","17:18",34,6,3,5,0.6,0,0,0,0,0,4,2,0,0,0.6666666666666666,0.6666666666666666,0,0,0.46849999999999997,0.6,0.6,0,0,0,0,0,14.285714285714286
"2013-11-20","MIA","ORL","20:37",41,14,4,10,0.4,0,0,0,0,6,4,4,0,0,0.5,0.6666666666666666,0,0,0.51347,0.4,0.5384615384615384,2,1,0.1,0,0,31.25
"2013-11-23","MIA","ORL","07:43",15,9,4,4,1,0,0,0,0,1,4,4,0,0,0.5,0.5,0,0,0.462225,1,0.9,0,0,0,0,0,37.5
"2013-11-25","MIA","PHX","22:40",45,8,3,6,0.5,0,2,0,0,2,4,2,0,0,0.6666666666666666,1,0,0.25,0.51000625,0.375,0.4444444444444444,2,0,0,0,0,18.75
"2013-11-27","MIA","CLE","25:35",51,17,5,9,0.5555555555555556,0,1,0,0,7,6,4,0,0,0.6,0.75,0,0.1,0.5433049999999999,0.5,0.6538461538461539,2,0,0,0,0,26.41509433962264
"2013-11-29","MIA","TOR","13:35",29,7,2,2,1,1,1,1,1,0,4,0,3,0,1,1,1,0.3333333333333333,0.47583333333333333,1.1666666666666667,1.1666666666666667,0,0,0,0,0,16.129032258064516
"2013-12-01","MIA","CHA","14:43",28,4,2,8,0.25,0,0,0,0,0,0,4,0,0,0,0,0,0,0.4273125,0.25,0.25,0,0,0,0,0,25.806451612903228
