"Date","Team","Opponent","Minutes","OffPoss","Points","FG2M","FG2A","Fg2Pct","FG3M","FG3A","Fg3Pct","NonHeaveFg3Pct","FtPoints","PtsAssisted2s","PtsUnassisted2s","PtsAssisted3s","PtsUnassisted3s","Assisted2sPct","NonPutbacksAssisted2sPct","Assisted3sPct","FG3APct","ShotQualityAvg","EfgPct","TsPct","PtsPutbacks","Fg2aBlocked","FG2APctBlocked","Fg3aBlocked","FG3APctBlocked","Usage"
"2013-10-30","DAL","ATL","08:51",17,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15
"2013-11-01","DAL","HOU","22:49",49,11,4,5,0.8,1,2,0.5,0.5,0,0,8,3,0,0,0,1,0.2857142857142857,0.4692857142857143,0.7857142857142857,0.7857142857142857,0,0,0,0,0,13.333333333333334
"2013-11-02","DAL","MEM","07:05",17,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0.513775,0,0,0,0,0,0,0,22.22222222222222
"2013-11-05","DAL","LAL","26:15",55,9,3,5,0.6,1,3,0.3333333333333333,0.3333333333333333,0,4,2,3,0,0.6666666666666666,0.6666666666666666,1,0.375,0.54416875,0.5625,0.5625,0,0,0,0,0,17.741935483870968
"2013-11-06","DAL","OKC","10:48",20,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0.25,0.4388666666666667,0,0,0,0,0,0,0,16.666666666666668
"2013-11-08","DAL","MIN","15:23",34,7,3,7,0.42857142857142855,0,1,0,0,1,0,6,0,0,0,0,0,0.125,0.46119375,0.375,0.3888888888888889,0,1,0.14285714285714285,0,0,23.076923076923077
"2013-11-09","DAL","MIL","13:00",25,4,1,2,0.5,0,0,0,0,2,2,0,0,0,1,1,0,0,0.5556,0.5,0.6666666666666666,0,0,0,0,0,17.857142857142854
"2013-11-12","DAL","WAS","12:12",24,4,1,1,1,0,1,0,0,2,2,0,0,0,1,1,0,0.5,0.4618,0.5,0.6666666666666666,0,0,0,0,0,13.333333333333334
"2013-11-15","DAL","MIA","06:01",14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3801,0,0,0,0,0,0,0,26.666666666666668
"2013-11-16","DAL","ORL","13:00",25,6,3,4,0.75,0,1,0,0,0,6,0,0,0,1,1,0,0.2,0.66914,0.6,0.6,0,0,0,0,0,22.22222222222222
"2013-11-18","DAL","PHI","06:16",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.692307692307692
"2013-11-25","DAL","DEN","09:32",19,5,2,3,0.6666666666666666,0,0,0,0,1,0,4,0,0,0,0,0,0,0.4771666666666667,0.6666666666666666,0.625,0,0,0,0,0,25
"2013-11-29","DAL","ATL","03:58",7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4091,0,0,0,1,1,0,0,12.5
"2013-11-30","DAL","MIN","26:27",52,6,3,9,0.3333333333333333,0,3,0,0,0,2,4,0,0,0.3333333333333333,0.3333333333333333,0,0.25,0.49079999999999996,0.25,0.25,0,1,0.1111111111111111,0,0,20.967741935483872
"2013-12-03","DAL","CHA","06:06",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.666666666666668
"2013-12-04","DAL","NOP","10:43",21,3,0,3,0,1,1,1,1,0,0,0,3,0,0,0,1,0.25,0.5247,0.375,0.375,0,1,0.3333333333333333,0,0,14.814814814814813
"2013-12-07","DAL","POR","12:01",22,7,2,3,0.6666666666666666,1,1,1,1,0,0,4,3,0,0,0,1,0.25,0.5541625,0.875,0.875,0,0,0,0,0,20
"2013-12-09","DAL","SAC","10:35",23,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0.2,0.41623,0,0,0,1,0.25,0,0,24.13793103448276
"2013-12-14","DAL","MIL","06:41",11,3,0,1,0,1,1,1,1,0,0,0,3,0,0,0,1,0.5,0.4977,0.75,0.75,0,0,0,0,0,23.076923076923077
"2013-12-18","DAL","MEM","01:56",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2013-12-21","DAL","PHX","01:34",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2013-12-23","DAL","HOU","11:49",25,2,1,5,0.2,0,0,0,0,0,0,2,0,0,0,0,0,0,0.39746000000000004,0.2,0.2,0,1,0.2,0,0,21.428571428571427
"2013-12-26","DAL","SAS","03:19",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
"2013-12-28","DAL","CHI","01:03",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-01-05","DAL","NYK","04:02",8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0.5517,0,0,0,1,1,0,0,25
"2014-01-07","DAL","LAL","07:09",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
"2014-01-08","DAL","SAS","09:56",19,2,1,4,0.25,0,0,0,0,0,0,2,0,0,0,0,0,0,0.416375,0.25,0.25,0,0,0,0,0,26.31578947368421
"2014-01-10","DAL","NOP","01:41",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-01-11","DAL","NOP","02:19",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-01-13","DAL","ORL","14:30",29,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,0.43061666666666665,0,0,0,1,1,0,0,13.333333333333334
"2014-03-11","DAL","GSW","04:35",13,2,1,2,0.5,0,0,0,0,0,2,0,0,0,1,1,0,0,0.4156,0.5,0.5,0,1,0.5,0,0,11.11111111111111
"2014-12-06","NOP","LAC","10:47",20,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0.25,0.402125,0,0,0,0,0,0,0,27.272727272727273
"2014-12-07","NOP","LAL","12:28",24,2,1,4,0.25,0,1,0,0,0,2,0,0,0,1,1,0,0.2,0.4218,0.2,0.2,0,0,0,0,0,19.23076923076923
"2014-12-09","NOP","NYK","11:35",20,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4727,0,0,0,3,0.6,0,0,20
"2014-12-10","NOP","DAL","08:38",17,4,2,5,0.4,0,1,0,0,0,0,4,0,0,0,0,0,0.16666666666666666,0.40780833333333333,0.3333333333333333,0.3333333333333333,0,0,0,0,0,33.333333333333336
