"Date","Team","Opponent","Minutes","OffPoss","Points","FG2M","FG2A","Fg2Pct","FG3M","FG3A","Fg3Pct","NonHeaveFg3Pct","FtPoints","PtsAssisted2s","PtsUnassisted2s","PtsAssisted3s","PtsUnassisted3s","Assisted2sPct","NonPutbacksAssisted2sPct","Assisted3sPct","FG3APct","ShotQualityAvg","EfgPct","TsPct","PtsPutbacks","Fg2aBlocked","FG2APctBlocked","Fg3aBlocked","FG3APctBlocked","Usage"
"2016-11-05","DEN","DET","05:11",11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54675,0,0,0,1,0.5,0,0,16.666666666666668
"2016-11-06","DEN","BOS","02:26",6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6596,0,0,0,1,1,0,0,16.666666666666668
"2016-11-10","DEN","GSW","14:47",29,12,3,5,0.6,2,5,0.4,0.4,0,4,2,6,0,0.6666666666666666,0.6666666666666666,1,0.5,0.55664,0.6,0.6,0,1,0.2,0,0,27.77777777777778
"2016-11-13","DEN","POR","05:57",16,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.49416666666666664,0,0,0,1,0.5,0,0,17.64705882352941
"2016-11-16","DEN","PHX","00:46",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2016-11-20","DEN","UTA","01:32",3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,25
"2016-11-23","DEN","UTA","12:00",26,5,1,3,0.3333333333333333,0,2,0,0,3,0,2,0,0,0,0,0,0.4,0.49721000000000004,0.2,0.35714285714285715,0,0,0,0,0,24.13793103448276
"2016-11-27","DEN","PHX","06:25",15,3,0,2,0,1,3,0.3333333333333333,0.3333333333333333,0,0,0,3,0,0,0,1,0.6,0.53018,0.3,0.3,0,0,0,0,0,31.25
"2016-12-02","DEN","HOU","04:25",10,5,1,1,1,1,2,0.5,0.5,0,0,2,3,0,0,0,1,0.6666666666666666,0.6838833333333333,0.8333333333333334,0.8333333333333334,0,0,0,0,0,30
"2017-01-03","DEN","SAC","01:11",3,2,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0.6997,1,1,0,0,0,0,0,33.333333333333336
"2017-01-12","DEN","IND","03:18",9,4,2,2,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0.58115,1,1,0,0,0,0,0,18.181818181818183
"2017-01-21","DEN","LAC","02:37",7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.63105,0,0,0,0,0,0,0,12.5
"2017-02-01","DEN","MEM","06:20",13,7,1,1,1,1,1,1,1,2,0,2,3,0,0,0,1,0.5,0.584475,1.25,1.1666666666666667,0,0,0,0,0,30.769230769230766
"2017-02-04","DEN","SAS","08:55",18,5,1,2,0.5,1,1,1,1,0,0,2,3,0,0,0,1,0.3333333333333333,0.4738,0.8333333333333334,0.8333333333333334,0,1,0.5,0,0,22.22222222222222
"2017-02-06","DEN","DAL","01:37",4,4,2,3,0.6666666666666666,0,0,0,0,0,2,2,0,0,0.5,1,0,0,0.5405666666666666,0.6666666666666666,0.6666666666666666,2,0,0,0,0,60
"2017-02-08","DEN","ATL","00:04",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2017-02-11","DEN","CLE","02:37",6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6195,0,0,0,0,0,0,0,14.285714285714285
"2017-02-13","DEN","GSW","07:23",14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.6759,0,0,0,0,0,0,0,18.75
"2017-03-13","DEN","LAL","02:38",7,2,1,1,1,0,0,0,0,0,2,0,0,0,1,1,0,0,0.8652,1,1,0,0,0,0,0,28.57142857142857
"2017-04-07","DEN","NOP","02:45",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.285714285714285
"2017-04-11","DEN","DAL","31:57",62,16,4,5,0.8,2,7,0.2857142857142857,0.2857142857142857,2,4,4,6,0,0.5,0.6666666666666666,1,0.5833333333333334,0.638975,0.5833333333333334,0.6153846153846154,2,0,0,0,0,18.571428571428573
"2017-04-12","DEN","OKC","40:02",90,17,7,13,0.5384615384615384,1,4,0.25,0.25,0,8,6,3,0,0.5714285714285714,0.6666666666666666,1,0.23529411764705882,0.5710676470588235,0.5,0.5,2,1,0.07692307692307693,0,0,19.387755102040817
"2017-10-18","DEN","UTA","01:31",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.333333333333336
"2017-10-21","DEN","SAC","01:11",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2017-10-23","DEN","WAS","07:00",18,3,0,0,0,1,1,1,1,0,0,0,3,0,0,0,1,1,0.57735,1.5,1.5,0,0,0,0,0,5.2631578947368425
"2017-10-25","DEN","CHA","15:22",32,7,2,2,1,1,2,0.5,0.5,0,4,0,3,0,1,1,1,0.5,0.6141375,0.875,0.875,0,0,0,0,0,9.75609756097561
"2017-10-27","DEN","ATL","10:38",21,2,1,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0.5,0.50245,0.5,0.5,0,0,0,0,0,8
"2017-10-29","DEN","BKN","07:07",14,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3792,0,0,0,0,0,0,0,14.285714285714285
"2017-10-30","DEN","NYK","06:09",15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5285,0,0,0,1,1,0,0,6.666666666666667
"2017-11-01","DEN","TOR","12:12",27,7,2,4,0.5,1,3,0.3333333333333333,0.3333333333333333,0,4,0,3,0,1,1,1,0.42857142857142855,0.48863571428571434,0.5,0.5,0,1,0.25,0,0,20.588235294117645
