"Date","Team","Opponent","Minutes","OffPoss","Points","FG2M","FG2A","Fg2Pct","FG3M","FG3A","Fg3Pct","NonHeaveFg3Pct","FtPoints","PtsAssisted2s","PtsUnassisted2s","PtsAssisted3s","PtsUnassisted3s","Assisted2sPct","NonPutbacksAssisted2sPct","Assisted3sPct","FG3APct","ShotQualityAvg","EfgPct","TsPct","PtsPutbacks","Fg2aBlocked","FG2APctBlocked","Fg3aBlocked","FG3APctBlocked","Usage"
"2021-10-30","GSW","OKC","06:04",14,3,0,1,0,1,3,0.3333333333333333,0.3333333333333333,0,0,0,3,0,0,0,1,0.75,0.5252125,0.375,0.375,0,0,0,0,0,40
"2021-11-03","GSW","CHA","01:51",5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.5127,0,0,0,0,0,0,0,20
"2021-11-05","GSW","NOP","07:14",15,2,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0.4015,1,1,0,0,0,0,0,12.5
"2021-11-07","GSW","HOU","01:29",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-11-08","GSW","ATL","06:51",16,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.3902,0,0.25,0,0,0,0,0,18.75
"2021-11-12","GSW","CHI","15:42",32,8,4,5,0.8,0,1,0,0,0,2,6,0,0,0.25,0.25,0,0.16666666666666666,0.5596916666666667,0.6666666666666666,0.6666666666666666,0,1,0.2,0,0,16.666666666666668
"2021-11-14","GSW","CHA","09:50",21,9,4,6,0.6666666666666666,0,0,0,0,1,8,0,0,0,1,1,0,0,0.6777833333333333,0.6666666666666666,0.6428571428571429,0,1,0.16666666666666666,0,0,24.999999999999996
"2021-11-16","GSW","BKN","18:47",41,7,3,4,0.75,0,2,0,0,1,2,4,0,0,0.3333333333333333,0.5,0,0.3333333333333333,0.6147916666666667,0.5,0.5,2,0,0,0,0,21.73913043478261
"2021-11-18","GSW","CLE","06:45",14,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0.75,0.597625,0,0,0,0,0,0,0,26.666666666666668
"2021-11-19","GSW","DET","11:39",22,6,1,4,0.25,0,2,0,0,4,0,2,0,0,0,0,0,0.3333333333333333,0.5014416666666667,0.16666666666666666,0.375,0,1,0.25,0,0,29.629629629629626
"2021-11-21","GSW","TOR","07:38",18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.61995,0,0,0,0,0,0,0,11.11111111111111
"2021-11-24","GSW","PHI","04:15",8,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.4435,0,0.25,0,0,0,0,0,22.22222222222222
"2021-11-28","GSW","LAC","02:45",5,5,1,1,1,1,1,1,1,0,0,2,3,0,0,0,1,0.5,0.495525,1.25,1.25,0,0,0,0,0,40
"2021-11-30","GSW","PHX","00:07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-12-06","GSW","ORL","12:00",25,9,4,6,0.6666666666666666,0,1,0,0,1,4,4,0,0,0.5,0.6666666666666666,0,0.14285714285714285,0.4583714285714286,0.5714285714285714,0.6428571428571429,2,1,0.16666666666666666,0,0,26.923076923076923
"2021-12-11","GSW","PHI","00:46",2,2,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0.7297,1,1,0,0,0,0,0,33.333333333333336
"2021-12-13","GSW","IND","06:01",11,3,1,2,0.5,0,1,0,0,1,0,2,0,0,0,0,0,0.3333333333333333,0.42855,0.3333333333333333,0.375,0,0,0,0,0,41.66666666666667
"2021-12-14","GSW","NYK","10:16",17,4,2,2,1,0,0,0,0,0,2,2,0,0,0.5,0.5,0,0,0.76985,1,1,0,0,0,0,0,9.523809523809524
"2021-12-17","GSW","BOS","03:54",7,2,1,1,1,0,1,0,0,0,2,0,0,0,1,1,0,0.5,0.590425,0.5,0.5,0,0,0,0,0,25
"2021-12-18","GSW","TOR","36:07",73,26,5,9,0.5555555555555556,4,6,0.6666666666666666,0.8,4,8,2,12,0,0.8,0.8,1,0.4,0.6019535714285714,0.7333333333333333,0.7222222222222222,0,1,0.1111111111111111,0,0,29.26829268292683
"2021-12-20","GSW","SAC","06:29",14,2,1,2,0.5,0,2,0,0,0,0,2,0,0,0,0,0,0.5,0.52085,0.25,0.25,0,0,0,0,0,28.57142857142857
"2021-12-23","GSW","MEM","10:55",20,6,0,1,0,2,3,0.6666666666666666,0.6666666666666666,0,0,0,6,0,0,0,1,0.75,0.504875,0.75,0.75,0,0,0,0,0,22.727272727272727
"2021-12-25","GSW","PHX","20:49",41,12,2,3,0.6666666666666666,1,1,1,1,5,4,0,3,0,1,1,1,0.25,0.674025,0.875,1,0,1,0.3333333333333333,0,0,13.043478260869565
"2021-12-28","GSW","DEN","16:38",35,9,3,4,0.75,0,2,0,0,3,4,2,0,0,0.6666666666666666,0.6666666666666666,0,0.3333333333333333,0.5224916666666667,0.5,0.4090909090909091,0,1,0.25,0,0,30.555555555555557
"2022-01-01","GSW","UTA","06:15",13,2,1,2,0.5,0,0,0,0,0,2,0,0,0,1,1,0,0,0.4917,0.5,0.5,0,0,0,0,0,14.285714285714285
