PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Danny Green,319,262,16.028,15.915,0.11,2021-22,1610612755
Paul Millsap,6,575,16.500,15.972,0.53,2021-22,1610612755
Charles Bassey,12,569,13.500,16.036,-2.54,2021-22,1610612755
Tyrese Maxey,485,96,15.973,15.994,-0.02,2021-22,1610612755
Tobias Harris,466,115,16.343,14.589,1.76,2021-22,1610612755
Matisse Thybulle,137,444,15.926,15.992,-0.07,2021-22,1610612755
James Harden,479,102,16.107,15.402,0.71,2021-22,1610612755
Joel Embiid,385,196,16.094,15.752,0.34,2021-22,1610612755
Georges Niang,198,383,16.005,15.961,0.04,2021-22,1610612755
Shake Milton,158,423,15.856,16.023,-0.17,2021-22,1610612755
Paul Reed,140,441,15.914,15.996,-0.08,2021-22,1610612755
Jaden Springer,13,568,12.567,16.072,-3.50,2021-22,1610612755
Furkan Korkmaz,61,520,14.276,16.197,-1.92,2021-22,1610612755
Isaiah Joe,15,566,11.412,16.121,-4.71,2021-22,1610612755
DeAndre Jordan,31,550,16.632,15.941,0.69,2021-22,1610612755
