PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Tony Bradley,2,526,16.000,14.980,1.02,2017-18,1610612762
Jonas Jerebko,79,449,15.603,14.877,0.73,2017-18,1610612762
Raul Neto,72,456,13.208,15.283,-2.08,2017-18,1610612762
Alec Burks,120,408,14.198,15.220,-1.02,2017-18,1610612762
Ekpe Udoh,21,507,12.327,15.111,-2.78,2017-18,1610612762
David Stockton,6,522,12.333,15.013,-2.68,2017-18,1610612762
Dante Exum,114,414,14.506,15.120,-0.61,2017-18,1610612762
Jae Crowder,323,205,14.918,15.088,-0.17,2017-18,1610612762
Royce O'Neale,259,269,15.164,14.807,0.36,2017-18,1610612762
Joe Ingles,382,146,15.181,14.500,0.68,2017-18,1610612762
Ricky Rubio,181,347,15.067,14.938,0.13,2017-18,1610612762
Donovan Mitchell,411,117,15.069,14.691,0.38,2017-18,1610612762
Derrick Favors,286,242,15.614,14.262,1.35,2017-18,1610612762
Rudy Gobert,383,145,14.957,15.051,-0.09,2017-18,1610612762
