PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Reggie Bullock,707,157,16.499,15.980,0.52,2021-22,1610612742
Dorian Finney-Smith,688,176,16.352,16.599,-0.25,2021-22,1610612742
Dwight Powell,249,615,16.924,16.204,0.72,2021-22,1610612742
Jalen Brunson,629,235,16.452,16.281,0.17,2021-22,1610612742
Spencer Dinwiddie,501,363,16.424,16.377,0.05,2021-22,1610612742
Josh Green,121,743,16.075,16.460,-0.38,2021-22,1610612742
Maxi Kleber,457,407,16.962,15.788,1.17,2021-22,1610612742
Trey Burke,37,827,14.329,16.508,-2.18,2021-22,1610612742
Marquese Chriss,30,834,14.167,16.497,-2.33,2021-22,1610612742
Boban Marjanovic,6,858,15.357,16.413,-1.06,2021-22,1610612742
Frank Ntilikina,125,739,16.211,16.437,-0.23,2021-22,1610612742
Luka Doncic,552,312,16.502,16.233,0.27,2021-22,1610612742
Tim Hardaway Jr.,0,864,0.000,16.404,-16.40,2021-22,1610612742
Sterling Brown,26,838,12.441,16.551,-4.11,2021-22,1610612742
Davis Bertans,192,672,15.670,16.622,-0.95,2021-22,1610612742
