PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Joe Ingles,234,107,16.034,15.777,0.26,2019-20,1610612762
Jordan Clarkson,200,141,15.698,16.335,-0.64,2019-20,1610612762
Donovan Mitchell,264,77,15.629,17.061,-1.43,2019-20,1610612762
Miye Oni,14,327,18.556,15.840,2.72,2019-20,1610612762
Nigel Williams-Goss,2,339,22.000,15.906,6.09,2019-20,1610612762
Rayjon Tucker,11,330,17.130,15.909,1.22,2019-20,1610612762
Jarrell Brantley,13,328,18.720,15.842,2.88,2019-20,1610612762
Mike Conley,165,176,15.935,15.968,-0.03,2019-20,1610612762
Ed Davis,0,341,0.000,15.952,-15.95,2019-20,1610612762
Justin Wright-Foreman,0,341,0.000,15.952,-15.95,2019-20,1610612762
Emmanuel Mudiay,34,307,18.141,15.714,2.43,2019-20,1610612762
Royce O'Neale,249,92,15.921,16.033,-0.11,2019-20,1610612762
Georges Niang,114,227,16.009,15.923,0.09,2019-20,1610612762
Tony Bradley,48,293,16.767,15.822,0.95,2019-20,1610612762
Juwan Morgan,86,255,15.485,16.111,-0.63,2019-20,1610612762
Rudy Gobert,270,71,15.760,16.689,-0.93,2019-20,1610612762
