PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
KJ McDaniels,34,206,11.481,14.918,-3.44,2015-16,1610612745
Clint Capela,43,197,12.516,14.826,-2.31,2015-16,1610612745
Corey Brewer,77,163,13.024,15.064,-2.04,2015-16,1610612745
Michael Beasley,80,160,14.536,14.299,0.24,2015-16,1610612745
Josh Smith,38,202,14.100,14.434,-0.33,2015-16,1610612745
Donatas Motiejunas,98,142,14.922,14.030,0.89,2015-16,1610612745
Patrick Beverley,129,111,15.162,13.552,1.61,2015-16,1610612745
James Harden,193,47,14.755,12.833,1.92,2015-16,1610612745
Jason Terry,124,116,14.230,14.545,-0.31,2015-16,1610612745
Dwight Howard,180,60,15.031,12.693,2.34,2015-16,1610612745
Montrezl Harrell,12,228,11.040,14.559,-3.52,2015-16,1610612745
Andrew Goudelock,11,229,11.083,14.549,-3.47,2015-16,1610612745
Trevor Ariza,181,59,14.755,13.217,1.54,2015-16,1610612745
