PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Josh McRoberts,134,553,16.004,15.814,0.19,2015-16,1610612748
Dwyane Wade,473,214,15.648,16.310,-0.66,2015-16,1610612748
Josh Richardson,387,300,16.024,15.632,0.39,2015-16,1610612748
Udonis Haslem,85,602,16.647,15.741,0.91,2015-16,1610612748
Dorell Wright,19,668,14.615,15.890,-1.27,2015-16,1610612748
Briante Weber,6,681,12.000,15.887,-3.89,2015-16,1610612748
Gerald Green,110,577,15.923,15.837,0.09,2015-16,1610612748
Luol Deng,495,192,15.778,16.042,-0.26,2015-16,1610612748
Goran Dragic,472,215,15.673,16.251,-0.58,2015-16,1610612748
Tyler Johnson,61,626,16.127,15.825,0.30,2015-16,1610612748
Amar'e Stoudemire,82,605,16.147,15.812,0.34,2015-16,1610612748
Hassan Whiteside,291,396,15.894,15.820,0.08,2015-16,1610612748
Joe Johnson,492,195,15.816,15.942,-0.13,2015-16,1610612748
Justise Winslow,330,357,16.073,15.653,0.42,2015-16,1610612748
