PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Mikal Bridges,500,124,15.248,14.420,0.83,2021-22,1610612756
Jae Crowder,383,241,15.129,14.981,0.15,2021-22,1610612756
Deandre Ayton,397,227,15.313,14.668,0.65,2021-22,1610612756
Devin Booker,366,258,14.930,15.266,-0.34,2021-22,1610612756
Chris Paul,448,176,15.414,14.251,1.16,2021-22,1610612756
Elfrid Payton,8,616,9.579,15.159,-5.58,2021-22,1610612756
Cameron Payne,172,452,14.680,15.225,-0.55,2021-22,1610612756
Cameron Johnson,320,304,15.254,14.872,0.38,2021-22,1610612756
JaVale McGee,133,491,14.958,15.102,-0.14,2021-22,1610612756
Torrey Craig,69,555,14.134,15.196,-1.06,2021-22,1610612756
Landry Shamet,192,432,15.084,15.065,0.02,2021-22,1610612756
Bismack Biyombo,86,538,14.793,15.116,-0.32,2021-22,1610612756
Ish Wainright,26,598,13.000,15.178,-2.18,2021-22,1610612756
Aaron Holiday,20,604,12.000,15.187,-3.19,2021-22,1610612756
