PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Brad Wanamaker,273,558,15.426,14.901,0.53,2019-20,1610612738
Enes Kanter,102,729,15.065,15.077,-0.01,2019-20,1610612738
Romeo Langford,46,785,14.979,15.082,-0.10,2019-20,1610612738
Grant Williams,170,661,15.322,15.014,0.31,2019-20,1610612738
Gordon Hayward,157,674,14.425,15.232,-0.81,2019-20,1610612738
Jayson Tatum,690,141,15.036,15.272,-0.23,2019-20,1610612738
Daniel Theis,482,349,15.108,15.033,0.08,2019-20,1610612738
Jaylen Brown,672,159,15.062,15.132,-0.07,2019-20,1610612738
Kemba Walker,628,203,15.113,14.963,0.15,2019-20,1610612738
Marcus Smart,648,183,15.069,15.099,-0.03,2019-20,1610612738
Robert Williams III,149,682,15.351,15.013,0.34,2019-20,1610612738
Javonte Green,6,825,13.462,15.089,-1.63,2019-20,1610612738
Semi Ojeleye,122,709,14.643,15.154,-0.51,2019-20,1610612738
Carsen Edwards,3,828,15.750,15.073,0.68,2019-20,1610612738
Tacko Fall,3,828,15.167,15.076,0.09,2019-20,1610612738
Vincent Poirier,2,829,15.000,15.076,-0.08,2019-20,1610612738
Tremont Waters,2,829,13.333,15.082,-1.75,2019-20,1610612738
