PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Dewayne Dedmon,5,528,13.364,16.829,-3.47,2022-23,1610612755
Tobias Harris,392,141,16.794,16.784,0.01,2022-23,1610612755
P.J. Tucker,294,239,17.439,16.028,1.41,2022-23,1610612755
Joel Embiid,336,197,16.722,16.915,-0.19,2022-23,1610612755
Tyrese Maxey,423,110,16.836,16.612,0.22,2022-23,1610612755
James Harden,427,106,17.114,15.498,1.62,2022-23,1610612755
De'Anthony Melton,274,259,16.477,17.127,-0.65,2022-23,1610612755
Georges Niang,157,376,16.537,16.898,-0.36,2022-23,1610612755
Jalen McDaniels,102,432,17.130,16.716,0.42,2022-23,1610612755
Paul Reed,157,376,16.888,16.753,0.14,2022-23,1610612755
Danuel House Jr.,42,491,15.036,16.949,-1.91,2022-23,1610612755
Shake Milton,21,512,14.293,16.898,-2.60,2022-23,1610612755
Furkan Korkmaz,11,522,13.174,16.876,-3.70,2022-23,1610612755
Jaden Springer,17,516,14.000,16.886,-2.89,2022-23,1610612755
Montrezl Harrell,7,526,17.154,16.787,0.37,2022-23,1610612755
