PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Kevin Durant,815,122,14.795,15.511,-0.71,2013-14,1610612760
Kendrick Perkins,384,553,14.360,15.246,-0.89,2013-14,1610612760
Andre Roberson,9,928,14.400,14.890,-0.49,2013-14,1610612760
Hasheem Thabeet,7,930,16.812,14.869,1.94,2013-14,1610612760
Derek Fisher,299,638,15.266,14.707,0.56,2013-14,1610612760
Serge Ibaka,581,356,14.778,15.055,-0.28,2013-14,1610612760
Russell Westbrook,735,202,14.541,16.220,-1.68,2013-14,1610612760
Thabo Sefolosha,236,701,14.341,15.069,-0.73,2013-14,1610612760
Caron Butler,419,518,15.641,14.281,1.36,2013-14,1610612760
Perry Jones III,55,882,14.925,14.883,0.04,2013-14,1610612760
Nick Collison,183,754,14.801,14.906,-0.10,2013-14,1610612760
Jeremy Lamb,100,837,14.862,14.889,-0.03,2013-14,1610612760
Reggie Jackson,531,406,15.078,14.637,0.44,2013-14,1610612760
Steven Adams,331,606,15.471,14.564,0.91,2013-14,1610612760
