PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Bruce Brown,396,329,15.859,15.583,0.28,2022-23,1610612743
Jeff Green,278,447,16.149,15.480,0.67,2022-23,1610612743
Peyton Watson,13,712,17.259,15.703,1.56,2022-23,1610612743
Ish Smith,12,713,17.000,15.711,1.29,2022-23,1610612743
Zeke Nnaji,12,713,17.000,15.711,1.29,2022-23,1610612743
Reggie Jackson,17,708,16.324,15.718,0.61,2022-23,1610612743
Vlatko Cancar,10,715,17.100,15.713,1.39,2022-23,1610612743
Christian Braun,165,560,16.092,15.631,0.46,2022-23,1610612743
Michael Porter Jr.,507,218,15.595,16.067,-0.47,2022-23,1610612743
Aaron Gordon,534,191,15.700,15.819,-0.12,2022-23,1610612743
Nikola Jokic,583,142,15.532,16.608,-1.08,2022-23,1610612743
DeAndre Jordan,10,715,15.250,15.739,-0.49,2022-23,1610612743
Jamal Murray,587,138,15.690,15.917,-0.23,2022-23,1610612743
Kentavious Caldwell-Pope,500,225,15.610,16.002,-0.39,2022-23,1610612743
