PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Harrison Barnes,196,140,12.703,13.618,-0.91,2022-23,1610612758
Keegan Murray,194,142,12.903,13.337,-0.43,2022-23,1610612758
Domantas Sabonis,243,93,12.882,13.592,-0.71,2022-23,1610612758
De'Aaron Fox,270,66,12.645,15.070,-2.42,2022-23,1610612758
Davion Mitchell,139,197,13.892,12.543,1.35,2022-23,1610612758
Malik Monk,205,131,13.104,13.044,0.06,2022-23,1610612758
Trey Lyles,118,218,13.488,12.857,0.63,2022-23,1610612758
Alex Len,54,282,13.886,12.929,0.96,2022-23,1610612758
Terence Davis,58,278,13.117,13.074,0.04,2022-23,1610612758
Kessler Edwards,7,329,16.182,13.033,3.15,2022-23,1610612758
Chimezie Metu,6,330,17.500,13.018,4.48,2022-23,1610612758
Kevin Huerter,184,152,13.156,12.991,0.17,2022-23,1610612758
PJ Dozier,6,330,17.500,13.018,4.48,2022-23,1610612758
