PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Danny Green,198,378,13.976,15.214,-1.24,2020-21,1610612755
Tobias Harris,438,138,14.963,14.207,0.76,2020-21,1610612755
Joel Embiid,357,219,14.120,15.863,-1.74,2020-21,1610612755
Seth Curry,381,195,14.580,15.169,-0.59,2020-21,1610612755
Ben Simmons,402,174,14.141,16.290,-2.15,2020-21,1610612755
Dwight Howard,149,427,16.304,14.261,2.04,2020-21,1610612755
Matisse Thybulle,220,356,15.020,14.630,0.39,2020-21,1610612755
George Hill,205,371,15.383,14.444,0.94,2020-21,1610612755
Shake Milton,121,455,16.008,14.456,1.55,2020-21,1610612755
Furkan Korkmaz,195,381,14.249,15.055,-0.80,2020-21,1610612755
Tyrese Maxey,156,420,15.791,14.407,1.39,2020-21,1610612755
Mike Scott,34,542,15.859,14.709,1.15,2020-21,1610612755
Paul Reed,10,566,15.000,14.773,0.23,2020-21,1610612755
Isaiah Joe,9,567,16.471,14.753,1.72,2020-21,1610612755
Anthony Tolliver,2,574,12.250,14.786,-2.54,2020-21,1610612755
Rayjon Tucker,2,574,19.000,14.767,4.23,2020-21,1610612755
