PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Nemanja Nedovic,0,336,0.000,14.816,-14.82,2013-14,1610612744
Ognjen Kuzmic,8,328,16.067,14.787,1.28,2013-14,1610612744
Andre Iguodala,248,88,14.720,15.071,-0.35,2013-14,1610612744
Draymond Green,228,108,14.393,15.723,-1.33,2013-14,1610612744
David Lee,217,119,14.826,14.799,0.03,2013-14,1610612744
Klay Thompson,257,79,14.829,14.776,0.05,2013-14,1610612744
Stephen Curry,296,40,14.603,16.405,-1.80,2013-14,1610612744
Harrison Barnes,156,180,14.737,14.887,-0.15,2013-14,1610612744
Jordan Crawford,57,279,15.103,14.756,0.35,2013-14,1610612744
Jermaine O'Neal,84,252,16.080,14.409,1.67,2013-14,1610612744
Marreese Speights,68,268,15.941,14.532,1.41,2013-14,1610612744
Hilton Armstrong,17,319,12.846,14.938,-2.09,2013-14,1610612744
Steve Blake,45,291,15.326,14.735,0.59,2013-14,1610612744
