PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Keita Bates-Diop,24,893,12.875,15.575,-2.70,2019-20,1610612743
Troy Daniels,30,887,12.254,15.621,-3.37,2019-20,1610612743
Tyler Cook,4,913,9.286,15.527,-6.24,2019-20,1610612743
Bol Bol,21,896,11.814,15.594,-3.78,2019-20,1610612743
Will Barton,0,917,0.000,15.503,-15.50,2019-20,1610612743
Vlatko Cancar,0,917,0.000,15.503,-15.50,2019-20,1610612743
Gary Harris,379,538,15.931,15.202,0.73,2019-20,1610612743
Noah Vonleh,3,914,13.667,15.509,-1.84,2019-20,1610612743
Jamal Murray,753,164,15.716,14.562,1.15,2019-20,1610612743
Monte Morris,406,511,15.243,15.716,-0.47,2019-20,1610612743
Jerami Grant,653,264,15.577,15.320,0.26,2019-20,1610612743
PJ Dozier,125,792,14.179,15.713,-1.53,2019-20,1610612743
Mason Plumlee,206,711,15.082,15.625,-0.54,2019-20,1610612743
Torrey Craig,375,542,15.893,15.242,0.65,2019-20,1610612743
Michael Porter Jr.,451,466,15.245,15.761,-0.51,2019-20,1610612743
Paul Millsap,459,458,15.743,15.267,0.48,2019-20,1610612743
Nikola Jokic,694,223,15.696,14.894,0.80,2019-20,1610612743
