PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Joel Embiid,145,47,16.123,15.211,0.91,2019-20,1610612755
Al Horford,128,64,16.141,15.387,0.75,2019-20,1610612755
Ben Simmons,0,192,0.000,15.894,-15.89,2019-20,1610612755
Furkan Korkmaz,40,152,14.525,16.261,-1.74,2019-20,1610612755
Matisse Thybulle,75,117,16.592,15.477,1.12,2019-20,1610612755
Shake Milton,126,66,15.781,16.117,-0.34,2019-20,1610612755
Kyle O'Quinn,6,186,12.615,16.011,-3.40,2019-20,1610612755
Raul Neto,26,166,15.431,15.966,-0.53,2019-20,1610612755
Tobias Harris,149,43,16.017,15.477,0.54,2019-20,1610612755
Marial Shayok,0,192,0.000,15.894,-15.89,2019-20,1610612755
Glenn Robinson III,0,192,0.000,15.894,-15.89,2019-20,1610612755
Norvel Pelle,7,185,12.533,16.033,-3.50,2019-20,1610612755
Josh Richardson,144,48,15.906,15.857,0.05,2019-20,1610612755
Alec Burks,95,97,16.225,15.589,0.64,2019-20,1610612755
Mike Scott,20,172,14.146,16.107,-1.96,2019-20,1610612755
