PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Norman Powell,216,82,14.700,15.692,-0.99,2020-21,1610612757
Robert Covington,228,70,14.714,15.822,-1.11,2020-21,1610612757
Jusuf Nurkic,173,125,14.741,15.301,-0.56,2020-21,1610612757
CJ McCollum,240,58,14.942,15.085,-0.14,2020-21,1610612757
Damian Lillard,248,50,14.621,16.857,-2.24,2020-21,1610612757
Carmelo Anthony,143,155,15.700,14.308,1.39,2020-21,1610612757
Anfernee Simons,107,191,16.322,14.219,2.10,2020-21,1610612757
Enes Kanter,56,242,16.663,14.603,2.06,2020-21,1610612757
Derrick Jones Jr.,10,288,13.182,15.041,-1.86,2020-21,1610612757
Rondae Hollis-Jefferson,36,262,16.063,14.838,1.23,2020-21,1610612757
Harry Giles III,4,294,13.000,14.995,-1.99,2020-21,1610612757
Nassir Little,9,289,12.526,15.053,-2.53,2020-21,1610612757
T.J. Leaf,7,291,11.625,15.065,-3.44,2020-21,1610612757
CJ Elleby,8,290,12.529,15.044,-2.51,2020-21,1610612757
Keljin Blevins,4,294,10.556,15.040,-4.49,2020-21,1610612757
