PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Arron Afflalo,60,180,14.574,14.490,0.08,2014-15,1610612757
Damian Lillard,201,39,14.308,15.643,-1.33,2014-15,1610612757
Steve Blake,43,197,16.154,14.175,1.98,2014-15,1610612757
Meyers Leonard,106,134,14.224,14.741,-0.52,2014-15,1610612757
CJ McCollum,166,74,14.391,14.786,-0.39,2014-15,1610612757
Allen Crabbe,39,201,15.067,14.403,0.66,2014-15,1610612757
LaMarcus Aldridge,208,32,14.729,13.113,1.62,2014-15,1610612757
Nicolas Batum,209,31,14.377,15.400,-1.02,2014-15,1610612757
Robin Lopez,117,123,15.009,14.073,0.94,2014-15,1610612757
Chris Kaman,37,203,14.829,14.454,0.38,2014-15,1610612757
Joel Freeland,7,233,11.312,14.626,-3.31,2014-15,1610612757
Tim Frazier,3,237,8.400,14.647,-6.25,2014-15,1610612757
Alonzo Gee,3,237,8.125,14.624,-6.50,2014-15,1610612757
