PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
JaMychal Green,49,575,13.758,14.806,-1.05,2022-23,1610612744
Patrick Baldwin Jr.,11,613,14.040,14.741,-0.70,2022-23,1610612744
Kevon Looney,325,299,15.198,14.217,0.98,2022-23,1610612744
Draymond Green,367,257,14.406,15.182,-0.78,2022-23,1610612744
Jordan Poole,284,340,14.737,14.719,0.02,2022-23,1610612744
Andrew Wiggins,442,182,14.628,14.969,-0.34,2022-23,1610612744
Donte DiVincenzo,235,389,14.796,14.685,0.11,2022-23,1610612744
Jonathan Kuminga,61,563,16.195,14.576,1.62,2022-23,1610612744
Stephen Curry,493,131,14.560,15.397,-0.84,2022-23,1610612744
Gary Payton II,192,432,14.570,14.795,-0.22,2022-23,1610612744
Klay Thompson,468,156,14.883,14.264,0.62,2022-23,1610612744
Moses Moody,161,463,14.748,14.720,0.03,2022-23,1610612744
Anthony Lamb,31,593,14.545,14.737,-0.19,2022-23,1610612744
