PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Amir Johnson,20,556,15.659,14.942,0.72,2018-19,1610612755
Boban Marjanovic,105,471,14.485,15.082,-0.60,2018-19,1610612755
Furkan Korkmaz,36,540,14.238,15.023,-0.78,2018-19,1610612755
Tobias Harris,443,133,15.023,14.788,0.24,2018-19,1610612755
JJ Redick,376,200,14.868,15.148,-0.28,2018-19,1610612755
Jimmy Butler,421,155,15.112,14.598,0.51,2018-19,1610612755
T.J. McConnell,75,501,14.216,15.091,-0.87,2018-19,1610612755
Zhaire Smith,5,571,10.615,15.015,-4.40,2018-19,1610612755
Ben Simmons,421,155,14.984,14.924,0.06,2018-19,1610612755
Jonathon Simmons,52,524,14.542,15.015,-0.47,2018-19,1610612755
Jonah Bolden,79,497,14.517,15.045,-0.53,2018-19,1610612755
James Ennis III,232,344,15.857,14.394,1.46,2018-19,1610612755
Joel Embiid,334,242,14.898,15.056,-0.16,2018-19,1610612755
Greg Monroe,90,486,15.277,14.906,0.37,2018-19,1610612755
Mike Scott,193,383,14.753,15.075,-0.32,2018-19,1610612755
