PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Al Jefferson,106,86,16.444,14.484,1.96,2013-14,1610612766
Chris Douglas-Roberts,70,122,15.805,15.433,0.37,2013-14,1610612766
Jannero Pargo,3,189,7.800,15.675,-7.87,2013-14,1610612766
Gerald Henderson,119,73,15.589,15.526,0.06,2013-14,1610612766
Cody Zeller,53,139,15.880,15.444,0.44,2013-14,1610612766
Anthony Tolliver,21,171,14.318,15.740,-1.42,2013-14,1610612766
Luke Ridnour,36,156,15.779,15.515,0.26,2013-14,1610612766
Josh McRoberts,154,38,15.428,16.095,-0.67,2013-14,1610612766
Bismack Biyombo,48,144,14.563,15.886,-1.32,2013-14,1610612766
Michael Kidd-Gilchrist,91,101,15.766,15.391,0.38,2013-14,1610612766
Gary Neal,104,88,15.216,16.000,-0.78,2013-14,1610612766
Kemba Walker,153,39,15.650,15.233,0.42,2013-14,1610612766
DJ White,3,189,9.500,15.634,-6.13,2013-14,1610612766
