PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Mike Muscala,20,321,14.800,14.779,0.02,2019-20,1610612760
Darius Bazley,126,215,14.980,14.670,0.31,2019-20,1610612760
Deonte Burton,2,339,11.800,14.802,-3.00,2019-20,1610612760
Terrance Ferguson,42,299,15.024,14.747,0.28,2019-20,1610612760
Danilo Gallinari,212,129,14.782,14.778,0.00,2019-20,1610612760
Steven Adams,210,131,15.163,14.166,1.00,2019-20,1610612760
Shai Gilgeous-Alexander,279,62,14.765,14.855,-0.09,2019-20,1610612760
Chris Paul,261,80,15.009,14.048,0.96,2019-20,1610612760
Dennis Schroder,227,114,14.306,15.714,-1.41,2019-20,1610612760
Andre Roberson,3,338,21.167,14.726,6.44,2019-20,1610612760
Abdel Nader,25,316,15.231,14.745,0.49,2019-20,1610612760
Nerlens Noel,97,244,14.095,15.053,-0.96,2019-20,1610612760
Hamidou Diallo,25,316,15.245,14.743,0.50,2019-20,1610612760
Luguentz Dort,175,166,14.605,14.968,-0.36,2019-20,1610612760
