PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Tony Parker,719,390,16.119,15.082,1.04,2013-14,1610612759
Kawhi Leonard,736,373,15.654,15.934,-0.28,2013-14,1610612759
Marco Belinelli,356,753,15.875,15.688,0.19,2013-14,1610612759
Jeff Ayres,65,1044,16.344,15.711,0.63,2013-14,1610612759
Manu Ginobili,586,523,15.383,16.173,-0.79,2013-14,1610612759
Danny Green,529,580,15.826,15.679,0.15,2013-14,1610612759
Tim Duncan,753,356,16.013,15.202,0.81,2013-14,1610612759
Tiago Splitter,516,593,15.675,15.812,-0.14,2013-14,1610612759
Cory Joseph,87,1022,15.627,15.759,-0.13,2013-14,1610612759
Aron Baynes,101,1008,15.438,15.781,-0.34,2013-14,1610612759
Patty Mills,351,758,15.070,16.068,-1.00,2013-14,1610612759
Boris Diaw,604,505,15.845,15.634,0.21,2013-14,1610612759
Austin Daye,6,1103,10.100,15.775,-5.67,2013-14,1610612759
Matt Bonner,136,973,15.693,15.756,-0.06,2013-14,1610612759
