PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Nikola Mirotic,164,422,15.748,16.525,-0.78,2014-15,1610612741
Jimmy Butler,506,80,16.364,15.914,0.45,2014-15,1610612741
Tony Snell,140,446,16.426,16.262,0.16,2014-15,1610612741
Pau Gasol,317,269,15.895,16.804,-0.91,2014-15,1610612741
Doug McDermott,10,576,11.150,16.397,-5.25,2014-15,1610612741
Nazr Mohammed,14,572,11.556,16.422,-4.87,2014-15,1610612741
Taj Gibson,276,310,16.629,16.012,0.62,2014-15,1610612741
Derrick Rose,454,132,16.044,17.179,-1.13,2014-15,1610612741
Joakim Noah,395,191,16.857,15.220,1.64,2014-15,1610612741
Mike Dunleavy,389,197,15.994,16.919,-0.92,2014-15,1610612741
Aaron Brooks,132,454,17.679,15.904,1.78,2014-15,1610612741
E'Twaun Moore,9,577,10.882,16.387,-5.50,2014-15,1610612741
Kirk Hinrich,126,460,17.128,16.083,1.05,2014-15,1610612741
