PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Joe Johnson,249,44,16.328,14.367,1.96,2014-15,1610612751
Markel Brown,10,283,16.150,16.013,0.14,2014-15,1610612751
Mirza Teletovic,16,277,13.471,16.180,-2.71,2014-15,1610612751
Jarrett Jack,153,140,15.423,16.707,-1.28,2014-15,1610612751
Thaddeus Young,191,102,16.305,15.493,0.81,2014-15,1610612751
Deron Williams,192,101,16.172,15.738,0.44,2014-15,1610612751
Brook Lopez,234,59,16.492,14.227,2.27,2014-15,1610612751
Alan Anderson,142,151,15.419,16.616,-1.20,2014-15,1610612751
Darius Morris,5,288,13.778,16.054,-2.28,2014-15,1610612751
Earl Clark,13,280,16.240,16.007,0.23,2014-15,1610612751
Bojan Bogdanovic,206,87,16.115,15.787,0.33,2014-15,1610612751
Jerome Jordan,5,288,13.778,16.054,-2.28,2014-15,1610612751
Mason Plumlee,49,244,15.042,16.214,-1.17,2014-15,1610612751
