PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Jonathan Isaac,137,103,15.798,15.019,0.78,2018-19,1610612753
Aaron Gordon,164,76,15.613,15.137,0.48,2018-19,1610612753
Nikola Vucevic,147,93,15.927,14.743,1.18,2018-19,1610612753
Evan Fournier,175,65,16.057,13.993,2.06,2018-19,1610612753
D.J. Augustin,141,99,16.185,14.493,1.69,2018-19,1610612753
Wes Iwundu,60,180,14.419,15.828,-1.41,2018-19,1610612753
Terrence Ross,146,94,15.420,15.519,-0.10,2018-19,1610612753
Khem Birch,92,148,14.719,15.934,-1.22,2018-19,1610612753
Jarell Martin,18,222,13.641,15.622,-1.98,2018-19,1610612753
Jerian Grant,14,226,12.515,15.680,-3.16,2018-19,1610612753
Melvin Frazier Jr.,15,225,12.382,15.697,-3.31,2018-19,1610612753
Michael Carter-Williams,92,148,14.805,15.878,-1.07,2018-19,1610612753
