PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Ante Zizic,23,1043,14.289,16.435,-2.15,2017-18,1610612739
Kevin Love,660,406,16.926,15.524,1.40,2017-18,1610612739
Jordan Clarkson,285,781,16.269,16.430,-0.16,2017-18,1610612739
Kyle Korver,504,562,16.354,16.418,-0.06,2017-18,1610612739
LeBron James,922,144,16.417,16.201,0.22,2017-18,1610612739
Tristan Thompson,416,650,16.804,16.126,0.68,2017-18,1610612739
Cedi Osman,62,1004,15.025,16.474,-1.45,2017-18,1610612739
Jeff Green,523,543,15.980,16.780,-0.80,2017-18,1610612739
George Hill,557,509,16.596,16.157,0.44,2017-18,1610612739
Rodney Hood,260,806,16.230,16.437,-0.21,2017-18,1610612739
Jose Calderon,104,962,15.024,16.542,-1.52,2017-18,1610612739
Larry Nance Jr.,307,759,15.893,16.587,-0.69,2017-18,1610612739
JR Smith,706,360,16.486,16.189,0.30,2017-18,1610612739
