PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Khris Middleton,922,192,14.435,14.500,-0.06,2020-21,1610612749
Giannis Antetokounmpo,800,314,14.454,14.428,0.03,2020-21,1610612749
Brook Lopez,667,447,14.491,14.381,0.11,2020-21,1610612749
Donte DiVincenzo,70,1044,14.034,14.476,-0.44,2020-21,1610612749
Jrue Holiday,912,202,14.325,14.995,-0.67,2020-21,1610612749
Bryn Forbes,273,841,14.158,14.546,-0.39,2020-21,1610612749
P.J. Tucker,681,433,14.244,14.758,-0.51,2020-21,1610612749
Bobby Portis,366,748,14.313,14.512,-0.20,2020-21,1610612749
Pat Connaughton,546,568,14.827,14.092,0.74,2020-21,1610612749
Jordan Nwora,31,1083,14.881,14.433,0.45,2020-21,1610612749
Elijah Bryant,50,1064,14.906,14.424,0.48,2020-21,1610612749
Sam Merrill,30,1084,14.313,14.450,-0.14,2020-21,1610612749
Mamadi Diakite,35,1079,14.500,14.444,0.06,2020-21,1610612749
Axel Toupane,10,1104,18.789,14.409,4.38,2020-21,1610612749
Jeff Teague,119,995,15.767,14.294,1.47,2020-21,1610612749
Thanasis Antetokounmpo,45,1069,13.670,14.479,-0.81,2020-21,1610612749
Justin Jackson,15,1099,13.629,14.459,-0.83,2020-21,1610612749
