PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Nikola Mirotic,320,112,13.562,13.786,-0.22,2017-18,1610612740
Anthony Davis,358,74,13.537,14.039,-0.50,2017-18,1610612740
Solomon Hill,114,318,14.329,13.377,0.95,2017-18,1610612740
Emeka Okafor,4,428,14.200,13.615,0.59,2017-18,1610612740
Jordan Crawford,15,417,13.824,13.613,0.21,2017-18,1610612740
DeAndre Liggins,14,418,14.441,13.590,0.85,2017-18,1610612740
Jrue Holiday,348,84,13.326,14.875,-1.55,2017-18,1610612740
Cheick Diallo,48,384,14.190,13.548,0.64,2017-18,1610612740
Darius Miller,162,270,13.608,13.629,-0.02,2017-18,1610612740
Rajon Rondo,302,130,13.693,13.451,0.24,2017-18,1610612740
E'Twaun Moore,284,148,13.524,13.806,-0.28,2017-18,1610612740
Ian Clark,190,242,13.804,13.479,0.33,2017-18,1610612740
