PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Al-Farouq Aminu,372,161,14.913,15.266,-0.35,2015-16,1610612757
CJ McCollum,442,91,14.956,15.316,-0.36,2015-16,1610612757
Gerald Henderson,234,299,15.681,14.518,1.16,2015-16,1610612757
Ed Davis,205,328,15.752,14.586,1.17,2015-16,1610612757
Brian Roberts,36,497,13.451,15.148,-1.70,2015-16,1610612757
Luis Montero,8,525,13.067,15.046,-1.98,2015-16,1610612757
Pat Connaughton,8,525,13.188,15.046,-1.86,2015-16,1610612757
Allen Crabbe,302,231,15.087,14.926,0.16,2015-16,1610612757
Damian Lillard,438,96,14.967,15.275,-0.31,2015-16,1610612757
Noah Vonleh,12,521,13.280,15.060,-1.78,2015-16,1610612757
Chris Kaman,32,501,15.111,15.013,0.10,2015-16,1610612757
Maurice Harkless,272,261,14.740,15.301,-0.56,2015-16,1610612757
Mason Plumlee,306,227,14.881,15.205,-0.32,2015-16,1610612757
