PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Andrew Wiggins,767,289,14.311,15.027,-0.72,2021-22,1610612744
Draymond Green,703,353,14.271,14.972,-0.70,2021-22,1610612744
Kevon Looney,448,608,15.082,14.101,0.98,2021-22,1610612744
Klay Thompson,792,264,14.656,14.074,0.58,2021-22,1610612744
Jordan Poole,606,450,14.431,14.614,-0.18,2021-22,1610612744
Stephen Curry,764,292,14.107,15.615,-1.51,2021-22,1610612744
Otto Porter Jr.,371,685,14.528,14.498,0.03,2021-22,1610612744
Nemanja Bjelica,150,906,15.250,14.387,0.86,2021-22,1610612744
Gary Payton II,203,853,14.614,14.484,0.13,2021-22,1610612744
Andre Iguodala,61,995,16.391,14.401,1.99,2021-22,1610612744
Juan Toscano-Anderson,49,1007,15.029,14.482,0.55,2021-22,1610612744
Jonathan Kuminga,138,918,13.929,14.602,-0.67,2021-22,1610612744
Damion Lee,124,932,14.819,14.465,0.35,2021-22,1610612744
Moses Moody,105,951,15.271,14.425,0.85,2021-22,1610612744
