PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Trey Lyles,8,684,12.824,15.779,-2.95,2018-19,1610612743
Jarred Vanderbilt,5,687,13.444,15.757,-2.31,2018-19,1610612743
Juancho Hernangomez,15,677,16.607,15.723,0.89,2018-19,1610612743
Gary Harris,517,175,15.871,15.355,0.52,2018-19,1610612743
Nikola Jokic,557,135,15.829,15.384,0.45,2018-19,1610612743
Mason Plumlee,218,474,15.452,15.876,-0.42,2018-19,1610612743
Torrey Craig,330,362,15.680,15.796,-0.12,2018-19,1610612743
Jamal Murray,508,184,15.769,15.665,0.10,2018-19,1610612743
Monte Morris,224,468,15.632,15.794,-0.16,2018-19,1610612743
Paul Millsap,469,223,15.786,15.649,0.14,2018-19,1610612743
Will Barton,328,364,15.831,15.660,0.17,2018-19,1610612743
Malik Beasley,281,411,15.571,15.860,-0.29,2018-19,1610612743
