PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Jaylen Nowell,62,183,15.306,14.847,0.46,2022-23,1610612750
Rudy Gobert,177,68,14.968,14.949,0.02,2022-23,1610612750
Anthony Edwards,199,46,14.829,15.516,-0.69,2022-23,1610612750
Mike Conley,183,62,14.866,15.246,-0.38,2022-23,1610612750
Kyle Anderson,104,141,14.371,15.422,-1.05,2022-23,1610612750
Karl-Anthony Towns,180,65,15.311,14.081,1.23,2022-23,1610612750
Taurean Prince,100,145,15.183,14.802,0.38,2022-23,1610612750
Austin Rivers,46,199,15.663,14.796,0.87,2022-23,1610612750
Nickeil Alexander-Walker,148,97,15.017,14.881,0.14,2022-23,1610612750
Jordan McLaughlin,14,231,13.862,15.033,-1.17,2022-23,1610612750
Nathan Knight,5,240,15.000,14.962,0.04,2022-23,1610612750
Wendell Moore Jr.,2,243,9.800,15.017,-5.22,2022-23,1610612750
Josh Minott,6,239,13.385,15.006,-1.62,2022-23,1610612750
