PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Joel Freeland,24,519,15.558,15.267,0.29,2013-14,1610612757
Robin Lopez,367,176,15.666,14.524,1.14,2013-14,1610612757
CJ McCollum,24,519,14.404,15.319,-0.91,2013-14,1610612757
LaMarcus Aldridge,441,102,15.269,15.318,-0.05,2013-14,1610612757
Damian Lillard,466,77,15.275,15.301,-0.03,2013-14,1610612757
Thomas Robinson,122,421,15.259,15.284,-0.02,2013-14,1610612757
Wesley Matthews,426,117,15.345,15.035,0.31,2013-14,1610612757
Nicolas Batum,459,84,15.251,15.427,-0.17,2013-14,1610612757
Will Barton,81,462,14.400,15.441,-1.04,2013-14,1610612757
Meyers Leonard,9,534,14.294,15.295,-1.00,2013-14,1610612757
Victor Claver,7,536,11.875,15.331,-3.46,2013-14,1610612757
Dorell Wright,88,455,15.538,15.228,0.31,2013-14,1610612757
Earl Watson,14,529,13.800,15.322,-1.52,2013-14,1610612757
Mo Williams,187,356,15.170,15.338,-0.17,2013-14,1610612757
