PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Khris Middleton,72,504,13.493,13.839,-0.35,2021-22,1610612749
Giannis Antetokounmpo,448,128,13.617,14.421,-0.80,2021-22,1610612749
Brook Lopez,332,244,13.855,13.717,0.14,2021-22,1610612749
Wesley Matthews,345,231,13.859,13.705,0.15,2021-22,1610612749
Jrue Holiday,463,113,13.842,13.613,0.23,2021-22,1610612749
Grayson Allen,305,271,13.903,13.673,0.23,2021-22,1610612749
Pat Connaughton,318,258,13.793,13.799,-0.01,2021-22,1610612749
Jevon Carter,126,450,13.560,13.862,-0.30,2021-22,1610612749
Jordan Nwora,20,556,13.711,13.799,-0.09,2021-22,1610612749
Rayjon Tucker,19,557,13.767,13.797,-0.03,2021-22,1610612749
Luca Vildoza,17,559,13.625,13.802,-0.18,2021-22,1610612749
Serge Ibaka,22,554,14.580,13.761,0.82,2021-22,1610612749
Thanasis Antetokounmpo,20,556,13.913,13.791,0.12,2021-22,1610612749
George Hill,76,500,14.185,13.741,0.44,2021-22,1610612749
Bobby Portis,298,278,13.774,13.819,-0.04,2021-22,1610612749
