PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Jordan McRae,4,1004,15.300,16.527,-1.23,2015-16,1610612739
JR Smith,730,278,16.550,16.443,0.11,2015-16,1610612739
Channing Frye,237,771,15.895,16.713,-0.82,2015-16,1610612739
James Jones,55,953,15.613,16.577,-0.96,2015-16,1610612739
Timofey Mozgov,76,932,15.921,16.573,-0.65,2015-16,1610612739
Richard Jefferson,381,627,16.377,16.608,-0.23,2015-16,1610612739
Kyrie Irving,774,234,16.477,16.671,-0.19,2015-16,1610612739
LeBron James,822,186,16.622,16.089,0.53,2015-16,1610612739
Tristan Thompson,622,386,16.726,16.197,0.53,2015-16,1610612739
Matthew Dellavedova,241,767,16.604,16.494,0.11,2015-16,1610612739
Kevin Love,613,395,16.843,16.033,0.81,2015-16,1610612739
Dahntay Jones,50,958,15.740,16.566,-0.83,2015-16,1610612739
Iman Shumpert,367,641,16.613,16.471,0.14,2015-16,1610612739
Mo Williams,68,940,15.270,16.618,-1.35,2015-16,1610612739
