PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Kenneth Lofton Jr.,12,281,13.808,14.903,-1.09,2022-23,1610612763
John Konchar,49,244,15.051,14.818,0.23,2022-23,1610612763
Dillon Brooks,167,126,14.926,14.766,0.16,2022-23,1610612763
Jaren Jackson Jr.,220,73,14.820,14.966,-0.15,2022-23,1610612763
Xavier Tillman,183,110,15.046,14.552,0.49,2022-23,1610612763
Desmond Bane,231,62,14.608,15.787,-1.18,2022-23,1610612763
Ja Morant,187,106,14.396,15.731,-1.33,2022-23,1610612763
Santi Aldama,101,192,14.822,14.874,-0.05,2022-23,1610612763
Luke Kennard,107,186,14.766,14.908,-0.14,2022-23,1610612763
Tyus Jones,120,173,15.440,14.463,0.98,2022-23,1610612763
David Roddy,76,217,15.764,14.537,1.23,2022-23,1610612763
Ziaire Williams,12,281,13.808,14.903,-1.09,2022-23,1610612763
