PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Dillon Brooks,335,241,13.790,14.715,-0.92,2021-22,1610612763
Jaren Jackson Jr.,332,244,14.487,13.774,0.71,2021-22,1610612763
Steven Adams,114,462,14.433,14.117,0.32,2021-22,1610612763
Desmond Bane,428,148,14.042,14.573,-0.53,2021-22,1610612763
Ja Morant,338,238,14.105,14.282,-0.18,2021-22,1610612763
De'Anthony Melton,170,406,14.123,14.203,-0.08,2021-22,1610612763
Kyle Anderson,221,355,14.242,14.140,0.10,2021-22,1610612763
Tyus Jones,262,314,14.632,13.803,0.83,2021-22,1610612763
Brandon Clarke,296,280,13.857,14.525,-0.67,2021-22,1610612763
Ziaire Williams,168,408,14.197,14.171,0.03,2021-22,1610612763
Xavier Tillman,139,437,14.252,14.156,0.10,2021-22,1610612763
Jarrett Culver,22,554,14.140,14.181,-0.04,2021-22,1610612763
John Konchar,56,520,15.018,14.094,0.92,2021-22,1610612763
