PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Jerryd Bayless,2,483,13.667,14.328,-0.66,2017-18,1610612755
JJ Redick,342,143,14.193,14.645,-0.45,2017-18,1610612755
Robert Covington,281,204,14.332,14.316,0.02,2017-18,1610612755
Marco Belinelli,273,212,14.295,14.364,-0.07,2017-18,1610612755
Markelle Fultz,23,462,14.708,14.306,0.40,2017-18,1610612755
Amir Johnson,94,391,13.716,14.482,-0.76,2017-18,1610612755
Ersan Ilyasova,233,252,14.117,14.518,-0.40,2017-18,1610612755
Richaun Holmes,11,474,13.500,14.348,-0.85,2017-18,1610612755
Justin Anderson,33,452,14.692,14.300,0.39,2017-18,1610612755
Furkan Korkmaz,2,483,14.250,14.326,-0.08,2017-18,1610612755
Joel Embiid,278,207,14.421,14.202,0.22,2017-18,1610612755
Ben Simmons,369,116,14.338,14.286,0.05,2017-18,1610612755
Dario Saric,328,156,14.663,13.636,1.03,2017-18,1610612755
T.J. McConnell,155,330,14.398,14.292,0.11,2017-18,1610612755
