PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Lance Stephenson,107,85,15.129,15.152,-0.02,2016-17,1610612754
Glenn Robinson III,31,161,15.250,15.118,0.13,2016-17,1610612754
Jeff Teague,142,50,14.902,15.814,-0.91,2016-17,1610612754
Kevin Seraphin,59,133,16.114,14.710,1.40,2016-17,1610612754
Lavoy Allen,11,181,13.619,15.230,-1.61,2016-17,1610612754
Thaddeus Young,140,52,15.404,14.472,0.93,2016-17,1610612754
Myles Turner,133,59,14.710,16.114,-1.40,2016-17,1610612754
CJ Miles,82,110,14.914,15.313,-0.40,2016-17,1610612754
Aaron Brooks,7,185,15.933,15.106,0.83,2016-17,1610612754
Monta Ellis,76,116,15.230,15.080,0.15,2016-17,1610612754
Paul George,172,20,15.240,14.282,0.96,2016-17,1610612754
