PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Bam Adebayo,77,163,15.088,14.433,0.66,2017-18,1610612748
Kelly Olynyk,146,94,14.455,14.944,-0.49,2017-18,1610612748
Justise Winslow,125,115,14.220,15.105,-0.88,2017-18,1610612748
Dwyane Wade,127,113,14.399,14.935,-0.54,2017-18,1610612748
James Johnson,161,80,14.551,14.838,-0.29,2017-18,1610612748
Wayne Ellington,101,139,14.842,14.500,0.34,2017-18,1610612748
Josh Richardson,130,110,15.065,14.160,0.91,2017-18,1610612748
Tyler Johnson,81,159,14.933,14.506,0.43,2017-18,1610612748
Goran Dragic,156,84,14.448,15.014,-0.57,2017-18,1610612748
Hassan Whiteside,77,163,14.807,14.571,0.24,2017-18,1610612748
Rodney McGruder,16,224,15.312,14.601,0.71,2017-18,1610612748
Luke Babbitt,3,237,16.500,14.624,1.88,2017-18,1610612748
