PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Kyle Anderson,142,98,14.369,13.895,0.47,2020-21,1610612763
Jaren Jackson Jr.,137,103,14.377,13.916,0.46,2020-21,1610612763
Jonas Valanciunas,166,74,14.515,13.439,1.08,2020-21,1610612763
Dillon Brooks,175,65,14.079,14.432,-0.35,2020-21,1610612763
Ja Morant,203,37,14.258,13.765,0.49,2020-21,1610612763
Desmond Bane,99,141,13.500,14.686,-1.19,2020-21,1610612763
Grayson Allen,116,124,14.655,13.735,0.92,2020-21,1610612763
De'Anthony Melton,83,157,14.216,14.157,0.06,2020-21,1610612763
Xavier Tillman,18,222,11.725,14.393,-2.67,2020-21,1610612763
Tyus Jones,47,193,13.711,14.291,-0.58,2020-21,1610612763
Justise Winslow,3,237,11.667,14.209,-2.54,2020-21,1610612763
John Konchar,3,237,11.667,14.209,-2.54,2020-21,1610612763
Brandon Clarke,9,231,12.684,14.237,-1.55,2020-21,1610612763
