PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Zaza Pachulia,129,169,14.435,15.053,-0.62,2014-15,1610612749
Khris Middleton,232,66,14.696,15.081,-0.38,2014-15,1610612749
Michael Carter-Williams,191,107,14.690,14.949,-0.26,2014-15,1610612749
Giannis Antetokounmpo,201,97,14.956,14.420,0.54,2014-15,1610612749
Ersan Ilyasova,142,156,14.783,14.776,0.01,2014-15,1610612749
Jorge Gutierrez,12,286,17.800,14.670,3.13,2014-15,1610612749
Jerryd Bayless,120,178,14.898,14.703,0.20,2014-15,1610612749
Tyler Ennis,16,282,15.400,14.745,0.66,2014-15,1610612749
O.J. Mayo,156,142,14.262,15.359,-1.10,2014-15,1610612749
John Henson,152,146,15.084,14.474,0.61,2014-15,1610612749
Jared Dudley,110,188,14.657,14.851,-0.19,2014-15,1610612749
Miles Plumlee,16,282,15.400,14.745,0.66,2014-15,1610612749
Johnny O'Bryant III,12,286,17.800,14.670,3.13,2014-15,1610612749
