PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Cody Zeller,141,584,15.887,15.610,0.28,2022-23,1610612748
Duncan Robinson,255,470,15.522,15.737,-0.21,2022-23,1610612748
Bam Adebayo,521,204,15.819,15.272,0.55,2022-23,1610612748
Gabe Vincent,462,263,15.743,15.519,0.22,2022-23,1610612748
Haywood Highsmith,81,644,15.331,15.703,-0.37,2022-23,1610612748
Caleb Martin,435,290,15.808,15.455,0.35,2022-23,1610612748
Kyle Lowry,381,344,15.896,15.410,0.49,2022-23,1610612748
Victor Oladipo,45,680,13.978,15.774,-1.80,2022-23,1610612748
Udonis Haslem,2,723,17.167,15.656,1.51,2022-23,1610612748
Tyler Herro,19,706,13.442,15.730,-2.29,2022-23,1610612748
Kevin Love,274,451,15.164,15.975,-0.81,2022-23,1610612748
Max Strus,445,280,15.646,15.690,-0.04,2022-23,1610612748
Jimmy Butler,545,180,15.699,15.546,0.15,2022-23,1610612748
Omer Yurtseven,10,715,16.696,15.646,1.05,2022-23,1610612748
Nikola Jovic,7,718,15.188,15.668,-0.48,2022-23,1610612748
