PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Solomon Hill,1,911,32.000,16.642,15.36,2013-14,1610612754
Rasual Butler,70,842,16.288,16.683,-0.39,2013-14,1610612754
Ian Mahinmi,241,671,16.898,16.564,0.33,2013-14,1610612754
Evan Turner,149,763,16.056,16.773,-0.72,2013-14,1610612754
Donald Sloan,15,897,14.469,16.694,-2.22,2013-14,1610612754
Lavoy Allen,15,897,14.469,16.694,-2.22,2013-14,1610612754
Chris Copeland,82,830,14.402,16.895,-2.49,2013-14,1610612754
Luis Scola,242,670,16.187,16.822,-0.63,2013-14,1610612754
C.J. Watson,342,570,16.049,17.020,-0.97,2013-14,1610612754
Paul George,781,131,16.566,17.156,-0.59,2013-14,1610612754
David West,688,224,16.727,16.417,0.31,2013-14,1610612754
Roy Hibbert,542,370,17.180,15.917,1.26,2013-14,1610612754
Lance Stephenson,705,207,16.924,15.754,1.17,2013-14,1610612754
George Hill,687,225,16.935,15.819,1.12,2013-14,1610612754
