PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Ian Clark,154,1003,14.708,14.454,0.25,2015-16,1610612744
Andre Iguodala,768,390,14.508,14.450,0.06,2015-16,1610612744
James Michael McAdoo,38,1119,14.570,14.486,0.08,2015-16,1610612744
Andrew Bogut,365,792,14.813,14.345,0.47,2015-16,1610612744
Festus Ezeli,203,954,14.471,14.492,-0.02,2015-16,1610612744
Leandro Barbosa,254,903,14.907,14.372,0.54,2015-16,1610612744
Klay Thompson,849,308,14.328,14.944,-0.62,2015-16,1610612744
Draymond Green,879,278,14.272,15.185,-0.91,2015-16,1610612744
Brandon Rush,110,1047,15.479,14.387,1.09,2015-16,1610612744
Harrison Barnes,743,414,14.571,14.345,0.23,2015-16,1610612744
Stephen Curry,614,543,14.055,14.991,-0.94,2015-16,1610612744
Marreese Speights,201,956,14.806,14.421,0.38,2015-16,1610612744
Shaun Livingston,514,643,14.515,14.468,0.05,2015-16,1610612744
Anderson Varejao,93,1064,15.406,14.412,0.99,2015-16,1610612744
